id,runeid,level,health,attack,defence,hit,dodge,crit,toughness,process,decompose,nextlevel,pvpadd,pveadd,pvpless,pveless,dmgadd,dmgless,exp,crystal,propertyid
48,106000003,8,10200,0,0,0,0,0,0,14,84,9,0,0,0,0,0,0,0,0,3
49,106000003,9,10800,0,0,0,0,0,0,14,98,10,0,0,0,0,0,0,0,0,3
50,106000003,10,11400,0,0,0,0,0,0,15,112,11,0,0,0,0,0,0,0,0,3
51,106000003,11,12000,0,0,0,0,0,0,15,127,12,0,0,0,0,0,0,0,0,3
52,106000003,12,12600,0,0,0,0,0,0,16,142,13,0,0,0,0,0,0,0,0,3
53,106000003,13,13200,0,0,0,0,0,0,16,158,14,0,0,0,0,0,0,0,0,3
54,106000003,14,13800,0,0,0,0,0,0,17,174,15,0,0,0,0,0,0,0,0,3
55,106000003,15,14400,0,0,0,0,0,0,17,191,16,0,0,0,0,0,0,0,0,3
56,106000003,16,15000,0,0,0,0,0,0,18,208,17,0,0,0,0,0,0,0,0,3
57,106000003,17,15600,0,0,0,0,0,0,18,226,18,0,0,0,0,0,0,0,0,3
58,106000003,18,16200,0,0,0,0,0,0,19,244,19,0,0,0,0,0,0,0,0,3
59,106000003,19,16800,0,0,0,0,0,0,19,263,20,0,0,0,0,0,0,0,0,3
60,106000003,20,18000,0,0,0,0,0,0,20,282,-1,0,0,0,0,0,0,0,0,3
61,106000004,1,0,0,0,60,0,0,0,10,2,2,0,0,0,0,0,0,0,0,4
62,106000004,2,0,0,0,66,0,0,0,11,12,3,0,0,0,0,0,0,0,0,4
63,106000004,3,0,0,0,72,0,0,0,11,23,4,0,0,0,0,0,0,0,0,4
64,106000004,4,0,0,0,78,0,0,0,12,34,5,0,0,0,0,0,0,0,0,4
65,106000004,5,0,0,0,84,0,0,0,12,46,6,0,0,0,0,0,0,0,0,4
66,106000004,6,0,0,0,90,0,0,0,13,58,7,0,0,0,0,0,0,0,0,4
67,106000004,7,0,0,0,96,0,0,0,13,71,8,0,0,0,0,0,0,0,0,4
68,106000004,8,0,0,0,102,0,0,0,14,84,9,0,0,0,0,0,0,0,0,4
69,106000004,9,0,0,0,108,0,0,0,14,98,10,0,0,0,0,0,0,0,0,4
70,106000004,10,0,0,0,114,0,0,0,15,112,11,0,0,0,0,0,0,0,0,4
71,106000004,11,0,0,0,120,0,0,0,15,127,12,0,0,0,0,0,0,0,0,4
72,106000004,12,0,0,0,126,0,0,0,16,142,13,0,0,0,0,0,0,0,0,4
73,106000004,13,0,0,0,132,0,0,0,16,158,14,0,0,0,0,0,0,0,0,4
74,106000004,14,0,0,0,138,0,0,0,17,174,15,0,0,0,0,0,0,0,0,4
75,106000004,15,0,0,0,144,0,0,0,17,191,16,0,0,0,0,0,0,0,0,4
76,106000004,16,0,0,0,150,0,0,0,18,208,17,0,0,0,0,0,0,0,0,4
77,106000004,17,0,0,0,156,0,0,0,18,226,18,0,0,0,0,0,0,0,0,4
78,106000004,18,0,0,0,162,0,0,0,19,244,19,0,0,0,0,0,0,0,0,4
79,106000004,19,0,0,0,168,0,0,0,19,263,20,0,0,0,0,0,0,0,0,4
80,106000004,20,0,0,0,180,0,0,0,20,282,-1,0,0,0,0,0,0,0,0,4
81,106000005,1,0,0,0,0,60,0,0,10,2,2,0,0,0,0,0,0,0,0,5
82,106000005,2,0,0,0,0,66,0,0,11,12,3,0,0,0,0,0,0,0,0,5
83,106000005,3,0,0,0,0,72,0,0,11,23,4,0,0,0,0,0,0,0,0,5
84,106000005,4,0,0,0,0,78,0,0,12,34,5,0,0,0,0,0,0,0,0,5
85,106000005,5,0,0,0,0,84,0,0,12,46,6,0,0,0,0,0,0,0,0,5
86,106000005,6,0,0,0,0,90,0,0,13,58,7,0,0,0,0,0,0,0,0,5
87,106000005,7,0,0,0,0,96,0,0,13,71,8,0,0,0,0,0,0,0,0,5
88,106000005,8,0,0,0,0,102,0,0,14,84,9,0,0,0,0,0,0,0,0,5
89,106000005,9,0,0,0,0,108,0,0,14,98,10,0,0,0,0,0,0,0,0,5
90,106000005,10,0,0,0,0,114,0,0,15,112,11,0,0,0,0,0,0,0,0,5
91,106000005,11,0,0,0,0,120,0,0,15,127,12,0,0,0,0,0,0,0,0,5
92,106000005,12,0,0,0,0,126,0,0,16,142,13,0,0,0,0,0,0,0,0,5
93,106000005,13,0,0,0,0,132,0,0,16,158,14,0,0,0,0,0,0,0,0,5
94,106000005,14,0,0,0,0,138,0,0,17,174,15,0,0,0,0,0,0,0,0,5
95,106000005,15,0,0,0,0,144,0,0,17,191,16,0,0,0,0,0,0,0,0,5
96,106000005,16,0,0,0,0,150,0,0,18,208,17,0,0,0,0,0,0,0,0,5
97,106000005,17,0,0,0,0,156,0,0,18,226,18,0,0,0,0,0,0,0,0,5
98,106000005,18,0,0,0,0,162,0,0,19,244,19,0,0,0,0,0,0,0,0,5
99,106000005,19,0,0,0,0,168,0,0,19,263,20,0,0,0,0,0,0,0,0,5
100,106000005,20,0,0,0,0,180,0,0,20,282,-1,0,0,0,0,0,0,0,0,5
101,106000006,1,0,0,0,0,0,120,0,10,2,2,0,0,0,0,0,0,0,0,6
102,106000006,2,0,0,0,0,0,132,0,11,12,3,0,0,0,0,0,0,0,0,6
103,106000006,3,0,0,0,0,0,144,0,11,23,4,0,0,0,0,0,0,0,0,6
104,106000006,4,0,0,0,0,0,156,0,12,34,5,0,0,0,0,0,0,0,0,6
105,106000006,5,0,0,0,0,0,168,0,12,46,6,0,0,0,0,0,0,0,0,6
106,106000006,6,0,0,0,0,0,180,0,13,58,7,0,0,0,0,0,0,0,0,6
107,106000006,7,0,0,0,0,0,192,0,13,71,8,0,0,0,0,0,0,0,0,6
108,106000006,8,0,0,0,0,0,204,0,14,84,9,0,0,0,0,0,0,0,0,6
109,106000006,9,0,0,0,0,0,216,0,14,98,10,0,0,0,0,0,0,0,0,6
110,106000006,10,0,0,0,0,0,228,0,15,112,11,0,0,0,0,0,0,0,0,6
111,106000006,11,0,0,0,0,0,240,0,15,127,12,0,0,0,0,0,0,0,0,6
112,106000006,12,0,0,0,0,0,252,0,16,142,13,0,0,0,0,0,0,0,0,6
113,106000006,13,0,0,0,0,0,264,0,16,158,14,0,0,0,0,0,0,0,0,6
114,106000006,14,0,0,0,0,0,276,0,17,174,15,0,0,0,0,0,0,0,0,6
115,106000006,15,0,0,0,0,0,288,0,17,191,16,0,0,0,0,0,0,0,0,6
116,106000006,16,0,0,0,0,0,300,0,18,208,17,0,0,0,0,0,0,0,0,6
117,106000006,17,0,0,0,0,0,312,0,18,226,18,0,0,0,0,0,0,0,0,6
118,106000006,18,0,0,0,0,0,324,0,19,244,19,0,0,0,0,0,0,0,0,6
119,106000006,19,0,0,0,0,0,336,0,19,263,20,0,0,0,0,0,0,0,0,6
120,106000006,20,0,0,0,0,0,360,0,20,282,-1,0,0,0,0,0,0,0,0,6
121,106000007,1,0,0,0,0,0,0,120,10,2,2,0,0,0,0,0,0,0,0,7
122,106000007,2,0,0,0,0,0,0,132,11,12,3,0,0,0,0,0,0,0,0,7
123,106000007,3,0,0,0,0,0,0,144,11,23,4,0,0,0,0,0,0,0,0,7
124,106000007,4,0,0,0,0,0,0,156,12,34,5,0,0,0,0,0,0,0,0,7
125,106000007,5,0,0,0,0,0,0,168,12,46,6,0,0,0,0,0,0,0,0,7
126,106000007,6,0,0,0,0,0,0,180,13,58,7,0,0,0,0,0,0,0,0,7
127,106000007,7,0,0,0,0,0,0,192,13,71,8,0,0,0,0,0,0,0,0,7
128,106000007,8,0,0,0,0,0,0,204,14,84,9,0,0,0,0,0,0,0,0,7
129,106000007,9,0,0,0,0,0,0,216,14,98,10,0,0,0,0,0,0,0,0,7
130,106000007,10,0,0,0,0,0,0,228,15,112,11,0,0,0,0,0,0,0,0,7
131,106000007,11,0,0,0,0,0,0,240,15,127,12,0,0,0,0,0,0,0,0,7
132,106000007,12,0,0,0,0,0,0,252,16,142,13,0,0,0,0,0,0,0,0,7
133,106000007,13,0,0,0,0,0,0,264,16,158,14,0,0,0,0,0,0,0,0,7
134,106000007,14,0,0,0,0,0,0,276,17,174,15,0,0,0,0,0,0,0,0,7
135,106000007,15,0,0,0,0,0,0,288,17,191,16,0,0,0,0,0,0,0,0,7
136,106000007,16,0,0,0,0,0,0,300,18,208,17,0,0,0,0,0,0,0,0,7
137,106000007,17,0,0,0,0,0,0,312,18,226,18,0,0,0,0,0,0,0,0,7
138,106000007,18,0,0,0,0,0,0,324,19,244,19,0,0,0,0,0,0,0,0,7
139,106000007,19,0,0,0,0,0,0,336,19,263,20,0,0,0,0,0,0,0,0,7
140,106000007,20,0,0,0,0,0,0,360,20,282,-1,0,0,0,0,0,0,0,0,7
141,106000008,1,0,0,0,0,0,0,0,10,2,2,50,0,0,0,0,0,0,0,8
142,106000008,2,0,0,0,0,0,0,0,11,12,3,55,0,0,0,0,0,0,0,8
143,106000008,3,0,0,0,0,0,0,0,11,23,4,60,0,0,0,0,0,0,0,8
144,106000008,4,0,0,0,0,0,0,0,12,34,5,65,0,0,0,0,0,0,0,8
145,106000008,5,0,0,0,0,0,0,0,12,46,6,70,0,0,0,0,0,0,0,8
146,106000008,6,0,0,0,0,0,0,0,13,58,7,75,0,0,0,0,0,0,0,8
147,106000008,7,0,0,0,0,0,0,0,13,71,8,80,0,0,0,0,0,0,0,8
148,106000008,8,0,0,0,0,0,0,0,14,84,9,85,0,0,0,0,0,0,0,8
149,106000008,9,0,0,0,0,0,0,0,14,98,10,90,0,0,0,0,0,0,0,8
150,106000008,10,0,0,0,0,0,0,0,15,112,11,95,0,0,0,0,0,0,0,8
151,106000008,11,0,0,0,0,0,0,0,15,127,12,100,0,0,0,0,0,0,0,8
152,106000008,12,0,0,0,0,0,0,0,16,142,13,105,0,0,0,0,0,0,0,8
153,106000008,13,0,0,0,0,0,0,0,16,158,14,110,0,0,0,0,0,0,0,8
154,106000008,14,0,0,0,0,0,0,0,17,174,15,115,0,0,0,0,0,0,0,8
155,106000008,15,0,0,0,0,0,0,0,17,191,16,120,0,0,0,0,0,0,0,8
156,106000008,16,0,0,0,0,0,0,0,18,208,17,125,0,0,0,0,0,0,0,8
157,106000008,17,0,0,0,0,0,0,0,18,226,18,130,0,0,0,0,0,0,0,8
158,106000008,18,0,0,0,0,0,0,0,19,244,19,135,0,0,0,0,0,0,0,8
159,106000008,19,0,0,0,0,0,0,0,19,263,20,140,0,0,0,0,0,0,0,8
160,106000008,20,0,0,0,0,0,0,0,20,282,-1,150,0,0,0,0,0,0,0,8
161,106000009,1,0,0,0,0,0,0,0,10,2,2,0,50,0,0,0,0,0,0,9
162,106000009,2,0,0,0,0,0,0,0,11,12,3,0,55,0,0,0,0,0,0,9
163,106000009,3,0,0,0,0,0,0,0,11,23,4,0,60,0,0,0,0,0,0,9
164,106000009,4,0,0,0,0,0,0,0,12,34,5,0,65,0,0,0,0,0,0,9
165,106000009,5,0,0,0,0,0,0,0,12,46,6,0,70,0,0,0,0,0,0,9
166,106000009,6,0,0,0,0,0,0,0,13,58,7,0,75,0,0,0,0,0,0,9
167,106000009,7,0,0,0,0,0,0,0,13,71,8,0,80,0,0,0,0,0,0,9
168,106000009,8,0,0,0,0,0,0,0,14,84,9,0,85,0,0,0,0,0,0,9
169,106000009,9,0,0,0,0,0,0,0,14,98,10,0,90,0,0,0,0,0,0,9
170,106000009,10,0,0,0,0,0,0,0,15,112,11,0,95,0,0,0,0,0,0,9
171,106000009,11,0,0,0,0,0,0,0,15,127,12,0,100,0,0,0,0,0,0,9
172,106000009,12,0,0,0,0,0,0,0,16,142,13,0,105,0,0,0,0,0,0,9
173,106000009,13,0,0,0,0,0,0,0,16,158,14,0,110,0,0,0,0,0,0,9
174,106000009,14,0,0,0,0,0,0,0,17,174,15,0,115,0,0,0,0,0,0,9
175,106000009,15,0,0,0,0,0,0,0,17,191,16,0,120,0,0,0,0,0,0,9
176,106000009,16,0,0,0,0,0,0,0,18,208,17,0,125,0,0,0,0,0,0,9
177,106000009,17,0,0,0,0,0,0,0,18,226,18,0,130,0,0,0,0,0,0,9
178,106000009,18,0,0,0,0,0,0,0,19,244,19,0,135,0,0,0,0,0,0,9
179,106000009,19,0,0,0,0,0,0,0,19,263,20,0,140,0,0,0,0,0,0,9
180,106000009,20,0,0,0,0,0,0,0,20,282,-1,0,150,0,0,0,0,0,0,9
181,106000010,1,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,400,0,10
182,106000010,2,0,0,0,0,0,0,0,11,12,3,0,0,0,0,0,0,440,0,10
183,106000010,3,0,0,0,0,0,0,0,11,23,4,0,0,0,0,0,0,480,0,10
184,106000010,4,0,0,0,0,0,0,0,12,34,5,0,0,0,0,0,0,520,0,10
185,106000010,5,0,0,0,0,0,0,0,12,46,6,0,0,0,0,0,0,560,0,10
186,106000010,6,0,0,0,0,0,0,0,13,58,7,0,0,0,0,0,0,600,0,10
187,106000010,7,0,0,0,0,0,0,0,13,71,8,0,0,0,0,0,0,640,0,10
188,106000010,8,0,0,0,0,0,0,0,14,84,9,0,0,0,0,0,0,680,0,10
189,106000010,9,0,0,0,0,0,0,0,14,98,10,0,0,0,0,0,0,720,0,10
190,106000010,10,0,0,0,0,0,0,0,15,112,11,0,0,0,0,0,0,760,0,10
191,106000010,11,0,0,0,0,0,0,0,15,127,12,0,0,0,0,0,0,800,0,10
192,106000010,12,0,0,0,0,0,0,0,16,142,13,0,0,0,0,0,0,840,0,10
193,106000010,13,0,0,0,0,0,0,0,16,158,14,0,0,0,0,0,0,880,0,10
194,106000010,14,0,0,0,0,0,0,0,17,174,15,0,0,0,0,0,0,920,0,10
195,106000010,15,0,0,0,0,0,0,0,17,191,16,0,0,0,0,0,0,960,0,10
196,106000010,16,0,0,0,0,0,0,0,18,208,17,0,0,0,0,0,0,1000,0,10
197,106000010,17,0,0,0,0,0,0,0,18,226,18,0,0,0,0,0,0,1040,0,10
198,106000010,18,0,0,0,0,0,0,0,19,244,19,0,0,0,0,0,0,1080,0,10
199,106000010,19,0,0,0,0,0,0,0,19,263,20,0,0,0,0,0,0,1120,0,10
200,106000010,20,0,0,0,0,0,0,0,20,282,-1,0,0,0,0,0,0,1200,0,10
201,106000011,1,0,0,0,0,0,0,0,10,2,2,0,0,50,0,0,0,0,0,11
202,106000011,2,0,0,0,0,0,0,0,11,12,3,0,0,55,0,0,0,0,0,11
203,106000011,3,0,0,0,0,0,0,0,11,23,4,0,0,60,0,0,0,0,0,11
204,106000011,4,0,0,0,0,0,0,0,12,34,5,0,0,65,0,0,0,0,0,11
205,106000011,5,0,0,0,0,0,0,0,12,46,6,0,0,70,0,0,0,0,0,11
206,106000011,6,0,0,0,0,0,0,0,13,58,7,0,0,75,0,0,0,0,0,11
207,106000011,7,0,0,0,0,0,0,0,13,71,8,0,0,80,0,0,0,0,0,11
208,106000011,8,0,0,0,0,0,0,0,14,84,9,0,0,85,0,0,0,0,0,11
209,106000011,9,0,0,0,0,0,0,0,14,98,10,0,0,90,0,0,0,0,0,11
210,106000011,10,0,0,0,0,0,0,0,15,112,11,0,0,95,0,0,0,0,0,11
211,106000011,11,0,0,0,0,0,0,0,15,127,12,0,0,100,0,0,0,0,0,11
212,106000011,12,0,0,0,0,0,0,0,16,142,13,0,0,105,0,0,0,0,0,11
213,106000011,13,0,0,0,0,0,0,0,16,158,14,0,0,110,0,0,0,0,0,11
214,106000011,14,0,0,0,0,0,0,0,17,174,15,0,0,115,0,0,0,0,0,11
215,106000011,15,0,0,0,0,0,0,0,17,191,16,0,0,120,0,0,0,0,0,11
216,106000011,16,0,0,0,0,0,0,0,18,208,17,0,0,125,0,0,0,0,0,11
217,106000011,17,0,0,0,0,0,0,0,18,226,18,0,0,130,0,0,0,0,0,11
218,106000011,18,0,0,0,0,0,0,0,19,244,19,0,0,135,0,0,0,0,0,11
219,106000011,19,0,0,0,0,0,0,0,19,263,20,0,0,140,0,0,0,0,0,11
220,106000011,20,0,0,0,0,0,0,0,20,282,-1,0,0,150,0,0,0,0,0,11
221,106000012,1,0,0,0,0,0,0,0,10,2,2,0,0,0,50,0,0,0,0,12
222,106000012,2,0,0,0,0,0,0,0,11,12,3,0,0,0,55,0,0,0,0,12
223,106000012,3,0,0,0,0,0,0,0,11,23,4,0,0,0,60,0,0,0,0,12
224,106000012,4,0,0,0,0,0,0,0,12,34,5,0,0,0,65,0,0,0,0,12
225,106000012,5,0,0,0,0,0,0,0,12,46,6,0,0,0,70,0,0,0,0,12
226,106000012,6,0,0,0,0,0,0,0,13,58,7,0,0,0,75,0,0,0,0,12
227,106000012,7,0,0,0,0,0,0,0,13,71,8,0,0,0,80,0,0,0,0,12
228,106000012,8,0,0,0,0,0,0,0,14,84,9,0,0,0,85,0,0,0,0,12
229,106000012,9,0,0,0,0,0,0,0,14,98,10,0,0,0,90,0,0,0,0,12
230,106000012,10,0,0,0,0,0,0,0,15,112,11,0,0,0,95,0,0,0,0,12
231,106000012,11,0,0,0,0,0,0,0,15,127,12,0,0,0,100,0,0,0,0,12
232,106000012,12,0,0,0,0,0,0,0,16,142,13,0,0,0,105,0,0,0,0,12
233,106000012,13,0,0,0,0,0,0,0,16,158,14,0,0,0,110,0,0,0,0,12
234,106000012,14,0,0,0,0,0,0,0,17,174,15,0,0,0,115,0,0,0,0,12
235,106000012,15,0,0,0,0,0,0,0,17,191,16,0,0,0,120,0,0,0,0,12
236,106000012,16,0,0,0,0,0,0,0,18,208,17,0,0,0,125,0,0,0,0,12
237,106000012,17,0,0,0,0,0,0,0,18,226,18,0,0,0,130,0,0,0,0,12
238,106000012,18,0,0,0,0,0,0,0,19,244,19,0,0,0,135,0,0,0,0,12
239,106000012,19,0,0,0,0,0,0,0,19,263,20,0,0,0,140,0,0,0,0,12
240,106000012,20,0,0,0,0,0,0,0,20,282,-1,0,0,0,150,0,0,0,0,12
241,106000013,1,0,0,0,0,0,0,0,10,2,2,0,0,0,0,120,0,0,0,13
242,106000013,2,0,0,0,0,0,0,0,11,12,3,0,0,0,0,132,0,0,0,13
243,106000013,3,0,0,0,0,0,0,0,11,23,4,0,0,0,0,144,0,0,0,13
244,106000013,4,0,0,0,0,0,0,0,12,34,5,0,0,0,0,156,0,0,0,13
245,106000013,5,0,0,0,0,0,0,0,12,46,6,0,0,0,0,168,0,0,0,13
246,106000013,6,0,0,0,0,0,0,0,13,58,7,0,0,0,0,180,0,0,0,13
247,106000013,7,0,0,0,0,0,0,0,13,71,8,0,0,0,0,192,0,0,0,13
248,106000013,8,0,0,0,0,0,0,0,14,84,9,0,0,0,0,204,0,0,0,13
249,106000013,9,0,0,0,0,0,0,0,14,98,10,0,0,0,0,216,0,0,0,13
250,106000013,10,0,0,0,0,0,0,0,15,112,11,0,0,0,0,228,0,0,0,13
251,106000013,11,0,0,0,0,0,0,0,15,127,12,0,0,0,0,240,0,0,0,13
252,106000013,12,0,0,0,0,0,0,0,16,142,13,0,0,0,0,252,0,0,0,13
253,106000013,13,0,0,0,0,0,0,0,16,158,14,0,0,0,0,264,0,0,0,13
254,106000013,14,0,0,0,0,0,0,0,17,174,15,0,0,0,0,276,0,0,0,13
255,106000013,15,0,0,0,0,0,0,0,17,191,16,0,0,0,0,288,0,0,0,13
256,106000013,16,0,0,0,0,0,0,0,18,208,17,0,0,0,0,300,0,0,0,13
257,106000013,17,0,0,0,0,0,0,0,18,226,18,0,0,0,0,312,0,0,0,13
258,106000013,18,0,0,0,0,0,0,0,19,244,19,0,0,0,0,324,0,0,0,13
259,106000013,19,0,0,0,0,0,0,0,19,263,20,0,0,0,0,336,0,0,0,13
260,106000013,20,0,0,0,0,0,0,0,20,282,-1,0,0,0,0,360,0,0,0,13
261,106000014,1,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,120,0,0,14
262,106000014,2,0,0,0,0,0,0,0,11,12,3,0,0,0,0,0,132,0,0,14
263,106000014,3,0,0,0,0,0,0,0,11,23,4,0,0,0,0,0,144,0,0,14
264,106000014,4,0,0,0,0,0,0,0,12,34,5,0,0,0,0,0,156,0,0,14
265,106000014,5,0,0,0,0,0,0,0,12,46,6,0,0,0,0,0,168,0,0,14
266,106000014,6,0,0,0,0,0,0,0,13,58,7,0,0,0,0,0,180,0,0,14
267,106000014,7,0,0,0,0,0,0,0,13,71,8,0,0,0,0,0,192,0,0,14
268,106000014,8,0,0,0,0,0,0,0,14,84,9,0,0,0,0,0,204,0,0,14
269,106000014,9,0,0,0,0,0,0,0,14,98,10,0,0,0,0,0,216,0,0,14
270,106000014,10,0,0,0,0,0,0,0,15,112,11,0,0,0,0,0,228,0,0,14
271,106000014,11,0,0,0,0,0,0,0,15,127,12,0,0,0,0,0,240,0,0,14
272,106000014,12,0,0,0,0,0,0,0,16,142,13,0,0,0,0,0,252,0,0,14
273,106000014,13,0,0,0,0,0,0,0,16,158,14,0,0,0,0,0,264,0,0,14
274,106000014,14,0,0,0,0,0,0,0,17,174,15,0,0,0,0,0,276,0,0,14
275,106000014,15,0,0,0,0,0,0,0,17,191,16,0,0,0,0,0,288,0,0,14
276,106000014,16,0,0,0,0,0,0,0,18,208,17,0,0,0,0,0,300,0,0,14
277,106000014,17,0,0,0,0,0,0,0,18,226,18,0,0,0,0,0,312,0,0,14
278,106000014,18,0,0,0,0,0,0,0,19,244,19,0,0,0,0,0,324,0,0,14
279,106000014,19,0,0,0,0,0,0,0,19,263,20,0,0,0,0,0,336,0,0,14
280,106000014,20,0,0,0,0,0,0,0,20,282,-1,0,0,0,0,0,360,0,0,14
281,105000001,1,0,240,0,0,0,0,0,40,12,2,0,0,0,0,0,0,0,0,1
282,105000001,2,0,264,0,0,0,0,0,42,52,3,0,0,0,0,0,0,0,0,1
283,105000001,3,0,288,0,0,0,0,0,44,94,4,0,0,0,0,0,0,0,0,1
284,105000001,4,0,312,0,0,0,0,0,46,138,5,0,0,0,0,0,0,0,0,1
285,105000001,5,0,336,0,0,0,0,0,48,184,6,0,0,0,0,0,0,0,0,1
286,105000001,6,0,360,0,0,0,0,0,50,232,7,0,0,0,0,0,0,0,0,1
287,105000001,7,0,384,0,0,0,0,0,52,282,8,0,0,0,0,0,0,0,0,1
288,105000001,8,0,408,0,0,0,0,0,54,334,9,0,0,0,0,0,0,0,0,1
289,105000001,9,0,432,0,0,0,0,0,56,388,10,0,0,0,0,0,0,0,0,1
290,105000001,10,0,456,0,0,0,0,0,58,444,11,0,0,0,0,0,0,0,0,1
291,105000001,11,0,480,0,0,0,0,0,60,502,12,0,0,0,0,0,0,0,0,1
292,105000001,12,0,504,0,0,0,0,0,62,562,13,0,0,0,0,0,0,0,0,1
293,105000001,13,0,528,0,0,0,0,0,64,624,14,0,0,0,0,0,0,0,0,1
294,105000001,14,0,552,0,0,0,0,0,66,688,15,0,0,0,0,0,0,0,0,1
295,105000001,15,0,576,0,0,0,0,0,68,754,16,0,0,0,0,0,0,0,0,1
296,105000001,16,0,600,0,0,0,0,0,70,822,17,0,0,0,0,0,0,0,0,1
297,105000001,17,0,624,0,0,0,0,0,72,892,18,0,0,0,0,0,0,0,0,1
298,105000001,18,0,648,0,0,0,0,0,74,964,19,0,0,0,0,0,0,0,0,1
299,105000001,19,0,672,0,0,0,0,0,76,1038,20,0,0,0,0,0,0,0,0,1
