id,skillid,skilllevel,limited_transform,limited_level,money_id,money_number,intelligenceid,intelligence
135,100104,5,0,38,215502001,105000,215503001,21000
136,100104,6,0,39,215502001,150000,215503001,30000
137,100104,7,0,40,215502001,203000,215503001,40600
138,100104,8,0,41,215502001,264000,215503001,52800
139,100104,9,0,42,215502001,333000,215503001,66600
140,100104,10,0,43,215502001,410000,215503001,82000
141,100104,11,0,44,215502001,495000,215503001,99000
142,100104,12,0,45,215502001,588000,215503001,117600
143,100104,13,1,46,215502001,689000,215503001,137800
144,100104,14,1,47,215502001,798000,215503001,159600
145,100104,15,1,48,215502001,915000,215503001,183000
146,100104,16,1,49,215502001,1040000,215503001,208000
147,100104,17,1,50,215502001,1173000,215503001,234600
148,100104,18,2,51,215502001,1314000,215503001,262800
149,100104,19,2,52,215502001,1463000,215503001,292600
150,100104,20,2,53,215502001,1620000,215503001,324000
151,100104,21,2,54,215502001,1785000,215503001,357000
152,100104,22,2,55,215502001,1958000,215503001,391600
153,100104,23,3,56,215502001,2139000,215503001,427800
154,100104,24,3,57,215502001,2328000,215503001,465600
155,100104,25,3,58,215502001,2525000,215503001,505000
156,100104,26,3,50,215502001,2730000,215503001,546000
157,100104,27,3,60,215502001,2943000,215503001,588600
158,100104,28,4,61,215502001,3164000,215503001,632800
159,100104,29,4,62,215502001,3393000,215503001,678600
160,100104,30,4,63,215502001,3630000,215503001,726000
161,100104,31,4,64,215502001,3875000,215503001,775000
162,100104,32,4,65,215502001,4128000,215503001,825600
163,100104,33,5,66,215502001,4389000,215503001,877800
164,100104,34,5,67,215502001,4658000,215503001,931600
165,100104,35,5,68,215502001,4935000,215503001,987000
166,100104,36,5,69,215502001,5220000,215503001,1044000
167,100104,37,5,70,215502001,5513000,215503001,1102600
168,100104,38,6,71,215502001,5814000,215503001,1162800
169,100104,39,6,72,215502001,6123000,215503001,1224600
170,100104,40,6,73,215502001,6440000,215503001,1288000
171,100104,41,6,74,215502001,0,215503001,0
172,100105,0,0,37,215502001,0,215503001,0
173,100105,1,0,37,215502001,5000,215503001,1000
174,100105,2,0,37,215502001,18000,215503001,3600
175,100105,3,0,38,215502001,39000,215503001,7800
176,100105,4,0,39,215502001,68000,215503001,13600
177,100105,5,0,40,215502001,105000,215503001,21000
178,100105,6,0,41,215502001,150000,215503001,30000
179,100105,7,0,42,215502001,203000,215503001,40600
180,100105,8,0,43,215502001,264000,215503001,52800
181,100105,9,0,44,215502001,333000,215503001,66600
182,100105,10,0,45,215502001,410000,215503001,82000
183,100105,11,1,46,215502001,495000,215503001,99000
184,100105,12,1,47,215502001,588000,215503001,117600
185,100105,13,1,48,215502001,689000,215503001,137800
186,100105,14,1,49,215502001,798000,215503001,159600
187,100105,15,1,50,215502001,915000,215503001,183000
188,100105,16,2,51,215502001,1040000,215503001,208000
189,100105,17,2,52,215502001,1173000,215503001,234600
190,100105,18,2,53,215502001,1314000,215503001,262800
191,100105,19,2,54,215502001,1463000,215503001,292600
192,100105,20,2,55,215502001,1620000,215503001,324000
193,100105,21,3,56,215502001,1785000,215503001,357000
194,100105,22,3,57,215502001,1958000,215503001,391600
195,100105,23,3,58,215502001,2139000,215503001,427800
196,100105,24,3,59,215502001,2328000,215503001,465600
197,100105,25,3,60,215502001,2525000,215503001,505000
198,100105,26,4,61,215502001,2730000,215503001,546000
199,100105,27,4,62,215502001,2943000,215503001,588600
200,100105,28,4,63,215502001,3164000,215503001,632800
201,100105,29,4,64,215502001,3393000,215503001,678600
202,100105,30,4,65,215502001,3630000,215503001,726000
203,100105,31,5,66,215502001,3875000,215503001,775000
204,100105,32,5,67,215502001,4128000,215503001,825600
205,100105,33,5,68,215502001,4389000,215503001,877800
206,100105,34,5,69,215502001,4658000,215503001,931600
207,100105,35,5,70,215502001,4935000,215503001,987000
208,100105,36,6,71,215502001,5220000,215503001,1044000
209,100105,37,6,72,215502001,5513000,215503001,1102600
210,100105,38,6,73,215502001,5814000,215503001,1162800
211,100105,39,6,74,215502001,6123000,215503001,1224600
212,100105,40,6,75,215502001,6440000,215503001,1288000
213,100105,41,7,76,215502001,0,215503001,0
214,100106,0,1,40,215502001,0,215503001,0
215,100106,1,1,41,215502001,5000,215503001,1000
216,100106,2,1,42,215502001,18000,215503001,3600
217,100106,3,1,43,215502001,39000,215503001,7800
218,100106,4,1,44,215502001,68000,215503001,13600
219,100106,5,1,45,215502001,105000,215503001,21000
220,100106,6,1,46,215502001,150000,215503001,30000
221,100106,7,1,47,215502001,203000,215503001,40600
222,100106,8,1,48,215502001,264000,215503001,52800
223,100106,9,1,49,215502001,333000,215503001,66600
224,100106,10,1,50,215502001,410000,215503001,82000
225,100106,11,2,51,215502001,495000,215503001,99000
226,100106,12,2,52,215502001,588000,215503001,117600
227,100106,13,2,53,215502001,689000,215503001,137800
228,100106,14,2,54,215502001,798000,215503001,159600
229,100106,15,2,55,215502001,915000,215503001,183000
230,100106,16,3,56,215502001,1040000,215503001,208000
231,100106,17,3,57,215502001,1173000,215503001,234600
232,100106,18,3,58,215502001,1314000,215503001,262800
233,100106,19,3,59,215502001,1463000,215503001,292600
234,100106,20,3,60,215502001,1620000,215503001,324000
235,100106,21,4,61,215502001,1785000,215503001,357000
236,100106,22,4,62,215502001,1958000,215503001,391600
237,100106,23,4,63,215502001,2139000,215503001,427800
238,100106,24,4,64,215502001,2328000,215503001,465600
239,100106,25,4,65,215502001,2525000,215503001,505000
240,100106,26,5,66,215502001,2730000,215503001,546000
241,100106,27,5,67,215502001,2943000,215503001,588600
242,100106,28,5,68,215502001,3164000,215503001,632800
243,100106,29,5,69,215502001,3393000,215503001,678600
244,100106,30,5,70,215502001,3630000,215503001,726000
245,100106,31,6,71,215502001,3875000,215503001,775000
246,100106,32,6,72,215502001,4128000,215503001,825600
247,100106,33,6,73,215502001,4389000,215503001,877800
248,100106,34,6,74,215502001,4658000,215503001,931600
249,100106,35,6,75,215502001,4935000,215503001,987000
250,100106,36,7,76,215502001,5220000,215503001,1044000
251,100106,37,7,77,215502001,5513000,215503001,1102600
252,100106,38,7,78,215502001,5814000,215503001,1162800
253,100106,39,7,79,215502001,6123000,215503001,1224600
254,100106,40,7,80,215502001,6440000,215503001,1288000
255,100106,41,8,81,215502001,0,215503001,0
256,200201,1,0,1,215502001,0,215503001,0
257,200202,1,0,1,215502001,0,215503001,0
258,200203,1,0,1,215502001,0,215503001,0
259,100201,0,0,5,215502001,0,215503001,0
260,100201,1,0,9,215502001,5000,215503001,1000
261,100201,2,0,13,215502001,18000,215503001,3600
262,100201,3,0,17,215502001,39000,215503001,7800
263,100201,4,0,21,215502001,68000,215503001,13600
264,100201,5,0,25,215502001,105000,215503001,21000
265,100201,6,0,29,215502001,150000,215503001,30000
266,100201,7,0,33,215502001,203000,215503001,40600
267,100201,8,0,34,215502001,264000,215503001,52800
268,100201,9,0,35,215502001,333000,215503001,66600
269,100201,10,0,36,215502001,410000,215503001,82000
270,100201,11,0,37,215502001,495000,215503001,99000
271,100201,12,0,38,215502001,588000,215503001,117600
272,100201,13,0,39,215502001,689000,215503001,137800
273,100201,14,0,40,215502001,798000,215503001,159600
274,100201,15,0,41,215502001,915000,215503001,183000
275,100201,16,0,42,215502001,1040000,215503001,208000
276,100201,17,0,43,215502001,1173000,215503001,234600
277,100201,18,0,44,215502001,1314000,215503001,262800
278,100201,19,0,45,215502001,1463000,215503001,292600
279,100201,20,1,46,215502001,1620000,215503001,324000
280,100201,21,1,47,215502001,1785000,215503001,357000
281,100201,22,1,48,215502001,1958000,215503001,391600
282,100201,23,1,49,215502001,2139000,215503001,427800
283,100201,24,1,50,215502001,2328000,215503001,465600
284,100201,25,2,51,215502001,2525000,215503001,505000
285,100201,26,2,52,215502001,2730000,215503001,546000
286,100201,27,2,53,215502001,2943000,215503001,588600
287,100201,28,2,54,215502001,3164000,215503001,632800
288,100201,29,2,55,215502001,3393000,215503001,678600
289,100201,30,3,56,215502001,3630000,215503001,726000
290,100201,31,3,57,215502001,3875000,215503001,775000
291,100201,32,3,58,215502001,4128000,215503001,825600
292,100201,33,3,59,215502001,4389000,215503001,877800
293,100201,34,3,60,215502001,4658000,215503001,931600
294,100201,35,4,61,215502001,4935000,215503001,987000
295,100201,36,4,62,215502001,5220000,215503001,1044000
296,100201,37,4,63,215502001,5513000,215503001,1102600
297,100201,38,4,64,215502001,5814000,215503001,1162800
298,100201,39,4,65,215502001,6123000,215503001,1224600
299,100201,40,5,66,215502001,6440000,215503001,1288000
300,100201,41,5,67,215502001,0,215503001,0
301,100202,0,0,15,215502001,0,215503001,0
302,100202,1,0,18,215502001,5000,215503001,1000
303,100202,2,0,21,215502001,18000,215503001,3600
304,100202,3,0,24,215502001,39000,215503001,7800
305,100202,4,0,27,215502001,68000,215503001,13600
306,100202,5,0,30,215502001,105000,215503001,21000
307,100202,6,0,31,215502001,150000,215503001,30000
308,100202,7,0,32,215502001,203000,215503001,40600
309,100202,8,0,33,215502001,264000,215503001,52800
310,100202,9,0,34,215502001,333000,215503001,66600
311,100202,10,0,35,215502001,410000,215503001,82000
312,100202,11,0,36,215502001,495000,215503001,99000
313,100202,12,0,37,215502001,588000,215503001,117600
314,100202,13,0,38,215502001,689000,215503001,137800
315,100202,14,0,39,215502001,798000,215503001,159600
316,100202,15,0,40,215502001,915000,215503001,183000
317,100202,16,0,41,215502001,1040000,215503001,208000
318,100202,17,0,42,215502001,1173000,215503001,234600
319,100202,18,0,43,215502001,1314000,215503001,262800
320,100202,19,0,44,215502001,1463000,215503001,292600
321,100202,20,0,45,215502001,1620000,215503001,324000
322,100202,21,1,46,215502001,1785000,215503001,357000
323,100202,22,1,47,215502001,1958000,215503001,391600
324,100202,23,1,48,215502001,2139000,215503001,427800
325,100202,24,1,49,215502001,2328000,215503001,465600
326,100202,25,1,50,215502001,2525000,215503001,505000
327,100202,26,2,51,215502001,2730000,215503001,546000
328,100202,27,2,52,215502001,2943000,215503001,588600
329,100202,28,2,53,215502001,3164000,215503001,632800
330,100202,29,2,54,215502001,3393000,215503001,678600
331,100202,30,2,55,215502001,3630000,215503001,726000
332,100202,31,3,56,215502001,3875000,215503001,775000
333,100202,32,3,57,215502001,4128000,215503001,825600
334,100202,33,3,58,215502001,4389000,215503001,877800
335,100202,34,3,59,215502001,4658000,215503001,931600
336,100202,35,3,60,215502001,4935000,215503001,987000
337,100202,36,4,61,215502001,5220000,215503001,1044000
338,100202,37,4,62,215502001,5513000,215503001,1102600
339,100202,38,4,63,215502001,5814000,215503001,1162800
340,100202,39,4,64,215502001,6123000,215503001,1224600
341,100202,40,4,65,215502001,6440000,215503001,1288000
342,100202,41,5,66,215502001,0,215503001,0
343,100203,0,0,25,215502001,0,215503001,0
344,100203,1,0,27,215502001,5000,215503001,1000
345,100203,2,0,29,215502001,18000,215503001,3600
346,100203,3,0,31,215502001,39000,215503001,7800
347,100203,4,0,32,215502001,68000,215503001,13600
348,100203,5,0,33,215502001,105000,215503001,21000
349,100203,6,0,34,215502001,150000,215503001,30000
350,100203,7,0,35,215502001,203000,215503001,40600
351,100203,8,0,36,215502001,264000,215503001,52800
352,100203,9,0,37,215502001,333000,215503001,66600
353,100203,10,0,38,215502001,410000,215503001,82000
354,100203,11,0,39,215502001,495000,215503001,99000
355,100203,12,0,40,215502001,588000,215503001,117600
356,100203,13,0,41,215502001,689000,215503001,137800
357,100203,14,0,42,215502001,798000,215503001,159600
358,100203,15,0,43,215502001,915000,215503001,183000
359,100203,16,0,44,215502001,1040000,215503001,208000
360,100203,17,0,45,215502001,1173000,215503001,234600
361,100203,18,1,46,215502001,1314000,215503001,262800
362,100203,19,1,47,215502001,1463000,215503001,292600
363,100203,20,1,48,215502001,1620000,215503001,324000
364,100203,21,1,49,215502001,1785000,215503001,357000
365,100203,22,1,50,215502001,1958000,215503001,391600
366,100203,23,2,51,215502001,2139000,215503001,427800
367,100203,24,2,52,215502001,2328000,215503001,465600
368,100203,25,2,53,215502001,2525000,215503001,505000
369,100203,26,2,54,215502001,2730000,215503001,546000
370,100203,27,2,55,215502001,2943000,215503001,588600
371,100203,28,3,56,215502001,3164000,215503001,632800
372,100203,29,3,57,215502001,3393000,215503001,678600
373,100203,30,3,58,215502001,3630000,215503001,726000
374,100203,31,3,59,215502001,3875000,215503001,775000
375,100203,32,3,60,215502001,4128000,215503001,825600
376,100203,33,4,61,215502001,4389000,215503001,877800
377,100203,34,4,62,215502001,4658000,215503001,931600
378,100203,35,4,63,215502001,4935000,215503001,987000
379,100203,36,4,64,215502001,5220000,215503001,1044000
380,100203,37,4,65,215502001,5513000,215503001,1102600
381,100203,38,5,66,215502001,5814000,215503001,1162800
382,100203,39,5,67,215502001,6123000,215503001,1224600
383,100203,40,5,68,215502001,6440000,215503001,1288000
384,100203,41,5,69,215502001,0,215503001,0
385,100204,0,0,33,215502001,0,215503001,0
386,100204,1,0,34,215502001,5000,215503001,1000
387,100204,2,0,35,215502001,18000,215503001,3600
388,100204,3,0,36,215502001,39000,215503001,7800
389,100204,4,0,37,215502001,68000,215503001,13600
390,100204,5,0,38,215502001,105000,215503001,21000
391,100204,6,0,39,215502001,150000,215503001,30000
392,100204,7,0,40,215502001,203000,215503001,40600
393,100204,8,0,41,215502001,264000,215503001,52800
394,100204,9,0,42,215502001,333000,215503001,66600
395,100204,10,0,43,215502001,410000,215503001,82000
396,100204,11,0,44,215502001,495000,215503001,99000
397,100204,12,0,45,215502001,588000,215503001,117600
398,100204,13,1,46,215502001,689000,215503001,137800
399,100204,14,1,47,215502001,798000,215503001,159600
400,100204,15,1,48,215502001,915000,215503001,183000
401,100204,16,1,49,215502001,1040000,215503001,208000
402,100204,17,1,50,215502001,1173000,215503001,234600
403,100204,18,2,51,215502001,1314000,215503001,262800
404,100204,19,2,52,215502001,1463000,215503001,292600
405,100204,20,2,53,215502001,1620000,215503001,324000
406,100204,21,2,54,215502001,1785000,215503001,357000
407,100204,22,2,55,215502001,1958000,215503001,391600
408,100204,23,3,56,215502001,2139000,215503001,427800
409,100204,24,3,57,215502001,2328000,215503001,465600
410,100204,25,3,58,215502001,2525000,215503001,505000
411,100204,26,3,50,215502001,2730000,215503001,546000
412,100204,27,3,60,215502001,2943000,215503001,588600
413,100204,28,4,61,215502001,3164000,215503001,632800
414,100204,29,4,62,215502001,3393000,215503001,678600
415,100204,30,4,63,215502001,3630000,215503001,726000
416,100204,31,4,64,215502001,3875000,215503001,775000
417,100204,32,4,65,215502001,4128000,215503001,825600
418,100204,33,5,66,215502001,4389000,215503001,877800
419,100204,34,5,67,215502001,4658000,215503001,931600
420,100204,35,5,68,215502001,4935000,215503001,987000
421,100204,36,5,69,215502001,5220000,215503001,1044000
422,100204,37,5,70,215502001,5513000,215503001,1102600
423,100204,38,6,71,215502001,5814000,215503001,1162800
424,100204,39,6,72,215502001,6123000,215503001,1224600
425,100204,40,6,73,215502001,6440000,215503001,1288000
426,100204,41,6,74,215502001,0,215503001,0
427,100205,0,0,37,215502001,0,215503001,0
428,100205,1,0,37,215502001,5000,215503001,1000
429,100205,2,0,37,215502001,18000,215503001,3600
430,100205,3,0,38,215502001,39000,215503001,7800
431,100205,4,0,39,215502001,68000,215503001,13600
432,100205,5,0,40,215502001,105000,215503001,21000
433,100205,6,0,41,215502001,150000,215503001,30000
434,100205,7,0,42,215502001,203000,215503001,40600
435,100205,8,0,43,215502001,264000,215503001,52800
436,100205,9,0,44,215502001,333000,215503001,66600
437,100205,10,0,45,215502001,410000,215503001,82000
438,100205,11,1,46,215502001,495000,215503001,99000
439,100205,12,1,47,215502001,588000,215503001,117600
440,100205,13,1,48,215502001,689000,215503001,137800
441,100205,14,1,49,215502001,798000,215503001,159600
442,100205,15,1,50,215502001,915000,215503001,183000
443,100205,16,2,51,215502001,1040000,215503001,208000
444,100205,17,2,52,215502001,1173000,215503001,234600
445,100205,18,2,53,215502001,1314000,215503001,262800
446,100205,19,2,54,215502001,1463000,215503001,292600
447,100205,20,2,55,215502001,1620000,215503001,324000
448,100205,21,3,56,215502001,1785000,215503001,357000
449,100205,22,3,57,215502001,1958000,215503001,391600
450,100205,23,3,58,215502001,2139000,215503001,427800
451,100205,24,3,59,215502001,2328000,215503001,465600
452,100205,25,3,60,215502001,2525000,215503001,505000
453,100205,26,4,61,215502001,2730000,215503001,546000
454,100205,27,4,62,215502001,2943000,215503001,588600
455,100205,28,4,63,215502001,3164000,215503001,632800
456,100205,29,4,64,215502001,3393000,215503001,678600
457,100205,30,4,65,215502001,3630000,215503001,726000
458,100205,31,5,66,215502001,3875000,215503001,775000
459,100205,32,5,67,215502001,4128000,215503001,825600
460,100205,33,5,68,215502001,4389000,215503001,877800
461,100205,34,5,69,215502001,4658000,215503001,931600
462,100205,35,5,70,215502001,4935000,215503001,987000
463,100205,36,6,71,215502001,5220000,215503001,1044000
464,100205,37,6,72,215502001,5513000,215503001,1102600
465,100205,38,6,73,215502001,5814000,215503001,1162800
466,100205,39,6,74,215502001,6123000,215503001,1224600
467,100205,40,6,75,215502001,6440000,215503001,1288000
468,100205,41,7,76,215502001,0,215503001,0
469,100206,0,1,40,215502001,0,215503001,0
470,100206,1,1,41,215502001,5000,215503001,1000
471,100206,2,1,42,215502001,18000,215503001,3600
472,100206,3,1,43,215502001,39000,215503001,7800
473,100206,4,1,44,215502001,68000,215503001,13600
474,100206,5,1,45,215502001,105000,215503001,21000
475,100206,6,1,46,215502001,150000,215503001,30000
476,100206,7,1,47,215502001,203000,215503001,40600
477,100206,8,1,48,215502001,264000,215503001,52800
478,100206,9,1,49,215502001,333000,215503001,66600
479,100206,10,1,50,215502001,410000,215503001,82000
480,100206,11,2,51,215502001,495000,215503001,99000
481,100206,12,2,52,215502001,588000,215503001,117600
482,100206,13,2,53,215502001,689000,215503001,137800
483,100206,14,2,54,215502001,798000,215503001,159600
484,100206,15,2,55,215502001,915000,215503001,183000
485,100206,16,3,56,215502001,1040000,215503001,208000
486,100206,17,3,57,215502001,1173000,215503001,234600
487,100206,18,3,58,215502001,1314000,215503001,262800
488,100206,19,3,59,215502001,1463000,215503001,292600
489,100206,20,3,60,215502001,1620000,215503001,324000
490,100206,21,4,61,215502001,1785000,215503001,357000
491,100206,22,4,62,215502001,1958000,215503001,391600
492,100206,23,4,63,215502001,2139000,215503001,427800
493,100206,24,4,64,215502001,2328000,215503001,465600
494,100206,25,4,65,215502001,2525000,215503001,505000
495,100206,26,5,66,215502001,2730000,215503001,546000
496,100206,27,5,67,215502001,2943000,215503001,588600
497,100206,28,5,68,215502001,3164000,215503001,632800
498,100206,29,5,69,215502001,3393000,215503001,678600
499,100206,30,5,70,215502001,3630000,215503001,726000
500,100206,31,6,71,215502001,3875000,215503001,775000
501,100206,32,6,72,215502001,4128000,215503001,825600
502,100206,33,6,73,215502001,4389000,215503001,877800
503,100206,34,6,74,215502001,4658000,215503001,931600
504,100206,35,6,75,215502001,4935000,215503001,987000
505,100206,36,7,76,215502001,5220000,215503001,1044000
506,100206,37,7,77,215502001,5513000,215503001,1102600
507,100206,38,7,78,215502001,5814000,215503001,1162800
508,100206,39,7,79,215502001,6123000,215503001,1224600
509,100206,40,7,80,215502001,6440000,215503001,1288000
510,100206,41,8,81,215502001,0,215503001,0
511,200301,1,0,1,215502001,0,215503001,0
512,200302,1,0,1,215502001,0,215503001,0
513,200303,1,0,1,215502001,0,215503001,0
514,100301,0,0,5,215502001,0,215503001,0
515,100301,1,0,9,215502001,5000,215503001,1000
516,100301,2,0,13,215502001,18000,215503001,3600
517,100301,3,0,17,215502001,39000,215503001,7800
518,100301,4,0,21,215502001,68000,215503001,13600
519,100301,5,0,25,215502001,105000,215503001,21000
520,100301,6,0,29,215502001,150000,215503001,30000
521,100301,7,0,33,215502001,203000,215503001,40600
522,100301,8,0,34,215502001,264000,215503001,52800
523,100301,9,0,35,215502001,333000,215503001,66600
524,100301,10,0,36,215502001,410000,215503001,82000
525,100301,11,0,37,215502001,495000,215503001,99000
526,100301,12,0,38,215502001,588000,215503001,117600
527,100301,13,0,39,215502001,689000,215503001,137800
528,100301,14,0,40,215502001,798000,215503001,159600
529,100301,15,0,41,215502001,915000,215503001,183000
530,100301,16,0,42,215502001,1040000,215503001,208000
531,100301,17,0,43,215502001,1173000,215503001,234600
532,100301,18,0,44,215502001,1314000,215503001,262800
533,100301,19,0,45,215502001,1463000,215503001,292600
534,100301,20,1,46,215502001,1620000,215503001,324000
535,100301,21,1,47,215502001,1785000,215503001,357000
536,100301,22,1,48,215502001,1958000,215503001,391600
537,100301,23,1,49,215502001,2139000,215503001,427800
538,100301,24,1,50,215502001,2328000,215503001,465600
539,100301,25,2,51,215502001,2525000,215503001,505000
540,100301,26,2,52,215502001,2730000,215503001,546000
541,100301,27,2,53,215502001,2943000,215503001,588600
542,100301,28,2,54,215502001,3164000,215503001,632800
543,100301,29,2,55,215502001,3393000,215503001,678600
544,100301,30,3,56,215502001,3630000,215503001,726000
