id,buffid,level,icon,propertytype_1,arg_1,propertytype_2,arg_2,describe,luaname,time,addstate,buffshow,isnotify,showplace,notice,forever,relivedelete,bossresist,bufftype,picture
55,100003,12,-1,0,1200,1,480,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
56,100003,13,-1,0,1300,1,520,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
57,100003,14,-1,0,1400,1,560,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
58,100003,15,-1,0,1500,1,600,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
59,100003,16,-1,0,1600,1,640,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
60,100003,17,-1,0,1700,1,680,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
61,100003,18,-1,0,1800,1,720,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
62,100003,19,-1,0,1900,1,760,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
63,100003,20,-1,0,2000,1,800,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
64,100003,21,-1,0,2100,1,840,造成伤害时，有几率降低目标{0}防御并额外附加{1}点，持续5秒，可叠加3层,,0,0,,0,0,触发玄兵盘古开天斧技能,0,0,0,0,-1
65,200001,0,200001,-1,-1,-1,-1,释放幻觉毒素，目标将持续减血一定时间,buff_200001,0,0,,1,1,,0,0,0,0,-1
66,200001,1,200001,1,4000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
67,200001,2,200001,1,8000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
68,200001,3,200001,1,12000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
69,200001,4,200001,1,16000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
70,200001,5,200001,1,20000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
71,200001,6,200001,1,24000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
72,200001,7,200001,1,28000,-1,-1,8%概率触发，释放幻觉毒素，使目标每秒减血{0}，持续5秒,buff_200001,0,0,,1,1,触发翅膀技能[c7a933]摄魂冥光[-],0,0,0,0,-1
73,200002,0,200002,0,-1,-1,-1,将目标的血液吸取转化补给角色,,0,0,,1,1,,0,0,0,0,-1
74,200002,1,200002,0,400,1,10000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
75,200002,2,200002,0,800,1,20000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
76,200002,3,200002,0,1200,1,30000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
77,200002,4,200002,0,1600,1,40000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
78,200002,5,200002,0,2000,1,50000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
79,200002,6,200002,0,2400,1,50000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
80,200002,7,200002,0,2800,1,50000,9%概率触发，吸取目标当前{0}（最多{1}）的血量补给玩家,,0,0,BUFF_xixue,1,1,触发翅膀技能[c7a933]命流无定[-],0,0,0,0,-1
81,200003,0,200003,-1,-1,-1,-1,可在一定时间内增加玩家攻击力,,0,0,,1,1,,0,0,0,0,-1
82,200003,1,200003,0,2000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
83,200003,2,200003,0,4000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
84,200003,3,200003,0,6000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
85,200003,4,200003,0,8000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
86,200003,5,200003,0,10000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
87,200003,6,200003,0,12000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
88,200003,7,200003,0,14000,-1,-1,10%概率触发，持续5秒增加攻击力{0},,0,0,BUFF_zuanshixingchen,1,1,触发翅膀技能[c7a933]雪魂寒魄[-],0,0,0,0,-1
89,200004,0,200004,-1,-1,-1,-1,周围50名敌对目标将会减少一定血量,,0,0,,1,1,,0,0,0,0,-1
90,200004,1,200004,1,5000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
91,200004,2,200004,1,10000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
92,200004,3,200004,1,15000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
93,200004,4,200004,1,20000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
94,200004,5,200004,1,25000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
95,200004,6,200004,1,30000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
96,200004,7,200004,1,35000,-1,-1,11%概率触发，周围50名敌对目标减少血量{0}点,,0,0,leidian,1,1,触发翅膀技能[c7a933]神雷鸣霄[-],0,0,0,0,-1
97,200005,0,200005,-1,-1,-1,-1,一定几率反弹敌人一部分伤害（自身仍会受到全额伤害）,,0,0,,1,1,,0,0,0,0,-1
98,200005,1,200005,0,2000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
99,200005,2,200005,0,4000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
100,200005,3,200005,0,6000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
101,200005,4,200005,0,8000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
102,200005,5,200005,0,10000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
103,200005,6,200005,0,12000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
104,200005,7,200005,0,14000,-1,-1,35%概率触发，反弹敌人伤害的{0}（自身仍会受到全额伤害）,,0,0,fanshang,1,1,触发翅膀技能[c7a933]乾坤火界[-],0,0,0,0,-1
105,200006,0,200006,-1,-1,-1,-1,持续一段时间处于无敌不扣血状态,,0,0,,1,1,,0,0,0,0,-1
106,200006,1,200006,1,2,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
107,200006,2,200006,1,4,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
108,200006,3,200006,1,6,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
109,200006,4,200006,1,8,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
110,200006,5,200006,1,10,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
111,200006,6,200006,1,11,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
112,200006,7,200006,1,12,-1,-1,10%概率触发，持续{0}秒处于无敌不扣血状态,,0,0,,1,1,触发翅膀技能[c7a933]霜炎幻体[-],0,0,0,0,-1
113,300001,1,-1,0,150,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
114,300001,2,-1,0,300,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
115,300001,3,-1,0,450,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
116,300001,4,-1,0,600,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
117,300001,5,-1,0,750,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
118,300001,6,-1,0,900,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
119,300001,7,-1,0,1050,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
120,300001,8,-1,0,1200,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
121,300001,9,-1,0,1350,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
122,300001,10,-1,0,1500,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
123,300001,11,-1,0,1650,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
124,300001,12,-1,0,1800,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
125,300001,13,-1,0,1950,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
126,300001,14,-1,0,2100,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
127,300001,15,-1,0,2250,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
128,300001,16,-1,0,2400,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
129,300001,17,-1,0,2550,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
130,300001,18,-1,0,2700,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
131,300001,19,-1,0,2850,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
132,300001,20,-1,0,3000,-1,0,生命值低于25%时，防御提高{0},,0,0,,0,0,触发道境神通[c7a933]五雷金刚[-],1,0,0,0,-1
133,300002,1,-1,1,500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
134,300002,2,-1,1,1000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
135,300002,3,-1,1,1500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
136,300002,4,-1,1,2000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
137,300002,5,-1,1,2500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
138,300002,6,-1,1,3000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
139,300002,7,-1,1,3500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
140,300002,8,-1,1,4000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
141,300002,9,-1,1,4500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
142,300002,10,-1,1,5000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
143,300002,11,-1,1,5500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
144,300002,12,-1,1,6000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
145,300002,13,-1,1,6500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
146,300002,14,-1,1,7000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
