id,modelid,position,rotation,scale,size,systemid
32,2,(16.7,-141.7,1500),(0,-180,0),(150,150,150),0.300000011920929,180000000
33,3,(14.3,-142,1500),(0,180,0),(150,150,150),0.300000011920929,180000000
34,1,(16.88,-144,1500),(0,171,0),(150,150,150),0.300000011920929,180000000
35,2,(16.7,-141.7,1500),(0,-180,0),(150,150,150),0.300000011920929,180000000
36,3,(14.3,-142,1500),(0,180,0),(150,150,150),0.300000011920929,180000000
37,1,(16.88,-144,1500),(0,171,0),(150,150,150),0.300000011920929,180000000
38,2,(16.7,-141.7,1500),(0,-180,0),(150,150,150),0.300000011920929,180000000
39,3,(14.3,-142,1500),(0,180,0),(150,150,150),0.300000011920929,180000000
40,1,(16.88,-144,1500),(0,171,0),(150,150,150),0.300000011920929,180000000
41,2,(16.7,-141.7,1500),(0,-180,0),(150,150,150),0.300000011920929,180000000
42,3,(14.3,-142,1500),(0,180,0),(150,150,150),0.300000011920929,180000000
43,1,(6.3,-117.7,1500),(0,171,0),(130,130,130),0.300000011920929,161016000
44,2,(6.3,-117.7,1500),(0,-180,0),(130,130,130),0.300000011920929,161016000
45,3,(6.3,-117.7,1500),(0,180,0),(130,130,130),0.300000011920929,161016000
46,1,(1.24,9.8,1000),(0,171,0),(180,180,180),0.699999988079071,800000000
47,2,(2.9,9.3,1000),(0,-180,0),(180,180,180),0.699999988079071,800000000
48,3,(-33.86,9.43,1000),(0,180,0),(180,180,180),0.699999988079071,800000000
49,1,(1.24,9.8,1000),(0,171,0),(180,180,180),0.400000005960464,271000000
50,2,(2.9,9.3,1000),(0,-180,0),(180,180,180),0.400000005960464,271000000
51,3,(4.87,5.1,1000),(0,180,0),(180,180,180),0.400000005960464,271000000
52,1,(-23.3,9.8,1000),(0,171,0),(270,270,270),0.699999988079071,110000000
53,2,(-38.8,9.3,1000),(0,-180,0),(270,270,270),0.699999988079071,110000000
54,3,(-33.86,9.43,1000),(0,180,0),(270,270,270),0.699999988079071,110000000
55,1,(1.24,9.8,1000),(0,150,0),(180,180,180),0.699999988079071,1
56,2,(2.9,9.3,1000),(0,-180,0),(180,180,180),0.699999988079071,1
57,3,(-33.86,2.5,1000),(0,180,0),(180,180,180),0.699999988079071,1
58,1,(1.24,9.8,1000),(0,150,0),(180,180,180),0.699999988079071,1
59,2,(2.9,9.3,1000),(0,-180,0),(180,180,180),0.699999988079071,1
60,3,(-33.86,2.5,1000),(0,180,0),(180,180,180),0.699999988079071,1
61,1,(1.24,9.8,1000),(0,171,0),(95,95,95),0.300000011920929,520000000
62,2,(2.9,9.3,1000),(0,-180,0),(95,95,95),0.300000011920929,520000000
63,3,(1.01,11.8,1000),(0,180,0),(95,95,95),0.300000011920929,520000000
64,202101,(-0.3,-1.44,1500),(0,180,0),(70,70,70),0.25,241000000
65,204101,(-0.3,12.56,1500),(0,180,0),(70,70,70),0.25,241000000
66,205101,(-0.3,-3,1500),(0,180,0),(80,80,80),0.25,241000000
67,206002,(-0.3,12.56,1500),(0,180,0),(70,70,70),0.25,241000000
68,206004,(-0.3,12.56,1500),(0,180,0),(70,70,70),0.25,241000000
69,206006,(-0.3,12.56,1500),(0,180,0),(75,75,75),0.25,241000000
70,206008,(15.3,14.56,1500),(0,180,0),(70,70,70),0.25,241000000
71,206010,(12.4,11.07,1500),(0,-155,0),(80,75,80),0.25,241000000
72,206012,(-0.3,5,1500),(0,180,0),(70,70,70),0.25,241000000
73,206014,(-6.2,-18.5,1500),(0,180,0),(80,70,80),0.25,241000000
74,206016,(-0.3,3,1500),(0,180,0),(80,80,80),0.25,241000000
75,206018,(-21,9.56,1500),(0,180,0),(80,70,80),0.25,241000000
76,206020,(-0.3,9.5,1500),(0,157,0),(80,80,80),0.25,241000000
77,206022,(-8.8,-65,1500),(0,157,0),(80,80,80),0.25,241000000
78,207001,(-0.3,12.56,1500),(0,180,0),(70,70,70),0.25,241000000
79,207002,(-0.3,5,1500),(0,180,0),(70,70,70),0.25,241000000
80,207003,(-0.3,-19.94,1500),(0,159,0),(85,70,85),0.25,241000000
81,207004,(-0.3,-3,1500),(0,180,0),(80,80,80),0.25,241000000
82,207005,(-21,9.56,1500),(0,180,0),(80,70,80),0.25,241000000
83,207006,(-0.3,9.5,1500),(0,157,0),(80,80,80),0.25,241000000
84,207007,(-8.8,-65,1500),(0,157,0),(80,80,80),0.25,241000000
85,503001,(-0.3,12.56,1500),(0,180,0),(70,70,70),0.25,241000000
86,503002,(-7.73,8.58,1500),(0,180,0),(90,90,90),0.25,241000000
87,503003,(-0.3,-19.94,1500),(0,159,0),(80,70,80),0.25,241000000
88,503004,(-0.3,3,1500),(0,180,0),(70,70,70),0.25,241000000
89,503005,(-0.3,-3,1500),(0,180,0),(80,80,80),0.25,241000000
90,503006,(-8.8,-65,1500),(0,157,0),(80,80,80),0.25,241000000
91,504001,(4,12.56,1500),(0,180,0),(80,80,80),0.25,241000000
92,504002,(-0.3,10.83,1500),(0,180,0),(80,80,80),0.25,241000000
93,504003,(-0.3,-24.2,1500),(0,180,0),(80,80,80),0.25,241000000
94,504004,(-0.3,12.56,1500),(0,180,0),(75,75,75),0.25,241000000
95,504005,(-0.3,10.3,1500),(0,180,0),(75,75,75),0.25,241000000
96,504006,(15.3,14.56,1500),(0,180,0),(70,70,70),0.25,241000000
97,504007,(-0.3,9.5,1500),(0,157,0),(80,80,80),0.25,241000000
98,702001,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
99,702002,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
100,702003,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
101,702004,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
102,702005,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
103,702006,(0,-57,1500),(0,-150,0),(70,70,70),0.25,241000000
104,505005,(-0.3,-120,1500),(0,180,0),(80,80,80),0.25,161025000
105,505006,(-0.3,-120,1500),(0,180,0),(80,80,80),0.25,161025000
106,505007,(-0.3,-120,1500),(0,180,0),(80,80,80),0.25,161025000
107,505008,(-0.3,-120,1500),(0,180,0),(80,80,80),0.25,161025000
108,505009,(-0.3,-120,1500),(0,180,0),(80,80,80),0.25,161025000
109,1,(40.12,-263.61,1000),(0,171,0),(160,160,160),0.699999988079071,131060300
110,2,(40.12,-263.61,1000),(0,-180,0),(160,160,160),0.699999988079071,131060300
111,3,(40.12,-263.61,1000),(0,180,0),(160,160,160),0.699999988079071,131060300
112,209101,(-0.3,-3,1500),(0,180,0),(80,80,80),0.25,300000000
113,209201,(-40.88,-3,1500),(0,-173.1,0),(80,80,80),0.25,300000000
114,209301,(-8.69,9.5,1500),(0,147.6,0),(80,80,80),0.25,300000000
115,1,(1.24,9.8,1000),(0,180,0),(145,145,145),0.699999988079071,131070300
116,2,(-6.16,5.27,1000),(0,170,0),(145,145,145),0.699999988079071,131070300
117,3,(-4.8,2.52,1000),(0,165,0),(145,145,145),0.699999988079071,131070300
118,209002,(-0.3,-1.44,1500),(0,180,0),(70,70,70),0.25,241000000
119,209004,(-0.3,5,1500),(0,180,0),(70,70,70),0.25,241000000
120,209006,(-0.3,-24.2,1500),(0,180,0),(80,80,80),0.25,241000000
121,209008,(-0.3,-3,1500),(0,180,0),(80,80,80),0.25,241000000
122,209010,(15.3,14.56,1500),(0,180,0),(70,70,70),0.25,241000000
123,209012,(-8.8,-65,1500),(0,157,0),(80,80,80),0.25,241000000
124,1,(-19.2,9.8,1000),(0,171,0),(200,200,200),0.699999988079071,132060000
125,2,(-17.37,5.34,1000),(0,-180,0),(200,200,200),0.699999988079071,132060000
126,3,(-24,4.45,1000),(0,170,0),(200,200,200),0.699999988079071,132060000
127,1,(-23.3,9.8,1000),(0,171,0),(200,200,200),0.699999988079071,960000000
128,2,(-38.8,9.3,1000),(0,-180,0),(200,200,200),0.699999988079071,960000000
129,3,(-33.86,9.43,1000),(0,180,0),(200,200,200),0.699999988079071,960000000
130,1,(1.24,-35,1000),(0,171,0),(150,150,150),0.699999988079071,950000000
131,2,(2.9,-35,1000),(0,-180,0),(150,150,150),0.699999988079071,950000000
132,3,(-33.86,-35,1000),(0,180,0),(150,150,150),0.699999988079071,950000000
