id,classid,grade,level,health,attack,defence,crit,toughness,hit,dodge,objectid,number,limit_transform,limit_level,titleid
169,3,2,0,20823,716,416,266,266,134,134,215504001,975,0,0,-1
170,3,2,1,21386,716,416,266,266,134,134,215504001,975,0,0,-1
171,3,2,2,21386,716,427,266,266,134,134,215504001,975,0,0,-1
172,3,2,3,21386,716,427,277,266,134,134,215504001,975,0,0,-1
173,3,2,4,21386,716,427,277,277,134,134,215504001,975,0,0,-1
174,3,2,5,21386,716,427,277,277,140,134,215504001,975,0,0,-1
175,3,2,6,21386,716,427,277,277,140,140,215504001,975,0,0,-1
176,3,2,7,21386,716,427,277,277,140,140,215504001,975,0,0,-1
177,3,3,0,21386,727,427,277,277,140,140,215504001,1050,0,0,-1
178,3,3,1,21949,727,427,277,277,140,140,215504001,1050,0,0,-1
179,3,3,2,21949,727,438,277,277,140,140,215504001,1050,0,0,-1
180,3,3,3,21949,727,438,288,277,140,140,215504001,1050,0,0,-1
181,3,3,4,21949,727,438,288,288,140,140,215504001,1050,0,0,-1
182,3,3,5,21949,727,438,288,288,146,140,215504001,1050,0,0,-1
183,3,3,6,21949,727,438,288,288,146,146,215504001,1050,0,0,-1
184,3,3,7,21949,727,438,288,288,146,146,215504001,1050,0,0,-1
185,3,4,0,21949,738,438,288,288,146,146,215504001,1125,0,0,-1
186,3,4,1,22512,738,438,288,288,146,146,215504001,1125,0,0,-1
187,3,4,2,22512,738,449,288,288,146,146,215504001,1125,0,0,-1
188,3,4,3,22512,738,449,299,288,146,146,215504001,1125,0,0,-1
189,3,4,4,22512,738,449,299,299,146,146,215504001,1125,0,0,-1
190,3,4,5,22512,738,449,299,299,152,146,215504001,1125,0,0,-1
191,3,4,6,22512,738,449,299,299,152,152,215504001,1125,0,0,-1
192,3,4,7,22512,738,449,299,299,152,152,215504001,1125,0,0,-1
193,3,5,0,22512,749,449,299,299,152,152,215504001,1200,0,0,-1
194,3,5,1,23075,749,449,299,299,152,152,215504001,1200,0,0,-1
195,3,5,2,23075,749,460,299,299,152,152,215504001,1200,0,0,-1
196,3,5,3,23075,749,460,310,299,152,152,215504001,1200,0,0,-1
197,3,5,4,23075,749,460,310,310,152,152,215504001,1200,0,0,-1
198,3,5,5,23075,749,460,310,310,158,152,215504001,1200,0,0,-1
199,3,5,6,23075,749,460,310,310,158,158,215504001,1200,0,0,-1
200,3,5,7,23075,749,460,310,310,158,158,215504001,1200,0,0,-1
201,3,6,0,23075,760,460,310,310,158,158,215504001,1275,0,0,-1
202,3,6,1,23638,760,460,310,310,158,158,215504001,1275,0,0,-1
203,3,6,2,23638,760,471,310,310,158,158,215504001,1275,0,0,-1
204,3,6,3,23638,760,471,321,310,158,158,215504001,1275,0,0,-1
205,3,6,4,23638,760,471,321,321,158,158,215504001,1275,0,0,-1
206,3,6,5,23638,760,471,321,321,164,158,215504001,1275,0,0,-1
207,3,6,6,23638,760,471,321,321,164,164,215504001,1275,0,0,-1
208,3,6,7,23638,760,471,321,321,164,164,215504001,1275,0,0,-1
209,3,7,0,23638,771,471,321,321,164,164,215504001,1350,0,0,-1
210,3,7,1,24201,771,471,321,321,164,164,215504001,1350,0,0,-1
211,3,7,2,24201,771,482,321,321,164,164,215504001,1350,0,0,-1
212,3,7,3,24201,771,482,332,321,164,164,215504001,1350,0,0,-1
213,3,7,4,24201,771,482,332,332,164,164,215504001,1350,0,0,-1
214,3,7,5,24201,771,482,332,332,170,164,215504001,1350,0,0,-1
215,3,7,6,24201,771,482,332,332,170,170,215504001,1350,0,0,-1
216,3,7,7,24201,771,482,332,332,170,170,215504001,1350,0,0,-1
217,3,8,0,24201,782,482,332,332,170,170,215504001,1425,0,0,-1
218,3,8,1,24764,782,482,332,332,170,170,215504001,1425,0,0,-1
219,3,8,2,24764,782,493,332,332,170,170,215504001,1425,0,0,-1
220,3,8,3,24764,782,493,343,332,170,170,215504001,1425,0,0,-1
221,3,8,4,24764,782,493,343,343,170,170,215504001,1425,0,0,-1
222,3,8,5,24764,782,493,343,343,176,170,215504001,1425,0,0,-1
223,3,8,6,24764,782,493,343,343,176,176,215504001,1425,0,0,-1
224,3,8,7,24764,782,493,343,343,176,176,215504001,1425,0,0,-1
225,3,9,0,24764,793,493,343,343,176,176,215504001,1500,0,0,-1
226,3,9,1,25327,793,493,343,343,176,176,215504001,1500,0,0,-1
227,3,9,2,25327,793,504,343,343,176,176,215504001,1500,0,0,-1
228,3,9,3,25327,793,504,354,343,176,176,215504001,1500,0,0,-1
229,3,9,4,25327,793,504,354,354,176,176,215504001,1500,0,0,-1
230,3,9,5,25327,793,504,354,354,182,176,215504001,1500,0,0,-1
231,3,9,6,25327,793,504,354,354,182,182,215504001,1500,0,0,-1
232,3,9,7,25327,793,504,354,354,182,182,215504001,1500,0,0,-1
233,3,10,0,25327,804,504,354,354,182,182,215504001,1575,0,0,-1
234,3,10,1,25890,804,504,354,354,182,182,215504001,1575,0,0,-1
235,3,10,2,25890,804,515,354,354,182,182,215504001,1575,0,0,-1
236,3,10,3,25890,804,515,365,354,182,182,215504001,1575,0,0,-1
237,3,10,4,25890,804,515,365,365,182,182,215504001,1575,0,0,-1
238,3,10,5,25890,804,515,365,365,188,182,215504001,1575,0,0,-1
239,3,10,6,25890,804,515,365,365,188,188,215504001,1575,0,0,-1
240,3,10,7,25890,815,515,365,365,188,188,215505001,36000,2,55,221552027
241,4,1,0,32640,1130,650,410,410,211,211,215504001,1675,0,0,-1
242,4,1,1,33278,1130,650,410,410,211,211,215504001,1675,0,0,-1
243,4,1,2,33278,1130,663,410,410,211,211,215504001,1675,0,0,-1
244,4,1,3,33278,1130,663,423,410,211,211,215504001,1675,0,0,-1
245,4,1,4,33278,1130,663,423,423,211,211,215504001,1675,0,0,-1
246,4,1,5,33278,1130,663,423,423,217,211,215504001,1675,0,0,-1
247,4,1,6,33278,1130,663,423,423,217,217,215504001,1675,0,0,-1
248,4,1,7,33278,1130,663,423,423,217,217,215504001,1675,0,0,-1
249,4,2,0,33278,1143,663,423,423,217,217,215504001,1775,0,0,-1
250,4,2,1,33916,1143,663,423,423,217,217,215504001,1775,0,0,-1
251,4,2,2,33916,1143,676,423,423,217,217,215504001,1775,0,0,-1
252,4,2,3,33916,1143,676,436,423,217,217,215504001,1775,0,0,-1
253,4,2,4,33916,1143,676,436,436,217,217,215504001,1775,0,0,-1
254,4,2,5,33916,1143,676,436,436,223,217,215504001,1775,0,0,-1
255,4,2,6,33916,1143,676,436,436,223,223,215504001,1775,0,0,-1
256,4,2,7,33916,1143,676,436,436,223,223,215504001,1775,0,0,-1
257,4,3,0,33916,1156,676,436,436,223,223,215504001,1875,0,0,-1
258,4,3,1,34554,1156,676,436,436,223,223,215504001,1875,0,0,-1
259,4,3,2,34554,1156,689,436,436,223,223,215504001,1875,0,0,-1
260,4,3,3,34554,1156,689,449,436,223,223,215504001,1875,0,0,-1
261,4,3,4,34554,1156,689,449,449,223,223,215504001,1875,0,0,-1
262,4,3,5,34554,1156,689,449,449,229,223,215504001,1875,0,0,-1
263,4,3,6,34554,1156,689,449,449,229,229,215504001,1875,0,0,-1
264,4,3,7,34554,1156,689,449,449,229,229,215504001,1875,0,0,-1
265,4,4,0,34554,1169,689,449,449,229,229,215504001,1975,0,0,-1
266,4,4,1,35192,1169,689,449,449,229,229,215504001,1975,0,0,-1
267,4,4,2,35192,1169,702,449,449,229,229,215504001,1975,0,0,-1
268,4,4,3,35192,1169,702,462,449,229,229,215504001,1975,0,0,-1
269,4,4,4,35192,1169,702,462,462,229,229,215504001,1975,0,0,-1
270,4,4,5,35192,1169,702,462,462,235,229,215504001,1975,0,0,-1
271,4,4,6,35192,1169,702,462,462,235,235,215504001,1975,0,0,-1
272,4,4,7,35192,1169,702,462,462,235,235,215504001,1975,0,0,-1
273,4,5,0,35192,1182,702,462,462,235,235,215504001,2075,0,0,-1
274,4,5,1,35830,1182,702,462,462,235,235,215504001,2075,0,0,-1
275,4,5,2,35830,1182,715,462,462,235,235,215504001,2075,0,0,-1
276,4,5,3,35830,1182,715,475,462,235,235,215504001,2075,0,0,-1
277,4,5,4,35830,1182,715,475,475,235,235,215504001,2075,0,0,-1
278,4,5,5,35830,1182,715,475,475,241,235,215504001,2075,0,0,-1
279,4,5,6,35830,1182,715,475,475,241,241,215504001,2075,0,0,-1
280,4,5,7,35830,1182,715,475,475,241,241,215504001,2075,0,0,-1
281,4,6,0,35830,1195,715,475,475,241,241,215504001,2175,0,0,-1
282,4,6,1,36468,1195,715,475,475,241,241,215504001,2175,0,0,-1
283,4,6,2,36468,1195,728,475,475,241,241,215504001,2175,0,0,-1
284,4,6,3,36468,1195,728,488,475,241,241,215504001,2175,0,0,-1
285,4,6,4,36468,1195,728,488,488,241,241,215504001,2175,0,0,-1
286,4,6,5,36468,1195,728,488,488,247,241,215504001,2175,0,0,-1
287,4,6,6,36468,1195,728,488,488,247,247,215504001,2175,0,0,-1
288,4,6,7,36468,1195,728,488,488,247,247,215504001,2175,0,0,-1
289,4,7,0,36468,1208,728,488,488,247,247,215504001,2275,0,0,-1
290,4,7,1,37106,1208,728,488,488,247,247,215504001,2275,0,0,-1
291,4,7,2,37106,1208,741,488,488,247,247,215504001,2275,0,0,-1
292,4,7,3,37106,1208,741,501,488,247,247,215504001,2275,0,0,-1
293,4,7,4,37106,1208,741,501,501,247,247,215504001,2275,0,0,-1
294,4,7,5,37106,1208,741,501,501,253,247,215504001,2275,0,0,-1
295,4,7,6,37106,1208,741,501,501,253,253,215504001,2275,0,0,-1
296,4,7,7,37106,1208,741,501,501,253,253,215504001,2275,0,0,-1
297,4,8,0,37106,1221,741,501,501,253,253,215504001,2375,0,0,-1
298,4,8,1,37744,1221,741,501,501,253,253,215504001,2375,0,0,-1
299,4,8,2,37744,1221,754,501,501,253,253,215504001,2375,0,0,-1
300,4,8,3,37744,1221,754,514,501,253,253,215504001,2375,0,0,-1
301,4,8,4,37744,1221,754,514,514,253,253,215504001,2375,0,0,-1
302,4,8,5,37744,1221,754,514,514,259,253,215504001,2375,0,0,-1
303,4,8,6,37744,1221,754,514,514,259,259,215504001,2375,0,0,-1
304,4,8,7,37744,1221,754,514,514,259,259,215504001,2375,0,0,-1
305,4,9,0,37744,1234,754,514,514,259,259,215504001,2475,0,0,-1
306,4,9,1,38382,1234,754,514,514,259,259,215504001,2475,0,0,-1
307,4,9,2,38382,1234,767,514,514,259,259,215504001,2475,0,0,-1
308,4,9,3,38382,1234,767,527,514,259,259,215504001,2475,0,0,-1
309,4,9,4,38382,1234,767,527,527,259,259,215504001,2475,0,0,-1
310,4,9,5,38382,1234,767,527,527,265,259,215504001,2475,0,0,-1
311,4,9,6,38382,1234,767,527,527,265,265,215504001,2475,0,0,-1
312,4,9,7,38382,1234,767,527,527,265,265,215504001,2475,0,0,-1
313,4,10,0,38382,1247,767,527,527,265,265,215504001,2575,0,0,-1
314,4,10,1,39020,1247,767,527,527,265,265,215504001,2575,0,0,-1
315,4,10,2,39020,1247,780,527,527,265,265,215504001,2575,0,0,-1
316,4,10,3,39020,1247,780,540,527,265,265,215504001,2575,0,0,-1
317,4,10,4,39020,1247,780,540,540,265,265,215504001,2575,0,0,-1
318,4,10,5,39020,1247,780,540,540,271,265,215504001,2575,0,0,-1
319,4,10,6,39020,1247,780,540,540,271,271,215504001,2575,0,0,-1
320,4,10,7,39020,1260,780,540,540,271,271,215505001,64000,3,60,221552028
321,5,1,0,46520,1610,930,590,590,296,296,215504001,2700,0,0,-1
322,5,1,1,47233,1610,930,590,590,296,296,215504001,2700,0,0,-1
323,5,1,2,47233,1610,944,590,590,296,296,215504001,2700,0,0,-1
324,5,1,3,47233,1610,944,604,590,296,296,215504001,2700,0,0,-1
325,5,1,4,47233,1610,944,604,604,296,296,215504001,2700,0,0,-1
326,5,1,5,47233,1610,944,604,604,303,296,215504001,2700,0,0,-1
327,5,1,6,47233,1610,944,604,604,303,303,215504001,2700,0,0,-1
328,5,1,7,47233,1610,944,604,604,303,303,215504001,2700,0,0,-1
329,5,2,0,47233,1624,944,604,604,303,303,215504001,2825,0,0,-1
330,5,2,1,47946,1624,944,604,604,303,303,215504001,2825,0,0,-1
331,5,2,2,47946,1624,958,604,604,303,303,215504001,2825,0,0,-1
332,5,2,3,47946,1624,958,618,604,303,303,215504001,2825,0,0,-1
333,5,2,4,47946,1624,958,618,618,303,303,215504001,2825,0,0,-1
334,5,2,5,47946,1624,958,618,618,310,303,215504001,2825,0,0,-1
335,5,2,6,47946,1624,958,618,618,310,310,215504001,2825,0,0,-1
336,5,2,7,47946,1624,958,618,618,310,310,215504001,2825,0,0,-1
337,5,3,0,47946,1638,958,618,618,310,310,215504001,2950,0,0,-1
338,5,3,1,48659,1638,958,618,618,310,310,215504001,2950,0,0,-1
339,5,3,2,48659,1638,972,618,618,310,310,215504001,2950,0,0,-1
340,5,3,3,48659,1638,972,632,618,310,310,215504001,2950,0,0,-1
341,5,3,4,48659,1638,972,632,632,310,310,215504001,2950,0,0,-1
342,5,3,5,48659,1638,972,632,632,317,310,215504001,2950,0,0,-1
343,5,3,6,48659,1638,972,632,632,317,317,215504001,2950,0,0,-1
344,5,3,7,48659,1638,972,632,632,317,317,215504001,2950,0,0,-1
345,5,4,0,48659,1652,972,632,632,317,317,215504001,3075,0,0,-1
346,5,4,1,49372,1652,972,632,632,317,317,215504001,3075,0,0,-1
347,5,4,2,49372,1652,986,632,632,317,317,215504001,3075,0,0,-1
348,5,4,3,49372,1652,986,646,632,317,317,215504001,3075,0,0,-1
349,5,4,4,49372,1652,986,646,646,317,317,215504001,3075,0,0,-1
350,5,4,5,49372,1652,986,646,646,324,317,215504001,3075,0,0,-1
351,5,4,6,49372,1652,986,646,646,324,324,215504001,3075,0,0,-1
352,5,4,7,49372,1652,986,646,646,324,324,215504001,3075,0,0,-1
353,5,5,0,49372,1666,986,646,646,324,324,215504001,3200,0,0,-1
354,5,5,1,50085,1666,986,646,646,324,324,215504001,3200,0,0,-1
355,5,5,2,50085,1666,1000,646,646,324,324,215504001,3200,0,0,-1
356,5,5,3,50085,1666,1000,660,646,324,324,215504001,3200,0,0,-1
357,5,5,4,50085,1666,1000,660,660,324,324,215504001,3200,0,0,-1
358,5,5,5,50085,1666,1000,660,660,331,324,215504001,3200,0,0,-1
359,5,5,6,50085,1666,1000,660,660,331,331,215504001,3200,0,0,-1
360,5,5,7,50085,1666,1000,660,660,331,331,215504001,3200,0,0,-1
361,5,6,0,50085,1680,1000,660,660,331,331,215504001,3325,0,0,-1
362,5,6,1,50798,1680,1000,660,660,331,331,215504001,3325,0,0,-1
363,5,6,2,50798,1680,1014,660,660,331,331,215504001,3325,0,0,-1
364,5,6,3,50798,1680,1014,674,660,331,331,215504001,3325,0,0,-1
365,5,6,4,50798,1680,1014,674,674,331,331,215504001,3325,0,0,-1
366,5,6,5,50798,1680,1014,674,674,338,331,215504001,3325,0,0,-1
367,5,6,6,50798,1680,1014,674,674,338,338,215504001,3325,0,0,-1
368,5,6,7,50798,1680,1014,674,674,338,338,215504001,3325,0,0,-1
369,5,7,0,50798,1694,1014,674,674,338,338,215504001,3450,0,0,-1
370,5,7,1,51511,1694,1014,674,674,338,338,215504001,3450,0,0,-1
371,5,7,2,51511,1694,1028,674,674,338,338,215504001,3450,0,0,-1
372,5,7,3,51511,1694,1028,688,674,338,338,215504001,3450,0,0,-1
373,5,7,4,51511,1694,1028,688,688,338,338,215504001,3450,0,0,-1
374,5,7,5,51511,1694,1028,688,688,345,338,215504001,3450,0,0,-1
375,5,7,6,51511,1694,1028,688,688,345,345,215504001,3450,0,0,-1
376,5,7,7,51511,1694,1028,688,688,345,345,215504001,3450,0,0,-1
