id,luckmin,luckmax,runeid,copyid,percent,special
149,0,99,101000003,70205,60,1
150,0,99,101000006,70205,60,1
151,0,99,101000007,70205,60,1
152,0,99,101000010,70205,60,1
153,0,99,102000001,70205,40,1
154,0,99,102000002,70205,80,1
155,0,99,102000003,70205,80,1
156,0,99,102000006,70205,80,1
157,0,99,102000007,70205,80,1
158,0,99,102000010,70205,80,1
159,0,99,103000001,70205,1500,0
160,0,99,103000002,70205,3000,0
161,0,99,103000003,70205,3000,0
162,0,99,103000006,70205,3000,0
163,0,99,103000007,70205,3000,0
164,0,99,103000010,70205,3000,0
165,0,99,104000001,70205,3000,0
166,0,99,104000002,70205,6000,0
167,0,99,104000003,70205,6000,0
168,0,99,104000006,70205,6000,0
169,0,99,104000007,70205,6000,0
170,0,99,104000010,70205,6000,0
171,0,99,105000001,70205,2500,0
172,0,99,105000002,70205,5000,0
173,0,99,105000003,70205,5000,0
174,0,99,105000006,70205,5000,0
175,0,99,105000007,70205,5000,0
176,0,99,105000010,70205,5000,0
177,0,99,106000001,70205,1500,0
178,0,99,106000002,70205,3000,0
179,0,99,106000003,70205,3000,0
180,0,99,106000006,70205,3000,0
181,0,99,106000007,70205,3000,0
182,0,99,106000010,70205,3000,0
183,0,99,103000015,70205,11000,0
184,0,99,104000015,70205,4730,0
185,100,100,101000001,70205,60,1
186,100,100,101000002,70205,120,1
187,100,100,101000003,70205,120,1
188,100,100,101000006,70205,120,1
189,100,100,101000007,70205,120,1
190,100,100,101000010,70205,120,1
191,100,100,102000001,70205,140,1
192,100,100,102000002,70205,280,1
193,100,100,102000003,70205,280,1
194,100,100,102000006,70205,280,1
195,100,100,102000007,70205,280,1
196,100,100,102000010,70205,280,1
197,0,99,101000001,70207,30,1
198,0,99,101000002,70207,60,1
199,0,99,101000003,70207,60,1
200,0,99,101000004,70207,60,1
201,0,99,101000005,70207,60,1
202,0,99,101000006,70207,60,1
203,0,99,101000007,70207,60,1
204,0,99,101000010,70207,60,1
205,0,99,102000001,70207,40,1
206,0,99,102000002,70207,80,1
207,0,99,102000003,70207,80,1
208,0,99,102000004,70207,80,1
209,0,99,102000005,70207,80,1
210,0,99,102000006,70207,80,1
211,0,99,102000007,70207,80,1
212,0,99,102000010,70207,80,1
213,0,99,103000001,70207,1500,0
214,0,99,103000002,70207,3000,0
215,0,99,103000003,70207,3000,0
216,0,99,103000004,70207,3000,0
217,0,99,103000005,70207,3000,0
218,0,99,103000006,70207,3000,0
219,0,99,103000007,70207,3000,0
220,0,99,103000010,70207,3000,0
221,0,99,104000001,70207,3000,0
222,0,99,104000002,70207,6000,0
223,0,99,104000003,70207,6000,0
224,0,99,104000004,70207,6000,0
225,0,99,104000005,70207,6000,0
226,0,99,104000006,70207,6000,0
227,0,99,104000007,70207,6000,0
228,0,99,104000010,70207,6000,0
229,0,99,105000001,70207,2500,0
230,0,99,105000002,70207,5000,0
231,0,99,105000003,70207,5000,0
232,0,99,105000004,70207,5000,0
233,0,99,105000005,70207,5000,0
234,0,99,105000006,70207,5000,0
235,0,99,105000007,70207,5000,0
236,0,99,105000010,70207,5000,0
237,0,99,106000001,70207,1500,0
238,0,99,106000002,70207,3000,0
239,0,99,106000003,70207,3000,0
240,0,99,106000004,70207,3000,0
241,0,99,106000005,70207,3000,0
242,0,99,106000006,70207,3000,0
243,0,99,106000007,70207,3000,0
244,0,99,106000010,70207,3000,0
245,0,99,103000015,70207,14000,0
246,0,99,104000015,70207,6020,0
247,100,100,101000001,70207,60,1
248,100,100,101000002,70207,120,1
249,100,100,101000003,70207,120,1
250,100,100,101000004,70207,120,1
251,100,100,101000005,70207,120,1
252,100,100,101000006,70207,120,1
253,100,100,101000007,70207,120,1
254,100,100,101000010,70207,120,1
255,100,100,102000001,70207,140,1
256,100,100,102000002,70207,280,1
257,100,100,102000003,70207,280,1
258,100,100,102000004,70207,280,1
259,100,100,102000005,70207,280,1
260,100,100,102000006,70207,280,1
261,100,100,102000007,70207,280,1
262,100,100,102000010,70207,280,1
263,0,99,101000001,70209,30,1
264,0,99,101000002,70209,60,1
265,0,99,101000003,70209,60,1
266,0,99,101000004,70209,60,1
267,0,99,101000005,70209,60,1
268,0,99,101000006,70209,60,1
269,0,99,101000007,70209,60,1
270,0,99,101000009,70209,60,1
271,0,99,101000010,70209,60,1
272,0,99,101000012,70209,60,1
273,0,99,102000001,70209,40,1
274,0,99,102000002,70209,80,1
275,0,99,102000003,70209,80,1
276,0,99,102000004,70209,80,1
277,0,99,102000005,70209,80,1
278,0,99,102000006,70209,80,1
279,0,99,102000007,70209,80,1
280,0,99,102000009,70209,80,1
281,0,99,102000010,70209,80,1
282,0,99,102000012,70209,80,1
283,0,99,103000001,70209,1500,0
284,0,99,103000002,70209,3000,0
285,0,99,103000003,70209,3000,0
286,0,99,103000004,70209,3000,0
287,0,99,103000005,70209,3000,0
288,0,99,103000006,70209,3000,0
289,0,99,103000007,70209,3000,0
290,0,99,103000009,70209,3000,0
291,0,99,103000010,70209,3000,0
292,0,99,103000012,70209,3000,0
293,0,99,104000001,70209,3000,0
294,0,99,104000002,70209,6000,0
295,0,99,104000003,70209,6000,0
296,0,99,104000004,70209,6000,0
297,0,99,104000005,70209,6000,0
298,0,99,104000006,70209,6000,0
299,0,99,104000007,70209,6000,0
300,0,99,104000009,70209,6000,0
301,0,99,104000010,70209,6000,0
302,0,99,104000012,70209,6000,0
303,0,99,105000001,70209,2500,0
304,0,99,105000002,70209,5000,0
305,0,99,105000003,70209,5000,0
306,0,99,105000004,70209,5000,0
307,0,99,105000005,70209,5000,0
308,0,99,105000006,70209,5000,0
309,0,99,105000007,70209,5000,0
310,0,99,105000009,70209,5000,0
311,0,99,105000010,70209,5000,0
312,0,99,105000012,70209,5000,0
313,0,99,106000001,70209,1500,0
314,0,99,106000002,70209,3000,0
315,0,99,106000003,70209,3000,0
316,0,99,106000004,70209,3000,0
317,0,99,106000005,70209,3000,0
318,0,99,106000006,70209,3000,0
319,0,99,106000007,70209,3000,0
320,0,99,106000009,70209,3000,0
321,0,99,106000010,70209,3000,0
322,0,99,106000012,70209,3000,0
323,0,99,103000015,70209,18000,0
324,0,99,104000015,70209,7740,0
325,100,100,101000001,70209,60,1
326,100,100,101000002,70209,120,1
327,100,100,101000003,70209,120,1
328,100,100,101000004,70209,120,1
329,100,100,101000005,70209,120,1
330,100,100,101000006,70209,120,1
331,100,100,101000007,70209,120,1
332,100,100,101000009,70209,120,1
333,100,100,101000010,70209,120,1
334,100,100,101000012,70209,120,1
335,100,100,102000001,70209,140,1
336,100,100,102000002,70209,280,1
337,100,100,102000003,70209,280,1
338,100,100,102000004,70209,280,1
339,100,100,102000005,70209,280,1
340,100,100,102000006,70209,280,1
341,100,100,102000007,70209,280,1
342,100,100,102000009,70209,280,1
343,100,100,102000010,70209,280,1
344,100,100,102000012,70209,280,1
345,0,99,101000001,70211,30,1
346,0,99,101000002,70211,60,1
347,0,99,101000003,70211,60,1
348,0,99,101000004,70211,60,1
349,0,99,101000005,70211,60,1
350,0,99,101000006,70211,60,1
351,0,99,101000007,70211,60,1
352,0,99,101000009,70211,60,1
353,0,99,101000010,70211,60,1
354,0,99,101000012,70211,60,1
355,0,99,101000013,70211,60,1
356,0,99,101000014,70211,60,1
357,0,99,102000001,70211,40,1
358,0,99,102000002,70211,80,1
359,0,99,102000003,70211,80,1
360,0,99,102000004,70211,80,1
361,0,99,102000005,70211,80,1
362,0,99,102000006,70211,80,1
363,0,99,102000007,70211,80,1
364,0,99,102000009,70211,80,1
365,0,99,102000010,70211,80,1
366,0,99,102000012,70211,80,1
367,0,99,102000013,70211,80,1
368,0,99,102000014,70211,80,1
369,0,99,103000001,70211,1500,0
370,0,99,103000002,70211,3000,0
371,0,99,103000003,70211,3000,0
372,0,99,103000004,70211,3000,0
373,0,99,103000005,70211,3000,0
374,0,99,103000006,70211,3000,0
375,0,99,103000007,70211,3000,0
376,0,99,103000009,70211,3000,0
377,0,99,103000010,70211,3000,0
378,0,99,103000012,70211,3000,0
379,0,99,103000013,70211,3000,0
380,0,99,103000014,70211,3000,0
381,0,99,104000001,70211,3000,0
382,0,99,104000002,70211,6000,0
383,0,99,104000003,70211,6000,0
384,0,99,104000004,70211,6000,0
385,0,99,104000005,70211,6000,0
386,0,99,104000006,70211,6000,0
387,0,99,104000007,70211,6000,0
388,0,99,104000009,70211,6000,0
389,0,99,104000010,70211,6000,0
390,0,99,104000012,70211,6000,0
391,0,99,104000013,70211,6000,0
392,0,99,104000014,70211,6000,0
393,0,99,105000001,70211,2500,0
394,0,99,105000002,70211,5000,0
395,0,99,105000003,70211,5000,0
396,0,99,105000004,70211,5000,0
397,0,99,105000005,70211,5000,0
398,0,99,105000006,70211,5000,0
399,0,99,105000007,70211,5000,0
400,0,99,105000009,70211,5000,0
401,0,99,105000010,70211,5000,0
402,0,99,105000012,70211,5000,0
403,0,99,105000013,70211,5000,0
404,0,99,105000014,70211,5000,0
405,0,99,106000001,70211,1500,0
406,0,99,106000002,70211,3000,0
407,0,99,106000003,70211,3000,0
408,0,99,106000004,70211,3000,0
409,0,99,106000005,70211,3000,0
410,0,99,106000006,70211,3000,0
411,0,99,106000007,70211,3000,0
412,0,99,106000009,70211,3000,0
413,0,99,106000010,70211,3000,0
414,0,99,106000012,70211,3000,0
415,0,99,106000013,70211,3000,0
416,0,99,106000014,70211,3000,0
417,0,99,103000015,70211,21000,0
418,0,99,104000015,70211,9030,0
419,100,100,101000001,70211,60,1
420,100,100,101000002,70211,120,1
421,100,100,101000003,70211,120,1
422,100,100,101000004,70211,120,1
423,100,100,101000005,70211,120,1
424,100,100,101000006,70211,120,1
425,100,100,101000007,70211,120,1
426,100,100,101000009,70211,120,1
427,100,100,101000010,70211,120,1
428,100,100,101000012,70211,120,1
429,100,100,101000013,70211,120,1
430,100,100,101000014,70211,120,1
431,100,100,102000001,70211,140,1
432,100,100,102000002,70211,280,1
433,100,100,102000003,70211,280,1
434,100,100,102000004,70211,280,1
435,100,100,102000005,70211,280,1
436,100,100,102000006,70211,280,1
437,100,100,102000007,70211,280,1
438,100,100,102000009,70211,280,1
439,100,100,102000010,70211,280,1
440,100,100,102000012,70211,280,1
441,100,100,102000013,70211,280,1
442,100,100,102000014,70211,280,1
443,0,99,101000001,70213,30,1
444,0,99,101000002,70213,60,1
445,0,99,101000003,70213,60,1
446,0,99,101000004,70213,60,1
447,0,99,101000005,70213,60,1
448,0,99,101000006,70213,60,1
449,0,99,101000007,70213,60,1
450,0,99,101000008,70213,30,1
451,0,99,101000009,70213,60,1
452,0,99,101000010,70213,60,1
453,0,99,101000011,70213,30,1
454,0,99,101000012,70213,60,1
455,0,99,101000013,70213,60,1
456,0,99,101000014,70213,60,1
457,0,99,102000001,70213,40,1
458,0,99,102000002,70213,80,1
459,0,99,102000003,70213,80,1
460,0,99,102000004,70213,80,1
461,0,99,102000005,70213,80,1
462,0,99,102000006,70213,80,1
463,0,99,102000007,70213,80,1
464,0,99,102000008,70213,40,1
465,0,99,102000009,70213,80,1
466,0,99,102000010,70213,80,1
467,0,99,102000011,70213,40,1
468,0,99,102000012,70213,80,1
469,0,99,102000013,70213,80,1
470,0,99,102000014,70213,80,1
471,0,99,103000001,70213,1500,0
472,0,99,103000002,70213,3000,0
473,0,99,103000003,70213,3000,0
474,0,99,103000004,70213,3000,0
475,0,99,103000005,70213,3000,0
476,0,99,103000006,70213,3000,0
477,0,99,103000007,70213,3000,0
478,0,99,103000008,70213,1500,0
479,0,99,103000009,70213,3000,0
480,0,99,103000010,70213,3000,0
481,0,99,103000011,70213,1500,0
482,0,99,103000012,70213,3000,0
483,0,99,103000013,70213,3000,0
484,0,99,103000014,70213,3000,0
485,0,99,104000001,70213,3000,0
486,0,99,104000002,70213,6000,0
487,0,99,104000003,70213,6000,0
488,0,99,104000004,70213,6000,0
489,0,99,104000005,70213,6000,0
490,0,99,104000006,70213,6000,0
491,0,99,104000007,70213,6000,0
492,0,99,104000008,70213,3000,0
493,0,99,104000009,70213,6000,0
494,0,99,104000010,70213,6000,0
495,0,99,104000011,70213,3000,0
496,0,99,104000012,70213,6000,0
497,0,99,104000013,70213,6000,0
498,0,99,104000014,70213,6000,0
499,0,99,105000001,70213,2500,0
500,0,99,105000002,70213,5000,0
501,0,99,105000003,70213,5000,0
502,0,99,105000004,70213,5000,0
503,0,99,105000005,70213,5000,0
504,0,99,105000006,70213,5000,0
505,0,99,105000007,70213,5000,0
506,0,99,105000008,70213,2500,0
507,0,99,105000009,70213,5000,0
508,0,99,105000010,70213,5000,0
509,0,99,105000011,70213,2500,0
510,0,99,105000012,70213,5000,0
511,0,99,105000013,70213,5000,0
512,0,99,105000014,70213,5000,0
513,0,99,106000001,70213,1500,0
514,0,99,106000002,70213,3000,0
515,0,99,106000003,70213,3000,0
516,0,99,106000004,70213,3000,0
517,0,99,106000005,70213,3000,0
518,0,99,106000006,70213,3000,0
519,0,99,106000007,70213,3000,0
520,0,99,106000008,70213,1500,0
521,0,99,106000009,70213,3000,0
522,0,99,106000010,70213,3000,0
523,0,99,106000011,70213,1500,0
524,0,99,106000012,70213,3000,0
525,0,99,106000013,70213,3000,0
526,0,99,106000014,70213,3000,0
527,0,99,103000015,70213,25000,0
528,0,99,104000015,70213,10750,0
529,100,100,101000001,70213,60,1
530,100,100,101000002,70213,120,1
531,100,100,101000003,70213,120,1
532,100,100,101000004,70213,120,1
533,100,100,101000005,70213,120,1
534,100,100,101000006,70213,120,1
535,100,100,101000007,70213,120,1
536,100,100,101000008,70213,60,1
537,100,100,101000009,70213,120,1
538,100,100,101000010,70213,120,1
539,100,100,101000011,70213,60,1
540,100,100,101000012,70213,120,1
541,100,100,101000013,70213,120,1
542,100,100,101000014,70213,120,1
543,100,100,102000001,70213,140,1
544,100,100,102000002,70213,280,1
545,100,100,102000003,70213,280,1
546,100,100,102000004,70213,280,1
547,100,100,102000005,70213,280,1
548,100,100,102000006,70213,280,1
549,100,100,102000007,70213,280,1
550,100,100,102000008,70213,140,1
551,100,100,102000009,70213,280,1
552,100,100,102000010,70213,280,1
553,100,100,102000011,70213,140,1
554,100,100,102000012,70213,280,1
555,100,100,102000013,70213,280,1
556,100,100,102000014,70213,280,1
557,0,99,101000001,70206,30,1
558,0,99,101000002,70206,60,1
559,0,99,101000003,70206,60,1
560,0,99,101000006,70206,60,1
561,0,99,101000007,70206,60,1
562,0,99,101000010,70206,60,1
563,0,99,102000001,70206,40,1
564,0,99,102000002,70206,80,1
565,0,99,102000003,70206,80,1
566,0,99,102000006,70206,80,1
567,0,99,102000007,70206,80,1
568,0,99,102000010,70206,80,1
569,0,99,103000001,70206,1500,0
570,0,99,103000002,70206,3000,0
571,0,99,103000003,70206,3000,0
572,0,99,103000006,70206,3000,0
573,0,99,103000007,70206,3000,0
574,0,99,103000010,70206,3000,0
575,0,99,104000001,70206,3000,0
576,0,99,104000002,70206,6000,0
577,0,99,104000003,70206,6000,0
578,0,99,104000006,70206,6000,0
579,0,99,104000007,70206,6000,0
580,0,99,104000010,70206,6000,0
581,0,99,105000001,70206,2500,0
582,0,99,105000002,70206,5000,0
583,0,99,105000003,70206,5000,0
584,0,99,105000006,70206,5000,0
585,0,99,105000007,70206,5000,0
586,0,99,105000010,70206,5000,0
587,0,99,106000001,70206,1500,0
588,0,99,106000002,70206,3000,0
589,0,99,106000003,70206,3000,0
590,0,99,106000006,70206,3000,0
591,0,99,106000007,70206,3000,0
592,0,99,106000010,70206,3000,0
593,0,99,103000015,70206,11000,0
594,0,99,104000015,70206,4730,0
595,100,100,101000001,70206,60,1
596,100,100,101000002,70206,120,1
597,100,100,101000003,70206,120,1
598,100,100,101000006,70206,120,1
599,100,100,101000007,70206,120,1
600,100,100,101000010,70206,120,1
601,100,100,102000001,70206,140,1
602,100,100,102000002,70206,280,1
603,100,100,102000003,70206,280,1
604,100,100,102000006,70206,280,1
605,100,100,102000007,70206,280,1
606,100,100,102000010,70206,280,1
607,0,99,101000001,70208,30,1
608,0,99,101000002,70208,60,1
609,0,99,101000003,70208,60,1
610,0,99,101000004,70208,60,1
611,0,99,101000005,70208,60,1
612,0,99,101000006,70208,60,1
613,0,99,101000007,70208,60,1
614,0,99,101000010,70208,60,1
615,0,99,102000001,70208,40,1
616,0,99,102000002,70208,80,1
617,0,99,102000003,70208,80,1
618,0,99,102000004,70208,80,1
619,0,99,102000005,70208,80,1
620,0,99,102000006,70208,80,1
621,0,99,102000007,70208,80,1
622,0,99,102000010,70208,80,1
623,0,99,103000001,70208,1500,0
624,0,99,103000002,70208,3000,0
625,0,99,103000003,70208,3000,0
626,0,99,103000004,70208,3000,0
627,0,99,103000005,70208,3000,0
628,0,99,103000006,70208,3000,0
629,0,99,103000007,70208,3000,0
630,0,99,103000010,70208,3000,0
631,0,99,104000001,70208,3000,0
632,0,99,104000002,70208,6000,0
633,0,99,104000003,70208,6000,0
634,0,99,104000004,70208,6000,0
635,0,99,104000005,70208,6000,0
636,0,99,104000006,70208,6000,0
637,0,99,104000007,70208,6000,0
638,0,99,104000010,70208,6000,0
639,0,99,105000001,70208,2500,0
640,0,99,105000002,70208,5000,0
641,0,99,105000003,70208,5000,0
642,0,99,105000004,70208,5000,0
643,0,99,105000005,70208,5000,0
644,0,99,105000006,70208,5000,0
645,0,99,105000007,70208,5000,0
646,0,99,105000010,70208,5000,0
647,0,99,106000001,70208,1500,0
648,0,99,106000002,70208,3000,0
649,0,99,106000003,70208,3000,0
650,0,99,106000004,70208,3000,0
651,0,99,106000005,70208,3000,0
652,0,99,106000006,70208,3000,0
653,0,99,106000007,70208,3000,0
654,0,99,106000010,70208,3000,0
655,0,99,103000015,70208,14000,0
656,0,99,104000015,70208,6020,0
657,100,100,101000001,70208,60,1
658,100,100,101000002,70208,120,1
659,100,100,101000003,70208,120,1
660,100,100,101000004,70208,120,1
661,100,100,101000005,70208,120,1
662,100,100,101000006,70208,120,1
663,100,100,101000007,70208,120,1
664,100,100,101000010,70208,120,1
665,100,100,102000001,70208,140,1
666,100,100,102000002,70208,280,1
667,100,100,102000003,70208,280,1
668,100,100,102000004,70208,280,1
669,100,100,102000005,70208,280,1
670,100,100,102000006,70208,280,1
671,100,100,102000007,70208,280,1
672,100,100,102000010,70208,280,1
673,0,99,101000001,70210,30,1
674,0,99,101000002,70210,60,1
675,0,99,101000003,70210,60,1
676,0,99,101000004,70210,60,1
677,0,99,101000005,70210,60,1
678,0,99,101000006,70210,60,1
679,0,99,101000007,70210,60,1
680,0,99,101000009,70210,60,1
681,0,99,101000010,70210,60,1
682,0,99,101000012,70210,60,1
683,0,99,102000001,70210,40,1
684,0,99,102000002,70210,80,1
685,0,99,102000003,70210,80,1
686,0,99,102000004,70210,80,1
687,0,99,102000005,70210,80,1
688,0,99,102000006,70210,80,1
689,0,99,102000007,70210,80,1
690,0,99,102000009,70210,80,1
691,0,99,102000010,70210,80,1
692,0,99,102000012,70210,80,1
693,0,99,103000001,70210,1500,0
694,0,99,103000002,70210,3000,0
695,0,99,103000003,70210,3000,0
696,0,99,103000004,70210,3000,0
697,0,99,103000005,70210,3000,0
698,0,99,103000006,70210,3000,0
699,0,99,103000007,70210,3000,0
700,0,99,103000009,70210,3000,0
701,0,99,103000010,70210,3000,0
702,0,99,103000012,70210,3000,0
703,0,99,104000001,70210,3000,0
704,0,99,104000002,70210,6000,0
705,0,99,104000003,70210,6000,0
706,0,99,104000004,70210,6000,0
707,0,99,104000005,70210,6000,0
708,0,99,104000006,70210,6000,0
709,0,99,104000007,70210,6000,0
710,0,99,104000009,70210,6000,0
711,0,99,104000010,70210,6000,0
712,0,99,104000012,70210,6000,0
713,0,99,105000001,70210,2500,0
714,0,99,105000002,70210,5000,0
715,0,99,105000003,70210,5000,0
716,0,99,105000004,70210,5000,0
717,0,99,105000005,70210,5000,0
718,0,99,105000006,70210,5000,0
719,0,99,105000007,70210,5000,0
720,0,99,105000009,70210,5000,0
721,0,99,105000010,70210,5000,0
722,0,99,105000012,70210,5000,0
723,0,99,106000001,70210,1500,0
724,0,99,106000002,70210,3000,0
725,0,99,106000003,70210,3000,0
726,0,99,106000004,70210,3000,0
727,0,99,106000005,70210,3000,0
728,0,99,106000006,70210,3000,0
729,0,99,106000007,70210,3000,0
730,0,99,106000009,70210,3000,0
731,0,99,106000010,70210,3000,0
732,0,99,106000012,70210,3000,0
733,0,99,103000015,70210,18000,0
734,0,99,104000015,70210,7740,0
735,100,100,101000001,70210,60,1
736,100,100,101000002,70210,120,1
737,100,100,101000003,70210,120,1
738,100,100,101000004,70210,120,1
739,100,100,101000005,70210,120,1
740,100,100,101000006,70210,120,1
741,100,100,101000007,70210,120,1
742,100,100,101000009,70210,120,1
743,100,100,101000010,70210,120,1
744,100,100,101000012,70210,120,1
745,100,100,102000001,70210,140,1
746,100,100,102000002,70210,280,1
747,100,100,102000003,70210,280,1
748,100,100,102000004,70210,280,1
749,100,100,102000005,70210,280,1
750,100,100,102000006,70210,280,1
751,100,100,102000007,70210,280,1
752,100,100,102000009,70210,280,1
753,100,100,102000010,70210,280,1
754,100,100,102000012,70210,280,1
755,0,99,101000001,70212,30,1
756,0,99,101000002,70212,60,1
757,0,99,101000003,70212,60,1
758,0,99,101000004,70212,60,1
759,0,99,101000005,70212,60,1
760,0,99,101000006,70212,60,1
761,0,99,101000007,70212,60,1
762,0,99,101000009,70212,60,1
763,0,99,101000010,70212,60,1
764,0,99,101000012,70212,60,1
765,0,99,101000013,70212,60,1
766,0,99,101000014,70212,60,1
767,0,99,102000001,70212,40,1
768,0,99,102000002,70212,80,1
769,0,99,102000003,70212,80,1
770,0,99,102000004,70212,80,1
771,0,99,102000005,70212,80,1
772,0,99,102000006,70212,80,1
773,0,99,102000007,70212,80,1
774,0,99,102000009,70212,80,1
775,0,99,102000010,70212,80,1
776,0,99,102000012,70212,80,1
777,0,99,102000013,70212,80,1
778,0,99,102000014,70212,80,1
779,0,99,103000001,70212,1500,0
780,0,99,103000002,70212,3000,0
781,0,99,103000003,70212,3000,0
782,0,99,103000004,70212,3000,0
783,0,99,103000005,70212,3000,0
784,0,99,103000006,70212,3000,0
785,0,99,103000007,70212,3000,0
786,0,99,103000009,70212,3000,0
787,0,99,103000010,70212,3000,0
788,0,99,103000012,70212,3000,0
789,0,99,103000013,70212,3000,0
790,0,99,103000014,70212,3000,0
791,0,99,104000001,70212,3000,0
792,0,99,104000002,70212,6000,0
793,0,99,104000003,70212,6000,0
794,0,99,104000004,70212,6000,0
795,0,99,104000005,70212,6000,0
796,0,99,104000006,70212,6000,0
