id,copy_id,object_id,profession,bind,rank,number
244,70132,173304007,0,1,1,10
245,70133,173309003,0,1,1,4
246,70133,173304007,0,1,1,10
247,70134,173309003,0,1,1,4
248,70134,173304007,0,1,1,10
249,70135,173309003,0,1,1,4
250,70135,173304007,0,1,1,10
251,70136,173309003,0,1,1,4
252,70136,173304007,0,1,1,10
253,70137,173309003,0,1,1,4
254,70137,173304007,0,1,1,10
255,70138,173309003,0,1,1,4
256,70138,173304007,0,1,1,10
257,70139,173309003,0,1,1,4
258,70139,173304007,0,1,1,10
259,70140,173309003,0,1,1,4
260,70140,173304007,0,1,1,10
261,20601,183366001,0,1,1,-1
262,20601,215500001,0,2,2,-1
263,20602,183366001,0,1,1,-1
264,20602,215500001,0,2,2,-1
265,20603,183366001,0,1,1,-1
266,20603,215500001,0,2,2,-1
267,20604,183366001,0,1,1,-1
268,20604,215500001,0,2,2,-1
269,30301,183366001,0,1,1,-1
270,30301,215500001,0,2,2,-1
271,30302,183366001,0,1,1,-1
272,30302,215500001,0,2,2,-1
273,30303,183366001,0,1,1,-1
274,30303,215500001,0,2,2,-1
275,30304,183366001,0,1,1,-1
276,30304,215500001,0,2,2,-1
277,40201,183364003,0,1,1,-1
278,40201,215500001,0,2,2,-1
279,40202,183364003,0,1,1,-1
280,40202,215500001,0,2,2,-1
281,40203,183364002,0,1,1,-1
282,40203,183364003,0,1,2,-1
283,40203,215500001,0,2,3,-1
284,40204,183364002,0,1,1,-1
285,40204,183364003,0,1,2,-1
286,40204,215500001,0,2,3,-1
287,40301,183371008,0,1,1,-1
288,40301,183371010,0,1,2,-1
289,40301,215500001,0,2,3,-1
290,40302,183371008,0,1,1,-1
291,40302,183371010,0,1,2,-1
292,40302,215500001,0,2,3,-1
293,40303,183371008,0,1,1,-1
294,40303,183371010,0,1,2,-1
295,40303,215500001,0,2,3,-1
296,40304,182371007,0,1,1,-1
297,40304,183371008,0,1,2,-1
298,40304,183371010,0,1,3,-1
299,40304,173304007,0,2,4,-1
300,80444,183364003,0,1,1,-1
301,80444,184370009,0,1,2,-1
302,80444,173310001,0,1,3,-1
303,80444,215514001,0,2,4,-1
304,80445,183364003,0,1,1,-1
305,80445,184370009,0,1,2,-1
306,80445,173310001,0,1,3,-1
307,80445,215514001,0,2,4,-1
308,80446,183364003,0,1,1,-1
309,80446,184370009,0,1,2,-1
310,80446,173310001,0,1,3,-1
311,80446,215514001,0,2,4,-1
312,80447,183364002,0,1,1,-1
313,80447,183370010,0,1,2,-1
314,80447,173310001,0,1,3,-1
315,80447,215514001,0,2,4,-1
316,80448,183364002,0,1,1,-1
317,80448,183370010,0,1,2,-1
318,80448,173310001,0,1,3,-1
319,80448,215514001,0,2,4,-1
320,20701,182353002,0,1,1,-1
321,20701,224557003,0,2,2,-1
322,20701,223557012,0,2,3,-1
323,20702,182353002,0,1,1,-1
324,20702,224557003,0,2,2,-1
325,20702,224557004,0,2,3,-1
326,20702,223557013,0,2,4,-1
327,20703,182353002,0,1,1,-1
328,20703,224557004,0,2,2,-1
329,20703,224557005,0,2,3,-1
330,20703,223557014,0,2,4,-1
331,20704,182353002,0,1,1,-1
332,20704,224557005,0,2,2,-1
333,20704,224557006,0,2,3,-1
334,20704,223557015,0,2,4,-1
335,20801,182353001,0,1,1,-1
336,20801,182353002,0,1,2,-1
337,20801,224557004,0,2,3,-1
338,20801,224557005,0,2,4,-1
339,20801,223557014,0,2,5,-1
340,20802,182353001,0,1,1,-1
341,20802,182353002,0,1,2,-1
342,20802,224557005,0,2,3,-1
343,20802,224557006,0,2,4,-1
344,20802,223557015,0,2,5,-1
345,20803,182353001,0,1,1,-1
346,20803,182353002,0,1,2,-1
347,20803,224557006,0,2,3,-1
348,20803,224557007,0,2,4,-1
349,20803,223557016,0,2,5,-1
350,20804,182353001,0,1,1,-1
351,20804,182353002,0,1,2,-1
352,20804,224557007,0,2,3,-1
353,20804,224557008,0,2,4,-1
354,20804,223557017,0,2,5,-1
355,21001,183390002,0,1,1,-1
356,21001,184390001,0,1,2,-1
357,21001,175306024,0,1,3,-1
358,21001,176306025,0,1,4,-1
359,21001,183359001,0,1,5,-1
360,21002,183390002,0,1,1,-1
361,21002,184390001,0,1,2,-1
362,21002,174306023,0,1,3,-1
363,21002,175306024,0,1,4,-1
364,21002,176306025,0,1,5,-1
365,21002,183359001,0,1,6,-1
366,21003,183390002,0,1,1,-1
367,21003,184390001,0,1,2,-1
368,21003,174306023,0,1,3,-1
369,21003,175306024,0,1,4,-1
370,21003,176306025,0,1,5,-1
371,21003,183359001,0,1,6,-1
372,21004,183390002,0,1,1,-1
373,21004,184390001,0,1,2,-1
374,21004,174306023,0,1,3,-1
375,21004,175306024,0,1,4,-1
376,21004,176306025,0,1,5,-1
377,21004,183359001,0,1,6,-1
378,20901,183391002,0,1,1,-1
379,20901,184391001,0,1,2,-1
380,20901,183351001,0,1,3,-1
381,20902,183391002,0,1,1,-1
382,20902,184391001,0,1,2,-1
383,20902,183351001,0,1,3,-1
384,20903,183391002,0,1,1,-1
385,20903,184391001,0,1,2,-1
386,20903,183351001,0,1,3,-1
387,20904,183391002,0,1,1,-1
388,20904,184391001,0,1,2,-1
389,20904,183351001,0,1,3,-1
390,21101,215500001,0,2,1,-1
391,21102,215500001,0,2,1,-1
392,21103,215500001,0,2,1,-1
393,21104,215500001,0,2,1,-1
