id,bag_id,objectid,bind,percent,mix,max,step
87,10003,144155330,2,17,1,1,1
88,10003,144156330,2,20,1,1,1
89,10003,144156130,2,20,1,1,1
90,10003,144156230,2,20,1,1,1
91,10003,144157130,2,17,1,1,1
92,10003,144157330,2,17,1,1,1
93,10003,144157230,2,17,1,1,1
94,10003,144158130,2,13,1,1,1
95,10003,144158330,2,13,1,1,1
96,10003,144158230,2,13,1,1,1
97,10003,144159130,2,17,1,1,1
98,10003,144159230,2,17,1,1,1
99,10003,144159330,2,17,1,1,1
100,10003,144160130,2,17,1,1,1
101,10003,144160330,2,17,1,1,1
102,10003,144160230,2,17,1,1,1
103,10003,144161230,2,6,1,1,1
104,10003,144161130,2,6,1,1,1
105,10003,144161330,2,6,1,1,1
106,10003,144162330,2,13,1,1,1
107,10003,144162230,2,13,1,1,1
108,10003,144162130,2,13,1,1,1
109,10004,144151330,2,27,1,1,1
110,10004,144151130,2,27,1,1,1
111,10004,144151230,2,27,1,1,1
112,10004,144152330,2,10,1,1,1
113,10004,144152230,2,10,1,1,1
114,10004,144152130,2,10,1,1,1
115,10004,144153330,2,23,1,1,1
116,10004,144153130,2,23,1,1,1
117,10004,144153230,2,23,1,1,1
118,10004,144154230,2,17,1,1,1
119,10004,144154130,2,17,1,1,1
120,10004,144154330,2,17,1,1,1
121,10004,144155130,2,23,1,1,1
122,10004,144155230,2,23,1,1,1
123,10004,144155330,2,23,1,1,1
124,10004,144156330,2,27,1,1,1
125,10004,144156130,2,27,1,1,1
126,10004,144156230,2,27,1,1,1
127,10004,144157130,2,23,1,1,1
128,10004,144157330,2,23,1,1,1
129,10004,144157230,2,23,1,1,1
130,10004,144158130,2,20,1,1,1
131,10004,144158330,2,20,1,1,1
132,10004,144158230,2,20,1,1,1
133,10004,144159130,2,23,1,1,1
134,10004,144159230,2,23,1,1,1
135,10004,144159330,2,23,1,1,1
136,10004,144160130,2,23,1,1,1
137,10004,144160330,2,23,1,1,1
138,10004,144160230,2,23,1,1,1
139,10004,144161230,2,10,1,1,1
140,10004,144161130,2,10,1,1,1
141,10004,144161330,2,10,1,1,1
142,10004,144162330,2,17,1,1,1
143,10004,144162230,2,17,1,1,1
144,10004,144162130,2,17,1,1,1
145,10005,144151340,2,7,1,1,1
146,10005,144151140,2,7,1,1,1
147,10005,144151240,2,7,1,1,1
148,10005,144152240,2,3,1,1,1
149,10005,144152340,2,3,1,1,1
150,10005,144152140,2,3,1,1,1
151,10005,144153340,2,7,1,1,1
152,10005,144153240,2,7,1,1,1
153,10005,144153140,2,7,1,1,1
154,10005,144154240,2,3,1,1,1
155,10005,144154140,2,3,1,1,1
156,10005,144154340,2,3,1,1,1
157,10005,144155140,2,7,1,1,1
158,10005,144155240,2,7,1,1,1
159,10005,144155340,2,7,1,1,1
160,10005,144156340,2,7,1,1,1
161,10005,144156140,2,7,1,1,1
162,10005,144156240,2,7,1,1,1
163,10005,144157140,2,7,1,1,1
164,10005,144157340,2,7,1,1,1
165,10005,144157240,2,7,1,1,1
166,10005,144158240,2,7,1,1,1
167,10005,144158140,2,7,1,1,1
168,10005,144158340,2,7,1,1,1
169,10005,144159340,2,7,1,1,1
170,10005,144159240,2,7,1,1,1
171,10005,144159140,2,7,1,1,1
172,10005,144160140,2,6,1,1,1
173,10005,144160340,2,6,1,1,1
174,10005,144160240,2,6,1,1,1
175,10005,144161240,2,3,1,1,1
176,10005,144161140,2,3,1,1,1
177,10005,144161340,2,3,1,1,1
178,10005,144162140,2,3,1,1,1
179,10005,144162340,2,3,1,1,1
180,10005,144162240,2,3,1,1,1
181,10006,144151340,2,10,1,1,1
182,10006,144151140,2,10,1,1,1
183,10006,144151240,2,10,1,1,1
184,10006,144152240,2,3,1,1,1
185,10006,144152340,2,3,1,1,1
186,10006,144152140,2,3,1,1,1
187,10006,144153340,2,10,1,1,1
188,10006,144153240,2,10,1,1,1
189,10006,144153140,2,10,1,1,1
190,10006,144154240,2,7,1,1,1
191,10006,144154140,2,7,1,1,1
192,10006,144154340,2,7,1,1,1
193,10006,144155140,2,10,1,1,1
194,10006,144155240,2,10,1,1,1
195,10006,144155340,2,10,1,1,1
196,10006,144156340,2,10,1,1,1
197,10006,144156140,2,10,1,1,1
198,10006,144156240,2,10,1,1,1
199,10006,144157140,2,10,1,1,1
200,10006,144157340,2,10,1,1,1
201,10006,144157240,2,10,1,1,1
202,10006,144158240,2,7,1,1,1
203,10006,144158140,2,7,1,1,1
204,10006,144158340,2,7,1,1,1
205,10006,144159340,2,10,1,1,1
206,10006,144159240,2,10,1,1,1
207,10006,144159140,2,10,1,1,1
208,10006,144160140,2,10,1,1,1
209,10006,144160340,2,10,1,1,1
210,10006,144160240,2,10,1,1,1
211,10006,144161240,2,3,1,1,1
212,10006,144161140,2,3,1,1,1
213,10006,144161340,2,3,1,1,1
214,10006,144162140,2,7,1,1,1
215,10006,144162340,2,7,1,1,1
216,10006,144162240,2,7,1,1,1
217,10007,144151340,2,13,1,1,1
218,10007,144151140,2,13,1,1,1
219,10007,144151240,2,13,1,1,1
220,10007,144152240,2,6,1,1,1
221,10007,144152340,2,6,1,1,1
222,10007,144152140,2,6,1,1,1
223,10007,144153340,2,13,1,1,1
224,10007,144153240,2,13,1,1,1
225,10007,144153140,2,13,1,1,1
226,10007,144154240,2,10,1,1,1
227,10007,144154140,2,10,1,1,1
228,10007,144154340,2,10,1,1,1
229,10007,144155140,2,13,1,1,1
230,10007,144155240,2,13,1,1,1
231,10007,144155340,2,13,1,1,1
232,10007,144156340,2,13,1,1,1
233,10007,144156140,2,13,1,1,1
234,10007,144156240,2,13,1,1,1
235,10007,144157140,2,13,1,1,1
236,10007,144157340,2,13,1,1,1
237,10007,144157240,2,13,1,1,1
238,10007,144158240,2,10,1,1,1
239,10007,144158140,2,10,1,1,1
240,10007,144158340,2,10,1,1,1
241,10007,144159340,2,13,1,1,1
242,10007,144159240,2,13,1,1,1
243,10007,144159140,2,13,1,1,1
244,10007,144160140,2,13,1,1,1
245,10007,144160340,2,13,1,1,1
246,10007,144160240,2,13,1,1,1
247,10007,144161240,2,3,1,1,1
248,10007,144161140,2,3,1,1,1
249,10007,144161340,2,3,1,1,1
250,10007,144162140,2,10,1,1,1
251,10007,144162340,2,10,1,1,1
252,10007,144162240,2,10,1,1,1
253,10008,144151340,2,20,1,1,1
254,10008,144151140,2,20,1,1,1
255,10008,144151240,2,20,1,1,1
256,10008,144152240,2,6,1,1,1
257,10008,144152340,2,6,1,1,1
258,10008,144152140,2,6,1,1,1
259,10008,144153340,2,17,1,1,1
260,10008,144153240,2,17,1,1,1
261,10008,144153140,2,17,1,1,1
262,10008,144154240,2,10,1,1,1
263,10008,144154140,2,10,1,1,1
264,10008,144154340,2,10,1,1,1
265,10008,144155140,2,17,1,1,1
266,10008,144155240,2,17,1,1,1
267,10008,144155340,2,17,1,1,1
268,10008,144156340,2,20,1,1,1
269,10008,144156140,2,20,1,1,1
270,10008,144156240,2,20,1,1,1
271,10008,144157140,2,17,1,1,1
272,10008,144157340,2,17,1,1,1
273,10008,144157240,2,17,1,1,1
274,10008,144158240,2,13,1,1,1
275,10008,144158140,2,13,1,1,1
276,10008,144158340,2,13,1,1,1
277,10008,144159340,2,17,1,1,1
278,10008,144159240,2,17,1,1,1
279,10008,144159140,2,17,1,1,1
280,10008,144160140,2,17,1,1,1
281,10008,144160340,2,17,1,1,1
282,10008,144160240,2,17,1,1,1
283,10008,144161240,2,6,1,1,1
284,10008,144161140,2,6,1,1,1
285,10008,144161340,2,6,1,1,1
286,10008,144162140,2,10,1,1,1
287,10008,144162340,2,10,1,1,1
288,10008,144162240,2,10,1,1,1
289,10009,144151340,2,23,1,1,1
290,10009,144151140,2,23,1,1,1
291,10009,144151240,2,23,1,1,1
292,10009,144152240,2,10,1,1,1
293,10009,144152340,2,10,1,1,1
294,10009,144152140,2,10,1,1,1
295,10009,144153340,2,20,1,1,1
296,10009,144153240,2,20,1,1,1
297,10009,144153140,2,20,1,1,1
298,10009,144154240,2,13,1,1,1
299,10009,144154140,2,13,1,1,1
300,10009,144154340,2,13,1,1,1
301,10009,144155140,2,20,1,1,1
302,10009,144155240,2,20,1,1,1
303,10009,144155340,2,20,1,1,1
304,10009,144156340,2,23,1,1,1
305,10009,144156140,2,23,1,1,1
306,10009,144156240,2,23,1,1,1
307,10009,144157140,2,20,1,1,1
308,10009,144157340,2,20,1,1,1
309,10009,144157240,2,20,1,1,1
310,10009,144158240,2,17,1,1,1
311,10009,144158140,2,17,1,1,1
312,10009,144158340,2,17,1,1,1
313,10009,144159340,2,20,1,1,1
314,10009,144159240,2,20,1,1,1
315,10009,144159140,2,20,1,1,1
316,10009,144160140,2,20,1,1,1
317,10009,144160340,2,20,1,1,1
318,10009,144160240,2,20,1,1,1
319,10009,144161240,2,7,1,1,1
320,10009,144161140,2,7,1,1,1
321,10009,144161340,2,7,1,1,1
322,10009,144162140,2,13,1,1,1
323,10009,144162340,2,13,1,1,1
324,10009,144162240,2,13,1,1,1
325,10010,144151250,2,6,1,1,1
326,10010,144151350,2,6,1,1,1
327,10010,144151150,2,6,1,1,1
328,10010,144152150,2,3,1,1,1
329,10010,144152250,2,3,1,1,1
330,10010,144152350,2,3,1,1,1
331,10010,144153250,2,7,1,1,1
332,10010,144153350,2,7,1,1,1
333,10010,144153150,2,7,1,1,1
334,10010,144154250,2,3,1,1,1
335,10010,144154350,2,3,1,1,1
336,10010,144154150,2,3,1,1,1
337,10010,144155150,2,7,1,1,1
338,10010,144155250,2,7,1,1,1
339,10010,144155350,2,7,1,1,1
340,10010,144156350,2,7,1,1,1
341,10010,144156150,2,7,1,1,1
342,10010,144156250,2,7,1,1,1
343,10010,144157150,2,7,1,1,1
344,10010,144157350,2,7,1,1,1
345,10010,144157250,2,7,1,1,1
346,10010,144158250,2,3,1,1,1
347,10010,144158150,2,3,1,1,1
348,10010,144158350,2,3,1,1,1
349,10010,144159250,2,7,1,1,1
350,10010,144159350,2,7,1,1,1
351,10010,144159150,2,7,1,1,1
352,10010,144160150,2,7,1,1,1
353,10010,144160350,2,7,1,1,1
354,10010,144160250,2,7,1,1,1
355,10010,144161250,2,3,1,1,1
356,10010,144161350,2,3,1,1,1
357,10010,144161150,2,3,1,1,1
358,10010,144162350,2,3,1,1,1
359,10010,144162250,2,3,1,1,1
360,10010,144162150,2,3,1,1,1
361,10011,144151250,2,6,1,1,1
362,10011,144151350,2,6,1,1,1
363,10011,144151150,2,6,1,1,1
364,10011,144152150,2,3,1,1,1
365,10011,144152250,2,3,1,1,1
366,10011,144152350,2,3,1,1,1
367,10011,144153250,2,6,1,1,1
368,10011,144153350,2,6,1,1,1
369,10011,144153150,2,6,1,1,1
370,10011,144154250,2,6,1,1,1
371,10011,144154350,2,6,1,1,1
372,10011,144154150,2,6,1,1,1
373,10011,144155150,2,7,1,1,1
374,10011,144155250,2,7,1,1,1
375,10011,144155350,2,7,1,1,1
376,10011,144156350,2,7,1,1,1
377,10011,144156150,2,7,1,1,1
378,10011,144156250,2,7,1,1,1
379,10011,144157150,2,7,1,1,1
380,10011,144157350,2,7,1,1,1
381,10011,144157250,2,7,1,1,1
382,10011,144158250,2,7,1,1,1
383,10011,144158150,2,7,1,1,1
384,10011,144158350,2,7,1,1,1
385,10011,144159250,2,7,1,1,1
386,10011,144159350,2,7,1,1,1
387,10011,144159150,2,7,1,1,1
388,10011,144160150,2,7,1,1,1
389,10011,144160350,2,7,1,1,1
390,10011,144160250,2,7,1,1,1
391,10011,144161250,2,3,1,1,1
392,10011,144161350,2,3,1,1,1
393,10011,144161150,2,3,1,1,1
394,10011,144162350,2,7,1,1,1
395,10011,144162250,2,7,1,1,1
396,10011,144162150,2,7,1,1,1
397,10012,143151330,2,1689,1,1,1
398,10012,143151230,2,1689,1,1,1
399,10012,143151130,2,1689,1,1,1
400,10012,143152130,2,704,1,1,1
401,10012,143152230,2,704,1,1,1
402,10012,143152330,2,704,1,1,1
403,10012,143153330,2,1408,1,1,1
404,10012,143153130,2,1408,1,1,1
405,10012,143153230,2,1408,1,1,1
406,10012,143154330,2,1056,1,1,1
407,10012,143154230,2,1056,1,1,1
408,10012,143154130,2,1056,1,1,1
409,10012,143155230,2,1408,1,1,1
410,10012,143155130,2,1408,1,1,1
411,10012,143155330,2,1408,1,1,1
412,10012,143156230,2,1689,1,1,1
413,10012,143156330,2,1689,1,1,1
414,10012,143156130,2,1689,1,1,1
415,10012,143157230,2,1408,1,1,1
416,10012,143157130,2,1408,1,1,1
417,10012,143157330,2,1408,1,1,1
418,10012,143158230,2,1204,1,1,1
419,10012,143158130,2,1204,1,1,1
420,10012,143158330,2,1204,1,1,1
421,10012,143159130,2,1408,1,1,1
422,10012,143159230,2,1408,1,1,1
423,10012,143159330,2,1408,1,1,1
424,10012,143160330,2,1408,1,1,1
425,10012,143160230,2,1408,1,1,1
426,10012,143160130,2,1408,1,1,1
427,10012,143161230,2,563,1,1,1
428,10012,143161330,2,563,1,1,1
429,10012,143161130,2,563,1,1,1
430,10012,143162330,2,1056,1,1,1
431,10012,143162230,2,1056,1,1,1
432,10012,143162130,2,1056,1,1,1
433,10012,143151240,2,1126,1,1,1
434,10012,143151340,2,1126,1,1,1
435,10012,143151140,2,1126,1,1,1
436,10012,143152140,2,469,1,1,1
437,10012,143152340,2,469,1,1,1
438,10012,143152240,2,469,1,1,1
439,10012,143153340,2,939,1,1,1
440,10012,143153140,2,939,1,1,1
441,10012,143153240,2,939,1,1,1
442,10012,143154240,2,704,1,1,1
443,10012,143154140,2,704,1,1,1
444,10012,143154340,2,704,1,1,1
445,10012,143155340,2,939,1,1,1
446,10012,143155240,2,939,1,1,1
447,10012,143155140,2,939,1,1,1
448,10012,143156340,2,1126,1,1,1
449,10012,143156240,2,1126,1,1,1
450,10012,143156140,2,1126,1,1,1
451,10012,143157240,2,939,1,1,1
452,10012,143157140,2,939,1,1,1
453,10012,143157340,2,939,1,1,1
454,10012,143158240,2,802,1,1,1
455,10012,143158140,2,802,1,1,1
456,10012,143158340,2,802,1,1,1
457,10012,143159140,2,939,1,1,1
458,10012,143159240,2,939,1,1,1
459,10012,143159340,2,939,1,1,1
460,10012,143160340,2,939,1,1,1
461,10012,143160240,2,939,1,1,1
462,10012,143160140,2,939,1,1,1
463,10012,143161240,2,375,1,1,1
464,10012,143161340,2,375,1,1,1
465,10012,143161140,2,375,1,1,1
466,10012,143162340,2,704,1,1,1
467,10012,143162240,2,704,1,1,1
468,10012,143162140,2,704,1,1,1
469,10012,144151330,2,939,2,2,1
470,10012,144151130,2,939,2,2,1
471,10012,144151230,2,939,2,2,1
472,10012,144152330,2,391,2,2,1
473,10012,144152230,2,391,2,2,1
474,10012,144152130,2,391,2,2,1
475,10012,144153330,2,782,2,2,1
476,10012,144153130,2,782,2,2,1
477,10012,144153230,2,782,2,2,1
478,10012,144154230,2,587,2,2,1
479,10012,144154130,2,587,2,2,1
480,10012,144154330,2,587,2,2,1
481,10012,144155130,2,782,2,2,1
482,10012,144155230,2,782,2,2,1
483,10012,144155330,2,782,2,2,1
484,10012,144156330,2,939,2,2,1
485,10012,144156130,2,939,2,2,1
486,10012,144156230,2,939,2,2,1
487,10012,144157130,2,782,2,2,1
488,10012,144157330,2,782,2,2,1
489,10012,144157230,2,782,2,2,1
490,10012,144158130,2,669,2,2,1
491,10012,144158330,2,669,2,2,1
492,10012,144158230,2,669,2,2,1
493,10012,144159130,2,782,2,2,1
494,10012,144159230,2,782,2,2,1
495,10012,144159330,2,782,2,2,1
496,10012,144160130,2,782,2,2,1
497,10012,144160330,2,782,2,2,1
498,10012,144160230,2,782,2,2,1
499,10012,144161230,2,313,2,2,1
500,10012,144161130,2,313,2,2,1
501,10012,144161330,2,313,2,2,1
502,10012,144162330,2,587,2,2,1
503,10012,144162230,2,587,2,2,1
504,10012,144162130,2,587,2,2,1
505,10013,143151330,2,1502,2,2,1
506,10013,143151230,2,1502,2,2,1
507,10013,143151130,2,1502,2,2,1
508,10013,143152130,2,626,2,2,1
509,10013,143152230,2,626,2,2,1
510,10013,143152330,2,626,2,2,1
511,10013,143153330,2,1251,2,2,1
512,10013,143153130,2,1251,2,2,1
513,10013,143153230,2,1251,2,2,1
514,10013,143154330,2,939,2,2,1
515,10013,143154230,2,939,2,2,1
516,10013,143154130,2,939,2,2,1
517,10013,143155230,2,1251,2,2,1
518,10013,143155130,2,1251,2,2,1
519,10013,143155330,2,1251,2,2,1
520,10013,143156230,2,1502,2,2,1
521,10013,143156330,2,1502,2,2,1
522,10013,143156130,2,1502,2,2,1
523,10013,143157230,2,1251,2,2,1
524,10013,143157130,2,1251,2,2,1
525,10013,143157330,2,1251,2,2,1
526,10013,143158230,2,1070,2,2,1
527,10013,143158130,2,1070,2,2,1
528,10013,143158330,2,1070,2,2,1
529,10013,143159130,2,1251,2,2,1
530,10013,143159230,2,1251,2,2,1
531,10013,143159330,2,1251,2,2,1
532,10013,143160330,2,1251,2,2,1
533,10013,143160230,2,1251,2,2,1
534,10013,143160130,2,1251,2,2,1
535,10013,143161230,2,501,2,2,1
536,10013,143161330,2,501,2,2,1
537,10013,143161130,2,501,2,2,1
538,10013,143162330,2,939,2,2,1
539,10013,143162230,2,939,2,2,1
540,10013,143162130,2,939,2,2,1
541,10013,143151240,2,1314,1,1,1
542,10013,143151340,2,1314,1,1,1
543,10013,143151140,2,1314,1,1,1
544,10013,143152140,2,547,1,1,1
545,10013,143152340,2,547,1,1,1
546,10013,143152240,2,547,1,1,1
547,10013,143153340,2,1095,1,1,1
548,10013,143153140,2,1095,1,1,1
549,10013,143153240,2,1095,1,1,1
550,10013,143154240,2,821,1,1,1
551,10013,143154140,2,821,1,1,1
552,10013,143154340,2,821,1,1,1
553,10013,143155340,2,1095,1,1,1
554,10013,143155240,2,1095,1,1,1
555,10013,143155140,2,1095,1,1,1
556,10013,143156340,2,1314,1,1,1
557,10013,143156240,2,1314,1,1,1
558,10013,143156140,2,1314,1,1,1
559,10013,143157240,2,1095,1,1,1
560,10013,143157140,2,1095,1,1,1
561,10013,143157340,2,1095,1,1,1
562,10013,143158240,2,936,1,1,1
563,10013,143158140,2,936,1,1,1
564,10013,143158340,2,936,1,1,1
565,10013,143159140,2,1095,1,1,1
566,10013,143159240,2,1095,1,1,1
567,10013,143159340,2,1095,1,1,1
568,10013,143160340,2,1095,1,1,1
569,10013,143160240,2,1095,1,1,1
570,10013,143160140,2,1095,1,1,1
571,10013,143161240,2,438,1,1,1
572,10013,143161340,2,438,1,1,1
573,10013,143161140,2,438,1,1,1
574,10013,143162340,2,821,1,1,1
575,10013,143162240,2,821,1,1,1
576,10013,143162140,2,821,1,1,1
577,10013,144151330,2,939,3,3,1
578,10013,144151130,2,939,3,3,1
579,10013,144151230,2,939,3,3,1
580,10013,144152330,2,391,3,3,1
581,10013,144152230,2,391,3,3,1
582,10013,144152130,2,391,3,3,1
583,10013,144153330,2,782,3,3,1
584,10013,144153130,2,782,3,3,1
585,10013,144153230,2,782,3,3,1
586,10013,144154230,2,587,3,3,1
587,10013,144154130,2,587,3,3,1
588,10013,144154330,2,587,3,3,1
589,10013,144155130,2,782,3,3,1
590,10013,144155230,2,782,3,3,1
591,10013,144155330,2,782,3,3,1
592,10013,144156330,2,939,3,3,1
593,10013,144156130,2,939,3,3,1
594,10013,144156230,2,939,3,3,1
595,10013,144157130,2,782,3,3,1
596,10013,144157330,2,782,3,3,1
597,10013,144157230,2,782,3,3,1
598,10013,144158130,2,669,3,3,1
599,10013,144158330,2,669,3,3,1
600,10013,144158230,2,669,3,3,1
601,10013,144159130,2,782,3,3,1
602,10013,144159230,2,782,3,3,1
603,10013,144159330,2,782,3,3,1
604,10013,144160130,2,782,3,3,1
605,10013,144160330,2,782,3,3,1
606,10013,144160230,2,782,3,3,1
607,10013,144161230,2,313,3,3,1
608,10013,144161130,2,313,3,3,1
609,10013,144161330,2,313,3,3,1
610,10013,144162330,2,587,3,3,1
611,10013,144162230,2,587,3,3,1
612,10013,144162130,2,587,3,3,1
613,10014,143151240,2,2065,1,1,1
614,10014,143151340,2,2065,1,1,1
615,10014,143151140,2,2065,1,1,1
616,10014,143152140,2,860,1,1,1
617,10014,143152340,2,860,1,1,1
618,10014,143152240,2,860,1,1,1
619,10014,143153340,2,1721,1,1,1
620,10014,143153140,2,1721,1,1,1
621,10014,143153240,2,1721,1,1,1
622,10014,143154240,2,1290,1,1,1
623,10014,143154140,2,1290,1,1,1
624,10014,143154340,2,1290,1,1,1
625,10014,143155340,2,1721,1,1,1
626,10014,143155240,2,1721,1,1,1
627,10014,143155140,2,1721,1,1,1
628,10014,143156340,2,2065,1,1,1
629,10014,143156240,2,2065,1,1,1
630,10014,143156140,2,2065,1,1,1
631,10014,143157240,2,1721,1,1,1
632,10014,143157140,2,1721,1,1,1
633,10014,143157340,2,1721,1,1,1
634,10014,143158240,2,1471,1,1,1
635,10014,143158140,2,1471,1,1,1
636,10014,143158340,2,1471,1,1,1
637,10014,143159140,2,1721,1,1,1
638,10014,143159240,2,1721,1,1,1
639,10014,143159340,2,1721,1,1,1
640,10014,143160340,2,1721,1,1,1
641,10014,143160240,2,1721,1,1,1
642,10014,143160140,2,1721,1,1,1
643,10014,143161240,2,688,1,1,1
644,10014,143161340,2,688,1,1,1
645,10014,143161140,2,688,1,1,1
646,10014,143162340,2,1290,1,1,1
647,10014,143162240,2,1290,1,1,1
648,10014,143162140,2,1290,1,1,1
649,10014,143151350,2,751,1,1,1
650,10014,143151150,2,751,1,1,1
651,10014,143151250,2,751,1,1,1
652,10014,143152150,2,313,1,1,1
653,10014,143152250,2,313,1,1,1
654,10014,143152350,2,313,1,1,1
655,10014,143153350,2,626,1,1,1
656,10014,143153150,2,626,1,1,1
657,10014,143153250,2,626,1,1,1
658,10014,143154250,2,469,1,1,1
659,10014,143154350,2,469,1,1,1
660,10014,143154150,2,469,1,1,1
661,10014,143155250,2,626,1,1,1
662,10014,143155150,2,626,1,1,1
663,10014,143155350,2,626,1,1,1
664,10014,143156350,2,751,1,1,1
665,10014,143156250,2,751,1,1,1
666,10014,143156150,2,751,1,1,1
667,10014,143157250,2,626,1,1,1
668,10014,143157150,2,626,1,1,1
669,10014,143157350,2,626,1,1,1
670,10014,143158150,2,535,1,1,1
671,10014,143158250,2,535,1,1,1
672,10014,143158350,2,535,1,1,1
673,10014,143159250,2,626,1,1,1
674,10014,143159350,2,626,1,1,1
675,10014,143159150,2,626,1,1,1
676,10014,143160350,2,626,1,1,1
677,10014,143160250,2,626,1,1,1
678,10014,143160150,2,626,1,1,1
679,10014,143161250,2,250,1,1,1
680,10014,143161350,2,250,1,1,1
681,10014,143161150,2,250,1,1,1
682,10014,143162350,2,469,1,1,1
683,10014,143162250,2,469,1,1,1
684,10014,143162150,2,469,1,1,1
685,10014,144151340,2,939,2,2,1
686,10014,144151140,2,939,2,2,1
687,10014,144151240,2,939,2,2,1
688,10014,144152240,2,391,2,2,1
689,10014,144152340,2,391,2,2,1
690,10014,144152140,2,391,2,2,1
691,10014,144153340,2,782,2,2,1
692,10014,144153240,2,782,2,2,1
693,10014,144153140,2,782,2,2,1
694,10014,144154240,2,587,2,2,1
695,10014,144154140,2,587,2,2,1
696,10014,144154340,2,587,2,2,1
697,10014,144155140,2,782,2,2,1
698,10014,144155240,2,782,2,2,1
699,10014,144155340,2,782,2,2,1
700,10014,144156340,2,939,2,2,1
701,10014,144156140,2,939,2,2,1
702,10014,144156240,2,939,2,2,1
703,10014,144157140,2,782,2,2,1
704,10014,144157340,2,782,2,2,1
705,10014,144157240,2,782,2,2,1
706,10014,144158240,2,669,2,2,1
707,10014,144158140,2,669,2,2,1
708,10014,144158340,2,669,2,2,1
709,10014,144159340,2,782,2,2,1
710,10014,144159240,2,782,2,2,1
711,10014,144159140,2,782,2,2,1
712,10014,144160140,2,782,2,2,1
713,10014,144160340,2,782,2,2,1
714,10014,144160240,2,782,2,2,1
715,10014,144161240,2,313,2,2,1
716,10014,144161140,2,313,2,2,1
717,10014,144161340,2,313,2,2,1
718,10014,144162140,2,587,2,2,1
719,10014,144162340,2,587,2,2,1
720,10014,144162240,2,587,2,2,1
721,10015,143151240,2,1877,1,1,1
722,10015,143151340,2,1877,1,1,1
723,10015,143151140,2,1877,1,1,1
724,10015,143152140,2,782,1,1,1
725,10015,143152340,2,782,1,1,1
726,10015,143152240,2,782,1,1,1
727,10015,143153340,2,1564,1,1,1
728,10015,143153140,2,1564,1,1,1
