id,professional,ride_typeid,fashion_typeid,ride_bone,fashion_bone,fashion_position,fashion_rotation,fashion_scale,ride_position,ride_rotation,ride_scale,pose,height,jump_height
29,2,10,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.10016,-0.2850963,0),(89.60632,89.98805,179.988),(1,1,1),(0,0.67,0),(0,0,0),(1,1,1),1,3.6,(0,2.7,0.9)
30,3,10,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.1,-0.2850963,-0.041),(89.60632,89.98805,179.988),(1,1,1),(0,0.67,0),(0,0,0),(1,1,1),1,3.6,(0,2.9,0.9)
31,1,11,0,Bone001/Bone006/ride,,(1.117,-0.092,0),(81.83273,90,-179.9962),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.6,(0,1.8,0.5)
32,2,11,0,Bone001/Bone006/ride,,(1.24,-0.142,0.006),(81.83,90,-179.9962),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.6,(0,1.43,0.5)
33,3,11,0,Bone001/Bone006/ride,,(1.056,-0.202,-0.047),(81.83,90,-180),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.6,(0,1.8,0.5)
34,1,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(1.193,-0.038,0),(88.93,89.99842,179.9984),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.9,0.8)
35,2,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(1.217,-0.156,0),(87.27135,89.99842,179.9984),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.86,0.7)
36,3,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(1.154,-0.211,-0.025),(85.21,-89.9,0),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.9,0.8)
37,1,13,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(0.922,-0.134,0),(89.63,90,-179.99),(1,1,1),(0,0.67,0),(0,0,0),(1,1,1),1,3.6,(0,2.9,0.9)
38,2,13,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(0.969,-0.1069,0),(89.63,90,179.9),(1,1,1),(0,0.67,0),(0,0,0),(1,1,1),1,3.6,(0,2.7,0.9)
39,3,13,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ride,,(0.915,-0.102,0),(89.63,90,179.99),(1,1,1),(0,0.67,0),(0,0,0),(1,1,1),1,3.6,(0,2.9,0.9)
40,1,14,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.117,-0.096,0),(90,-90.8,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.6,(0,2.13,0.32)
41,2,14,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.163,-0.214,-0.014),(89.21,91.48,-179.59),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.6,(0,2.13,0.32)
42,3,14,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.125,-0.256,0.007),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.6,(0,2.13,0.42)
43,1,15,0,Bip001/Bip001 Pelvis/stlong__Bone018/stlong__ride,,(0.42,-0.349,-0.015),(86.24,-129.86,-39.71),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.36,0.05)
44,2,15,0,Bip001/Bip001 Pelvis/stlong__Bone018/stlong__ride,,(0.583,-0.173,0),(86.24,-129.86,-39.71),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.26,-0.1)
45,3,15,0,Bip001/Bip001 Pelvis/stlong__Bone018/stlong__ride,,(0.545,-0.114,-0.0035),(86.248,-129.8,-39.71),(1,1,1),(0,0.12,0),(0,0,0),(1,1,1),1,3.5,(0,2.46,-0.1)
