id,gmtoolid,classify,monsterid,maxnum,cityid,position,sceneposition
59,1,3,880102,7,10102,(-17.0, 1.8, 35.2),(83,1.8,121.2)
60,1,3,880102,7,10102,(39.5, 3.6, -39.2),(139.5,3.6,46.8)
61,1,3,880202,7,10102,(16.4, 3.6, -36.6),(116.4,3.6,49.4)
62,1,3,880202,7,10102,(17.6, 3.6, -61.2),(117.6,3.6,24.8)
63,1,3,880302,7,10102,(-18.2, 1.5, -50.5),(81.8,1.5,35.5)
64,1,3,880302,7,10102,(-28.7, 1.5, -46.5),(71.3,1.5,39.5)
65,1,3,880302,7,10102,(-66.0, 1.5, -51.9),(34,1.5,34.1)
66,1,3,880103,3,10102,(47.8, 3.6, -37.3),(147.8,3.6,48.7)
67,1,3,880303,3,10102,(-8.4, 1.8, 20.5),(91.6,1.8,106.5)
68,1,3,880103,3,10102,(49.2, 1.8, 17.6),(149.2,1.8,103.6)
69,1,3,880203,3,10102,(16.6, 3.6, -19.9),(116.6,3.6,66.1)
70,1,3,880303,3,10102,(-61.2, 1.3, 0.1),(38.8,1.3,86.1)
