id,systemid,limit_level,name,describe,icon,taskid,title,state,window,head,shield,improve,button,path
20,107014000,3056,神器五,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
21,107024000,3056,神器五,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
22,107015000,3056,神器六,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
23,107025000,3056,神器六,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
24,107016000,3056,神器七,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
25,107026000,3056,神器七,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
26,107017000,3056,神器八,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
27,107027000,3056,神器八,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
28,107018000,3056,神器九,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
29,107028000,3056,神器九,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
30,107019000,3056,神器十,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
31,107029000,3056,神器十,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
32,108000000,40,神兵,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
33,108010000,40,神兵一,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
34,108020000,1050,神兵二,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
35,108030000,2048,神兵三,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
36,108040000,2048,神兵四,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
37,108050000,2048,神兵五,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
38,109000000,2053,领域,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
39,109010000,2053,领域一,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
40,109020000,2053,领域二,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
41,109030000,2053,领域三,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
42,109040000,2053,领域四,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
43,109050000,2053,领域五,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
44,109060000,2053,领域-丹药,,-1,-1,-1,-1,-1,1,1,,,UI_Player/UI_Player
45,110000000,1,背包系统,,10041,-1,20041,-1,-1,1,0,,,UI_Package/Package
46,111000000,1,背包,,10041,-1,-1,-1,-1,1,0,,,UI_Package/Package
47,112000000,-1,合成,,10041,100000060,-1,3,-1,1,1,,,UI_Package/Package
48,112010000,30,合成-锻造材料,,-1,-1,-1,-1,-1,1,0,,,UI_Package/Package
49,112011000,30,合成-宝石,,-1,-1,-1,-1,-1,1,0,,,UI_Package/Package
50,112012000,30,合成-伙伴,,-1,-1,-1,-1,-1,1,0,,,UI_Package/Package
51,112013000,30,合成-炎玉,,-1,-1,-1,-1,-1,1,0,,,UI_Package/Package
52,113000000,-1,分解,1.装备分解时保底获得绑定铜钱。\n2.有气运值的装备可分解出绑定的气运油。\n3.紫、橙、红色装备可分解出绑定的升阶石，有几率分解出橙色精炼石，40级以上橙、红色装备必定分解出橙色精炼石，绑定的装备分解出绑定的橙色精炼石，非绑定的装备分解出非绑定的橙色精炼石。,10041,100000061,-1,3,-1,1,1,,,UI_Package/Package
53,114000000,30,仓库,,10041,-1,-1,-1,-1,1,1,,,UI_Package/Package
54,115000000,31,杂货店,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
55,115010000,31,杂货店-回购,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
56,115011000,31,杂货店-杂货,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
57,115012000,31,杂货店-装备,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
58,116000000,30,兑换商店,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
59,116010000,30,兑换商店-功勋,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
60,116011000,30,兑换商店-声望,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
61,116012000,2047,兑换商店-积分,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
62,116013000,2053,对话商店-荣誉,,-1,-1,-1,-1,-1,1,1,,,UI_Package/Package
63,120000000,-1,锻造系统,,10042,100000041,20042,3,-1,1,1,,,UI_Forging/UI_Forging
64,121000000,-1,强化,1、全身部位强化等级达到18、22、24、26、30、32时角色将获得超炫的光环特效。\n2、已强化的部位即时没有穿戴装备也会提供强化属性。,10042,100000041,20042,3,-1,1,1,,,UI_Forging/UI_Forging
65,121010000,-1,强化-角色,,10042,100000041,20042,3,-1,1,1,,,UI_Forging/UI_Forging
66,121020000,-1,强化-伙伴,,10042,100000041,20042,3,-1,1,1,,,UI_Forging/UI_Forging
67,121030000,-1,强化-神装,,10042,100000041,20042,3,-1,1,1,,,UI_Forging/UI_Forging
68,122000000,-1,升阶,,10042,100000061,-1,3,-1,1,1,,,UI_Forging/UI_Forging
69,122010000,-1,升阶-角色,,10042,100000061,-1,3,-1,1,1,,,UI_Forging/UI_Forging
70,122020000,-1,升阶-伙伴,,10042,100000061,-1,3,-1,1,1,,,UI_Forging/UI_Forging
71,123000000,-1,精炼,1,紫色装备可精炼成为橙色装备\n2,50级以上的橙色装备可精炼成为红色装备,10042,100000063,-1,3,-1,1,1,,,UI_Forging/UI_Forging
72,123010000,-1,精炼-角色,,10042,100000063,-1,3,-1,1,1,,,UI_Forging/UI_Forging
73,123020000,-1,精炼-伙伴,,10042,100000063,-1,3,-1,1,1,,,UI_Forging/UI_Forging
74,124000000,1049,洗炼,1.洗炼时，将随机生成几条属性。\n2.紫色以及紫色品质以上的装备可以洗炼，紫色装备可洗出3条属性，橙色和红色装备可洗出4条属性。\n3.锁定的属性在洗炼时将不会改变。\n4.洗炼进度达到一定值时，可使用至尊洗炼，必定出现紫色属性。,10042,-1,-1,-1,-1,1,1,,,UI_Forging/UI_Forging
75,124010000,1049,批量洗炼,,-1,-1,-1,-1,-1,1,1,,,UI_Forging/UI_Forging
76,124020000,1049,洗炼-角色,,-1,-1,-1,-1,-1,1,1,,,UI_Forging/UI_Forging
77,124030000,1049,洗炼-伙伴,,-1,-1,-1,-1,-1,1,1,,,UI_Forging/UI_Forging
78,124040000,1049,洗炼-神兽,,-1,-1,-1,-1,-1,1,1,,,UI_Forging/UI_Forging
79,125000000,-1,镶嵌,1.每件装备可镶嵌10颗宝石，宝石增加人物属性。\n2.强化等级达到24、27、30开启的镶嵌孔为特殊孔，可镶嵌任意类型的宝石。\n3.已镶嵌的装备被爆落时，宝石将通过邮件返还。\n4.4颗同类型的低阶宝石可合成一颗高一级的同类型宝石。\n5.从宝石栏拖动宝石到镶嵌孔可镶嵌或替换已镶嵌的宝石。\n6.可合成高级宝石时点击升级直接消耗低级宝石升级已镶嵌的宝石。,10042,100000122,20042,2,-1,1,1,,,UI_Forging/UI_Forging
80,125010000,-1,镶嵌-角色,,10042,100000122,20042,2,-1,1,1,,,UI_Forging/UI_Forging
81,125020000,-1,镶嵌-伙伴,,10042,100000122,20042,2,-1,1,1,,,UI_Forging/UI_Forging
82,125030000,-1,镶嵌-神兽,,10042,100000122,20042,2,-1,1,1,,,UI_Forging/UI_Forging
83,126000000,-1,传承,1.旧装备的洗炼属性、气运值将100%转移至新装备上。\n2.参与传承的旧装备和新装备必须是同部位且同职业。\n3.可手动勾选需要传承的属性。\n4.20级以上(包括20级)的装备可进行传承。,10042,100000064,-1,3,-1,1,1,,,UI_Forging/UI_Forging
84,130000000,1,外观系统,,10049,-1,20049,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
85,131000000,1,外观,,10049,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
86,131010000,-1,坐骑,,10057,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
87,131010100,-1,坐骑,,10057,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
88,131010200,-1,外观-骑装,1.所有坐骑共用一套骑装。\n2.身上穿齐8件骑装时会激活套装属性，激活品质的套装属性以身上最低品质的骑装决定。,-1,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
89,131010201,-1,外观-骑装合成,1.5件相同品质的骑装，可合成1件高一级的骑装。\n2.合成出来的骑装部位随机。\n3.当有绑定骑装作为材料，则合成的骑装也绑定。\n4.红色品质的骑装，只能合成出红色品质的其他部位。,-1,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
90,131010202,-1,骑装,,-1,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
91,131010300,-1,坐骑-丹药,,-1,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
92,131020000,-1,伙伴,,10054,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
93,131020100,-1,伙伴信息,,-1,100000011,-1,3,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
94,131020200,-1,伙伴成长,,10054,100000102,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
95,131020300,-1,伙伴灵修,,10054,100000104,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
96,131020400,-1,伙伴融魂,,10054,100000101,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
97,131020500,1050,伙伴守护,,10054,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
98,131020600,-1,伙伴功法,,10054,100000111,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
99,131020601,-1,功法合成,1.合成需要消耗同等级的功法书作为材料。\n2.与合成目标相同的功法书不能作为合成材料。\n3.低级、中级功法不可以合成。,-1,100000111,-1,3,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
100,131020700,-1,伙伴装备,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
101,131020701,-1,伙伴装备1,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
102,131020702,-1,伙伴装备2,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
103,131020703,-1,伙伴装备3,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
104,131020704,-1,伙伴装备4,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
105,131020705,-1,伙伴装备5,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
106,131020706,-1,伙伴装备6,,-1,100000011,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
107,131030000,1,羽翼,,10059,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
108,131030100,1,神羽-丹药,,-1,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
109,131030200,1,神羽,,-1,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
110,131040000,1,称号,,10053,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
111,131050000,1047,玄兵,,10056,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
112,131050300,1047,玄兵激活,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
113,131050301,1047,玄兵一激活,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
114,131050302,1047,玄兵二激活,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
115,131050303,1047,玄兵三激活,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
116,131050100,1047,外观-玄兵-淬炼,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
117,131050101,1047,玄兵一-淬炼,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
118,131050102,1047,玄兵二-淬炼,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
119,131050103,1047,玄兵三-淬炼,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
120,131050200,1047,外观-玄兵-注灵,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
121,131050201,1047,玄兵一-注灵,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
122,131050202,1047,玄兵二-注灵,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
123,131050203,1047,玄兵三-注灵,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
124,131050400,1047,法宝-丹药,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
125,131060000,36,足迹,,10118,-1,20118,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
126,131060100,36,足迹-丹药,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
127,131060200,36,足迹,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
128,131060300,36,足迹预览,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
129,131070000,3051,仙器,,10117,-1,20117,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
130,131070100,3051,仙器,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
131,131070300,3051,仙器预览,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
132,131070200,3051,仙器-丹药,,-1,-1,-1,-1,-1,1,0,,,UI_WaiGuan/UI_WaiGuan
133,132000000,1,幻化,,10055,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
134,132010000,1,幻化-时装,,10055,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
135,132020000,1,幻化-武器,,10052,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
136,132030000,-1,幻化-坐骑,,10058,100000030,-1,3,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
137,132040000,36,幻化-足迹,,-1,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
138,132050000,3052,幻化-仙器,,-1,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
139,132060000,1,幻化-神羽,,10059,-1,-1,-1,-1,1,1,,,UI_WaiGuan/UI_WaiGuan
140,140000000,1,邮件,,10050,-1,20050,-1,-1,1,0,,,UI_SheJiao/UI_Email
141,141000000,1,全部邮件,,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_Email
142,150000000,1,设置系统,,10047,-1,20047,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
143,151000000,1,性能设置,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
144,152000000,1,小助手,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
145,152010000,1,小助手-我要变强,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
146,152011000,1,小助手-我要经验,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
147,152012000,1,小助手-我要铜钱,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
148,152013000,1,小助手-我要伙伴,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
149,152014000,1,小助手-我要活动,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
150,153000000,1,游戏公告,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
151,154000000,1,挂机设置,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
152,155000000,1,客服,,-1,-1,-1,-1,-1,1,0,,,UI_SystemSet/UI_SystemSet
153,160000000,-1,仙盟系统,,10051,100000067,20037,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
154,161000000,-1,未加入仙盟时的仙盟列表,,-1,100000067,-1,3,-1,1,0,,,UI_XianMeng/UI_XianMeng
155,161010000,-1,仙盟大厅,仙盟介绍说明：\n1.仙盟3日内无成员上线，仙盟会自动解散。\n2.仙盟盟主7日内未上线，会自动转让盟主职位。\n3.仙盟的每日俸禄与仙盟等级相关，仙盟争霸前3名会享受额外加成。\n4.仙盟成员自身获得贡献，仙盟经验会等量增加。,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
156,161010100,-1,其他仙盟,,-1,100000067,-1,3,-1,1,0,,,UI_XianMeng/UI_XianMeng
157,161011000,-1,仙盟商店,,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_xianMengShop
158,161012000,-1,仙盟技能,1.仙盟技能可提升对应的七种属性。\n2.仙盟等级提升1级，技能可学习等级提升2级。\n3.仙盟技能仅会在加入仙盟后才会生效；更换仙盟，已学习的技能仍然生效。,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMengSKill
159,161013000,-1,仙盟仓库,1.仙盟成员可以存放非绑定的装备及各类药品丹药进入仙盟仓库。\n2.盟主和副盟主可以自由取出仓库里的道具。\n3.正副盟主外的其他成员需要通过申请获取道具，得到盟主或副盟主同意后通过邮件获得。\n4.成员每天最多可申请领取20次道具。\n5.仓库容量会随着仙盟等级的提升而增加。,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMengCangKu
160,161014000,35,仙盟守护,仙盟守护规则：\n1.仙盟守护每日可由盟主或副盟主开启一次，开启后倒计时5分钟活动正式开始。\n2.每日0点活动次数重置刷新。\n3.活动开启后，需击杀从3个方向出现的妖魔大军，阻止怪物从传送阵闯入，若怪物闯入数量大于100，活动直接失败。\n4.活动中对怪物造成的伤害会自动转化为活动积分。\n5.活动时间结束时，闯入怪物数量未超过100或击杀场景内所有怪物，则守护成功，仙盟成员可获得大量仙盟贡献奖励。\n6.若守护失败，至少需守护5波以上才可获得奖励。,-1,-1,-1,-1,-1,1,1,,,UI_XianMeng/UI_XianYuShouHu
161,161014010,35,仙盟守护,1、怪物会从3个地点刷新，玩家需要阻止怪物进入地图中央的传送门。\n2、怪物入侵数量达到上限时，守护判定为失败。需要抵御20波的进攻。\n3、对怪物造成的伤害会转化为积分，积分越高奖励越丰厚。,-1,-1,-1,-1,-1,1,0,,,UI_XianMeng/UI_XianYuShouHuMain
162,161015000,10,仙盟运镖,1.仙盟成员均可参加。\n2.活动时间内进入方寸山场景找到三界镖师。\n3.盟主与副盟主可开启本仙盟的运镖。\n4.抢夺其他仙盟镖车可获得积分，活动结束时，仙盟根据积分排名获得额外奖励。,-1,-1,-1,-1,-1,1,0,,,UI_XianMeng/UI_XianMengYunBiao
163,161016000,30,仙盟城战,1.仙盟攻城的活动时间为周一、周三、周五的21:00至21:40。新开服三天内不开启城战。若开启活动时仙盟数量不足3个则活动取消。\n2.除了城战前1小时及城战时间内，盟主和副盟主都可以报名攻城。\n3.进攻方目的是要破坏城池大厅内的3处能量水晶，并进入城内密室夺得城主令旗。\n4.防守方则需要守护水晶，或夺得令旗。\n5.夺得城主令旗的仙盟可占有城池，享受大量的福利。,-1,-1,-1,-1,-1,1,1,,,UI_XIanMengChengZhan/UI_XianMengChengZhan
164,161016100,-1,城内商店,,-1,100000067,-1,3,-1,1,0,,,UI_XIanMengChengZhan/UI_ChengNeiShop
165,161017000,-1,仙盟成员,,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
166,161018000,-1,仙盟日志,,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
167,161019000,-1,仙盟争霸1（仙盟中该活动介绍界面）,[0d4795]活动开启：周二、周四、周六21:00-21:30[-][1c252c],仙盟争霸开启[-]\n\n[0d4795]参与条件：[-][1c252c]开启日19:00仙盟战力在排行榜前九位[-]\n\n[0d4795]活动玩法：[-][1c252c]获得资格玩家可在活动时间内进入仙盟争霸战场[-]\n\n          [1c252c]每个战场3个仙盟混战，最终根据战场中获得的[-]\n\n          [1c252c]仙盟资源排行，决出胜者[-],-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
168,161019100,-1,仙盟争霸2（带旗子的界面）,1.仙盟争霸每周二、周四、周六开启，规定截止时间时，仙盟战力排行前9的仙盟获得参赛资格（若少于3个仙盟，活动本周不开启）。\n2.仙盟争霸争夺战分为两轮，第一轮决出3强，第二轮3强对决争夺冠军。\n3.仙盟争霸冠军会获得持续3天的特有称号，前3名仙盟会享受俸禄加成奖励。\n4.仙盟争霸战场中，在中央战场中持续存活和击败敌对玩家，均可获得战场积分。,-1,100000067,-1,3,-1,1,0,,,UI_XianMeng/UI_XianMengZhengBa
169,161020000,-1,申请审核,,-1,100000067,-1,3,-1,1,1,,,UI_XianMeng/UI_XianMeng
170,161021000,30,仙府香炉,1、只要停留在香炉场景内，便可以轻松获得经验。\n2、好好守护仙盟的秘宝香炉！香炉被击破后经验会减少。\n3、尽可能的破坏其他仙盟的香炉获得加成奖励。,-1,-1,-1,-1,-1,1,0,,,UI_XianMeng/UI_XianMengFireRank
171,161022000,-1,封妖大阵,[1c252c]集齐[0D4795]5[-]人可封印一次，完成后每\n人可获得[0D4795]1000[-]点仙盟贡献，仙盟\n会增加与5人所获贡献等值的经\n验。每天最多获得[0D4795]3[-]次奖励。每\n次封印后有冷却时间限制，期\n间可继续参加协助其他人封印，\n但无法获得奖励。[-],10135,100000067,20135,3,-1,1,1,,,UI_XianMeng/UI_FengYinDaYao
172,161023000,2046,吉星高照,,10119,-1,20119,-1,-1,1,0,,,UI_XianMeng/UI_PoundingDrums
173,161024000,30,跨服据点战,,10130,-1,20130,-1,-1,1,0,,,UI_KuaFuJuDianZhan/UI_KuaFuJuDianZhan
174,161024100,30,领取奖励,,-1,-1,-1,-1,-1,1,0,,,UI_KuaFuJuDianZhan/UI_KuaFuJuDianZhan
175,161024200,30,上交据点令,,-1,-1,-1,-1,-1,1,0,,,UI_KuaFuJuDianZhan/UI_KuaFuJuDianZhan
176,161025000,45,仙盟boss,1.对BOSS造成伤害可获得大量仙盟贡献与铜钱奖励。\n2.伤害前10名玩家可额外获得1000点仙盟贡献。\n3.伤害前3名可获得对应的礼盒奖励。\n4.击杀BOSS后，BOSS首级将自动存入仙盟仓库。,10121,-1,20121,-1,-1,1,0,,,UI_XianMeng/UI_XianMengBoss
177,161026000,30,仙盟任务,,10123,-1,20123,-1,-1,1,0,,,UI_XianMeng/UI_XianMengTask
178,170000000,1,社交系统,,10043,-1,20043,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
179,171000000,1,好友,,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
180,171010000,1,好友,当亲密度达到1314时，未婚的双方可组队前往大夏王都找到月老登记结为道侣\n\n亲密度获得途径：\n1、组队前往副本\n2、赠送鲜花(鲜花可在商城购买)\n\n注意：在以下地图击杀对方会减少亲密度：野外地图、大夏王都非安全区域、狱山荒泽、狱山大荒泽、世界牢狱,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
181,171010100,1,赠送鲜花界面,,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/GiveFlowerDialog
182,171020000,1,附近的人,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
183,171030000,1,黑名单,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
184,171040000,1,仇人,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
185,171050000,1,查找好友,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
186,171060000,1,好友管理,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
187,172000000,1049,道侣,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
188,172010000,1049,道侣-没有道侣时的界面,[1c252c]结为道侣的方式：\n1.与想要结为道侣的对象组队。\n2.双方尚未结成道侣，亲密度达到1314，并且都到达30级。\n3.前往大夏王都，找到[-][u][008800]月老[-][/u][1c252c]，并消耗若干绑铜或元宝结为道侣。[-],-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
189,172011000,1049,有道侣时的界面,,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
190,173000000,1044,结义,,-1,-1,-1,-1,-1,1,1,,,UI_SheJiao/UI_SheJiao
191,173010000,1044,结义-没有结义时的界面,[1c252c]结义的方式：\n1.与想要结义的伙伴组队，最多为3人。\n2.队伍成员等级都超过30。\n3.前往大夏王都，找到[-][u][008800]吕洞宾[-][/u][1c252c]，并消耗100元宝进行结义。[-],-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
192,173011000,1044,有结义时的界面,,-1,-1,-1,-1,-1,1,0,,,UI_SheJiao/UI_SheJiao
