id,kind,level,nextlevel,health,attack,defend,crit,toughness,hit,dodge,blood,process
129,2,27,28,31250,0,0,0,0,0,0,0,880
130,2,28,29,33050,0,0,0,0,0,0,0,910
131,2,29,30,34900,0,0,0,0,0,0,0,940
132,2,30,31,36800,0,0,0,0,0,0,0,970
133,2,31,32,38750,0,0,0,0,0,0,0,1000
134,2,32,33,40750,0,0,0,0,0,0,0,1030
135,2,33,34,42800,0,0,0,0,0,0,0,1060
136,2,34,35,44900,0,0,0,0,0,0,0,1090
137,2,35,36,47050,0,0,0,0,0,0,0,1120
138,2,36,37,49250,0,0,0,0,0,0,0,1150
139,2,37,38,51500,0,0,0,0,0,0,0,1180
140,2,38,39,53800,0,0,0,0,0,0,0,1210
141,2,39,40,56150,0,0,0,0,0,0,0,1240
142,2,40,41,58550,0,0,0,0,0,0,0,1270
143,2,41,42,61000,0,0,0,0,0,0,0,1300
144,2,42,43,63500,0,0,0,0,0,0,0,1330
145,2,43,44,66050,0,0,0,0,0,0,0,1360
146,2,44,45,68650,0,0,0,0,0,0,0,1390
147,2,45,46,71300,0,0,0,0,0,0,0,1420
148,2,46,47,74000,0,0,0,0,0,0,0,1450
149,2,47,48,76750,0,0,0,0,0,0,0,1480
150,2,48,49,79550,0,0,0,0,0,0,0,1510
151,2,49,50,82400,0,0,0,0,0,0,0,1540
152,2,50,51,85300,0,0,0,0,0,0,0,1570
153,2,51,52,88250,0,0,0,0,0,0,0,1600
154,2,52,53,91250,0,0,0,0,0,0,0,1630
155,2,53,54,94300,0,0,0,0,0,0,0,1660
156,2,54,55,97400,0,0,0,0,0,0,0,1690
157,2,55,56,100550,0,0,0,0,0,0,0,1720
158,2,56,57,103750,0,0,0,0,0,0,0,1750
159,2,57,58,107000,0,0,0,0,0,0,0,1780
160,2,58,59,110300,0,0,0,0,0,0,0,1810
161,2,59,60,113650,0,0,0,0,0,0,0,1840
162,2,60,61,117050,0,0,0,0,0,0,0,1870
163,2,61,62,120500,0,0,0,0,0,0,0,1900
164,2,62,63,124000,0,0,0,0,0,0,0,1930
165,2,63,64,127550,0,0,0,0,0,0,0,1960
166,2,64,65,131150,0,0,0,0,0,0,0,1990
167,2,65,66,134800,0,0,0,0,0,0,0,2020
168,2,66,67,138500,0,0,0,0,0,0,0,2050
169,2,67,68,142250,0,0,0,0,0,0,0,2080
170,2,68,69,146050,0,0,0,0,0,0,0,2110
171,2,69,70,149900,0,0,0,0,0,0,0,2140
172,2,70,71,153800,0,0,0,0,0,0,0,2170
173,2,71,72,157750,0,0,0,0,0,0,0,2200
174,2,72,73,161750,0,0,0,0,0,0,0,2230
175,2,73,74,165800,0,0,0,0,0,0,0,2260
176,2,74,75,169900,0,0,0,0,0,0,0,2290
177,2,75,76,174050,0,0,0,0,0,0,0,2320
178,2,76,77,178250,0,0,0,0,0,0,0,2350
179,2,77,78,182500,0,0,0,0,0,0,0,2380
180,2,78,79,186800,0,0,0,0,0,0,0,2410
181,2,79,80,191150,0,0,0,0,0,0,0,2440
182,2,80,81,195550,0,0,0,0,0,0,0,2470
183,2,81,82,200000,0,0,0,0,0,0,0,2500
184,2,82,83,204500,0,0,0,0,0,0,0,2530
185,2,83,84,209050,0,0,0,0,0,0,0,2560
186,2,84,85,213650,0,0,0,0,0,0,0,2590
187,2,85,86,218300,0,0,0,0,0,0,0,2620
188,2,86,87,223000,0,0,0,0,0,0,0,2650
189,2,87,88,227750,0,0,0,0,0,0,0,2680
190,2,88,89,232550,0,0,0,0,0,0,0,2710
191,2,89,90,237400,0,0,0,0,0,0,0,2740
192,2,90,91,242300,0,0,0,0,0,0,0,2770
193,2,91,92,247250,0,0,0,0,0,0,0,2800
194,2,92,93,252250,0,0,0,0,0,0,0,2830
195,2,93,94,257300,0,0,0,0,0,0,0,2860
196,2,94,95,262400,0,0,0,0,0,0,0,2890
197,2,95,96,267550,0,0,0,0,0,0,0,2920
198,2,96,97,272750,0,0,0,0,0,0,0,2950
199,2,97,98,278000,0,0,0,0,0,0,0,2980
200,2,98,99,283300,0,0,0,0,0,0,0,3010
201,2,99,100,288650,0,0,0,0,0,0,0,3040
202,2,100,-1,294050,0,0,0,0,0,0,0,3040
203,3,0,1,100,20,20,0,0,0,0,0,60
204,3,1,2,100,20,20,0,0,0,0,0,60
205,3,2,3,200,40,40,0,0,0,0,0,69
206,3,3,4,310,62,62,0,0,0,0,0,78
207,3,4,5,430,86,86,0,0,0,0,0,87
208,3,5,6,560,112,112,0,0,0,0,0,96
209,3,6,7,700,140,140,0,0,0,0,0,105
210,3,7,8,850,170,170,0,0,0,0,0,114
211,3,8,9,1010,202,202,0,0,0,0,0,123
212,3,9,10,1180,236,236,0,0,0,0,0,132
213,3,10,11,1360,272,272,0,0,0,0,0,141
214,3,11,12,1550,310,310,0,0,0,0,0,150
215,3,12,13,1750,350,350,0,0,0,0,0,159
216,3,13,14,1960,392,392,0,0,0,0,0,168
217,3,14,15,2180,436,436,0,0,0,0,0,177
218,3,15,16,2410,482,482,0,0,0,0,0,186
219,3,16,17,2650,530,530,0,0,0,0,0,195
220,3,17,18,2900,580,580,0,0,0,0,0,204
221,3,18,19,3160,632,632,0,0,0,0,0,213
222,3,19,20,3430,686,686,0,0,0,0,0,222
223,3,20,21,3710,742,742,0,0,0,0,0,231
224,3,21,22,4000,800,800,0,0,0,0,0,240
225,3,22,23,4300,860,860,0,0,0,0,0,249
226,3,23,24,4610,922,922,0,0,0,0,0,258
227,3,24,25,4930,986,986,0,0,0,0,0,267
228,3,25,26,5260,1052,1052,0,0,0,0,0,276
229,3,26,27,5600,1120,1120,0,0,0,0,0,285
230,3,27,28,5950,1190,1190,0,0,0,0,0,294
231,3,28,29,6310,1262,1262,0,0,0,0,0,303
232,3,29,30,6680,1336,1336,0,0,0,0,0,312
233,3,30,31,7060,1412,1412,0,0,0,0,0,321
234,3,31,32,7450,1490,1490,0,0,0,0,0,330
235,3,32,33,7850,1570,1570,0,0,0,0,0,339
236,3,33,34,8260,1652,1652,0,0,0,0,0,348
237,3,34,35,8680,1736,1736,0,0,0,0,0,357
238,3,35,36,9110,1822,1822,0,0,0,0,0,366
239,3,36,37,9550,1910,1910,0,0,0,0,0,375
240,3,37,38,10000,2000,2000,0,0,0,0,0,384
241,3,38,39,10460,2092,2092,0,0,0,0,0,393
242,3,39,40,10930,2186,2186,0,0,0,0,0,402
243,3,40,41,11410,2282,2282,0,0,0,0,0,411
244,3,41,42,11900,2380,2380,0,0,0,0,0,420
245,3,42,43,12400,2480,2480,0,0,0,0,0,429
246,3,43,44,12910,2582,2582,0,0,0,0,0,438
247,3,44,45,13430,2686,2686,0,0,0,0,0,447
248,3,45,46,13960,2792,2792,0,0,0,0,0,456
249,3,46,47,14500,2900,2900,0,0,0,0,0,465
250,3,47,48,15050,3010,3010,0,0,0,0,0,474
251,3,48,49,15610,3122,3122,0,0,0,0,0,483
252,3,49,50,16180,3236,3236,0,0,0,0,0,492
253,3,50,51,16760,3352,3352,0,0,0,0,0,501
254,3,51,52,17350,3470,3470,0,0,0,0,0,510
255,3,52,53,17950,3590,3590,0,0,0,0,0,519
256,3,53,54,18560,3712,3712,0,0,0,0,0,528
257,3,54,55,19180,3836,3836,0,0,0,0,0,537
258,3,55,56,19810,3962,3962,0,0,0,0,0,546
259,3,56,57,20450,4090,4090,0,0,0,0,0,555
260,3,57,58,21100,4220,4220,0,0,0,0,0,564
261,3,58,59,21760,4352,4352,0,0,0,0,0,573
262,3,59,60,22430,4486,4486,0,0,0,0,0,582
263,3,60,61,23110,4622,4622,0,0,0,0,0,591
264,3,61,62,23800,4760,4760,0,0,0,0,0,600
265,3,62,63,24500,4900,4900,0,0,0,0,0,609
266,3,63,64,25210,5042,5042,0,0,0,0,0,618
267,3,64,65,25930,5186,5186,0,0,0,0,0,627
268,3,65,66,26660,5332,5332,0,0,0,0,0,636
269,3,66,67,27400,5480,5480,0,0,0,0,0,645
270,3,67,68,28150,5630,5630,0,0,0,0,0,654
271,3,68,69,28910,5782,5782,0,0,0,0,0,663
272,3,69,70,29680,5936,5936,0,0,0,0,0,672
273,3,70,71,30460,6092,6092,0,0,0,0,0,681
274,3,71,72,31250,6250,6250,0,0,0,0,0,690
275,3,72,73,32050,6410,6410,0,0,0,0,0,699
276,3,73,74,32860,6572,6572,0,0,0,0,0,708
277,3,74,75,33680,6736,6736,0,0,0,0,0,717
278,3,75,76,34510,6902,6902,0,0,0,0,0,726
279,3,76,77,35350,7070,7070,0,0,0,0,0,735
280,3,77,78,36200,7240,7240,0,0,0,0,0,744
281,3,78,79,37060,7412,7412,0,0,0,0,0,753
282,3,79,80,37930,7586,7586,0,0,0,0,0,762
283,3,80,81,38810,7762,7762,0,0,0,0,0,771
284,3,81,82,39700,7940,7940,0,0,0,0,0,780
285,3,82,83,40600,8120,8120,0,0,0,0,0,789
286,3,83,84,41510,8302,8302,0,0,0,0,0,798
287,3,84,85,42430,8486,8486,0,0,0,0,0,807
288,3,85,86,43360,8672,8672,0,0,0,0,0,816
289,3,86,87,44300,8860,8860,0,0,0,0,0,825
290,3,87,88,45250,9050,9050,0,0,0,0,0,834
291,3,88,89,46210,9242,9242,0,0,0,0,0,843
292,3,89,90,47180,9436,9436,0,0,0,0,0,852
293,3,90,91,48160,9632,9632,0,0,0,0,0,861
294,3,91,92,49150,9830,9830,0,0,0,0,0,870
295,3,92,93,50150,10030,10030,0,0,0,0,0,879
296,3,93,94,51160,10232,10232,0,0,0,0,0,888
297,3,94,95,52180,10436,10436,0,0,0,0,0,897
298,3,95,96,53210,10642,10642,0,0,0,0,0,906
299,3,96,97,54250,10850,10850,0,0,0,0,0,915
300,3,97,98,55300,11060,11060,0,0,0,0,0,924
301,3,98,99,56360,11272,11272,0,0,0,0,0,933
302,3,99,100,57430,11486,11486,0,0,0,0,0,942
303,3,100,-1,58510,11702,11702,0,0,0,0,0,942
304,4,0,1,0,0,0,0,0,0,0,500,5000
305,4,1,2,0,0,0,0,0,0,0,510,50
306,4,2,3,0,0,0,0,0,0,0,520,55
307,4,3,4,0,0,0,0,0,0,0,530,60
308,4,4,5,0,0,0,0,0,0,0,540,65
309,4,5,6,0,0,0,0,0,0,0,551,70
310,4,6,7,0,0,0,0,0,0,0,562,75
311,4,7,8,0,0,0,0,0,0,0,573,80
312,4,8,9,0,0,0,0,0,0,0,584,85
313,4,9,10,0,0,0,0,0,0,0,595,90
314,4,10,11,0,0,0,0,0,0,0,606,95
315,4,11,12,0,0,0,0,0,0,0,617,100
316,4,12,13,0,0,0,0,0,0,0,628,105
317,4,13,14,0,0,0,0,0,0,0,640,110
318,4,14,15,0,0,0,0,0,0,0,652,115
319,4,15,16,0,0,0,0,0,0,0,664,120
320,4,16,17,0,0,0,0,0,0,0,676,125
321,4,17,18,0,0,0,0,0,0,0,688,130
322,4,18,19,0,0,0,0,0,0,0,700,135
323,4,19,20,0,0,0,0,0,0,0,712,140
324,4,20,21,0,0,0,0,0,0,0,724,145
325,4,21,22,0,0,0,0,0,0,0,737,150
326,4,22,23,0,0,0,0,0,0,0,750,155
327,4,23,24,0,0,0,0,0,0,0,763,160
328,4,24,25,0,0,0,0,0,0,0,776,165
329,4,25,26,0,0,0,0,0,0,0,789,170
330,4,26,27,0,0,0,0,0,0,0,802,175
331,4,27,28,0,0,0,0,0,0,0,815,180
332,4,28,29,0,0,0,0,0,0,0,829,185
333,4,29,30,0,0,0,0,0,0,0,843,190
334,4,30,31,0,0,0,0,0,0,0,857,195
335,4,31,32,0,0,0,0,0,0,0,871,200
336,4,32,33,0,0,0,0,0,0,0,885,205
337,4,33,34,0,0,0,0,0,0,0,899,210
338,4,34,35,0,0,0,0,0,0,0,913,215
339,4,35,36,0,0,0,0,0,0,0,927,220
340,4,36,37,0,0,0,0,0,0,0,942,225
341,4,37,38,0,0,0,0,0,0,0,957,230
342,4,38,39,0,0,0,0,0,0,0,972,235
343,4,39,40,0,0,0,0,0,0,0,987,240
344,4,40,41,0,0,0,0,0,0,0,1002,245
345,4,41,42,0,0,0,0,0,0,0,1017,250
346,4,42,43,0,0,0,0,0,0,0,1032,255
347,4,43,44,0,0,0,0,0,0,0,1047,260
348,4,44,45,0,0,0,0,0,0,0,1063,265
349,4,45,46,0,0,0,0,0,0,0,1079,270
350,4,46,47,0,0,0,0,0,0,0,1095,275
351,4,47,48,0,0,0,0,0,0,0,1111,280
352,4,48,49,0,0,0,0,0,0,0,1127,285
353,4,49,50,0,0,0,0,0,0,0,1143,290
354,4,50,51,0,0,0,0,0,0,0,1159,295
355,4,51,52,0,0,0,0,0,0,0,1176,303
356,4,52,53,0,0,0,0,0,0,0,1193,311
357,4,53,54,0,0,0,0,0,0,0,1210,319
358,4,54,55,0,0,0,0,0,0,0,1227,327
359,4,55,56,0,0,0,0,0,0,0,1244,335
360,4,56,57,0,0,0,0,0,0,0,1261,343
361,4,57,58,0,0,0,0,0,0,0,1278,351
362,4,58,59,0,0,0,0,0,0,0,1295,359
363,4,59,60,0,0,0,0,0,0,0,1313,367
364,4,60,61,0,0,0,0,0,0,0,1331,375
365,4,61,62,0,0,0,0,0,0,0,1349,383
366,4,62,63,0,0,0,0,0,0,0,1367,391
367,4,63,64,0,0,0,0,0,0,0,1385,399
368,4,64,65,0,0,0,0,0,0,0,1403,407
369,4,65,66,0,0,0,0,0,0,0,1421,415
370,4,66,67,0,0,0,0,0,0,0,1439,423
371,4,67,68,0,0,0,0,0,0,0,1458,431
372,4,68,69,0,0,0,0,0,0,0,1477,439
373,4,69,70,0,0,0,0,0,0,0,1496,447
374,4,70,71,0,0,0,0,0,0,0,1515,455
375,4,71,72,0,0,0,0,0,0,0,1534,463
376,4,72,73,0,0,0,0,0,0,0,1553,471
377,4,73,74,0,0,0,0,0,0,0,1572,479
378,4,74,75,0,0,0,0,0,0,0,1591,487
379,4,75,76,0,0,0,0,0,0,0,1611,495
380,4,76,77,0,0,0,0,0,0,0,1631,503
381,4,77,78,0,0,0,0,0,0,0,1651,511
382,4,78,79,0,0,0,0,0,0,0,1671,519
383,4,79,80,0,0,0,0,0,0,0,1691,527
384,4,80,81,0,0,0,0,0,0,0,1711,535
385,4,81,82,0,0,0,0,0,0,0,1731,543
386,4,82,83,0,0,0,0,0,0,0,1752,551
387,4,83,84,0,0,0,0,0,0,0,1773,559
388,4,84,85,0,0,0,0,0,0,0,1794,567
389,4,85,86,0,0,0,0,0,0,0,1815,575
390,4,86,87,0,0,0,0,0,0,0,1836,583
391,4,87,88,0,0,0,0,0,0,0,1857,591
392,4,88,89,0,0,0,0,0,0,0,1878,599
393,4,89,90,0,0,0,0,0,0,0,1899,607
394,4,90,91,0,0,0,0,0,0,0,1921,615
395,4,91,92,0,0,0,0,0,0,0,1943,623
396,4,92,93,0,0,0,0,0,0,0,1965,631
397,4,93,94,0,0,0,0,0,0,0,1987,639
398,4,94,95,0,0,0,0,0,0,0,2009,647
399,4,95,96,0,0,0,0,0,0,0,2031,655
400,4,96,97,0,0,0,0,0,0,0,2053,663
401,4,97,98,0,0,0,0,0,0,0,2075,671
402,4,98,99,0,0,0,0,0,0,0,2098,679
403,4,99,100,0,0,0,0,0,0,0,2121,687
404,4,100,101,0,0,0,0,0,0,0,2144,695
405,4,101,102,0,0,0,0,0,0,0,2167,705
406,4,102,103,0,0,0,0,0,0,0,2190,715
407,4,103,104,0,0,0,0,0,0,0,2213,725
408,4,104,105,0,0,0,0,0,0,0,2236,735
409,4,105,106,0,0,0,0,0,0,0,2260,745
410,4,106,107,0,0,0,0,0,0,0,2284,755
411,4,107,108,0,0,0,0,0,0,0,2308,765
412,4,108,109,0,0,0,0,0,0,0,2332,775
413,4,109,110,0,0,0,0,0,0,0,2356,785
414,4,110,111,0,0,0,0,0,0,0,2380,795
415,4,111,112,0,0,0,0,0,0,0,2404,805
416,4,112,113,0,0,0,0,0,0,0,2428,815
417,4,113,114,0,0,0,0,0,0,0,2453,825
418,4,114,115,0,0,0,0,0,0,0,2478,835
419,4,115,116,0,0,0,0,0,0,0,2503,845
420,4,116,117,0,0,0,0,0,0,0,2528,855
421,4,117,118,0,0,0,0,0,0,0,2553,865
422,4,118,119,0,0,0,0,0,0,0,2578,875
423,4,119,120,0,0,0,0,0,0,0,2603,885
424,4,120,121,0,0,0,0,0,0,0,2628,895
425,4,121,122,0,0,0,0,0,0,0,2654,905
426,4,122,123,0,0,0,0,0,0,0,2680,915
427,4,123,124,0,0,0,0,0,0,0,2706,925
428,4,124,125,0,0,0,0,0,0,0,2732,935
429,4,125,126,0,0,0,0,0,0,0,2758,945
430,4,126,127,0,0,0,0,0,0,0,2784,955
431,4,127,128,0,0,0,0,0,0,0,2810,965
432,4,128,129,0,0,0,0,0,0,0,2837,975
433,4,129,130,0,0,0,0,0,0,0,2864,985
434,4,130,131,0,0,0,0,0,0,0,2891,995
435,4,131,132,0,0,0,0,0,0,0,2918,1005
436,4,132,133,0,0,0,0,0,0,0,2945,1015
437,4,133,134,0,0,0,0,0,0,0,2972,1025
438,4,134,135,0,0,0,0,0,0,0,2999,1035
439,4,135,136,0,0,0,0,0,0,0,3026,1045
440,4,136,137,0,0,0,0,0,0,0,3054,1055
441,4,137,138,0,0,0,0,0,0,0,3082,1065
442,4,138,139,0,0,0,0,0,0,0,3110,1075
443,4,139,140,0,0,0,0,0,0,0,3138,1085
444,4,140,141,0,0,0,0,0,0,0,3166,1095
445,4,141,142,0,0,0,0,0,0,0,3194,1105
446,4,142,143,0,0,0,0,0,0,0,3222,1115
447,4,143,144,0,0,0,0,0,0,0,3250,1125
448,4,144,145,0,0,0,0,0,0,0,3279,1135
449,4,145,146,0,0,0,0,0,0,0,3308,1145
450,4,146,147,0,0,0,0,0,0,0,3337,1155
451,4,147,148,0,0,0,0,0,0,0,3366,1165
452,4,148,149,0,0,0,0,0,0,0,3395,1175
453,4,149,150,0,0,0,0,0,0,0,3424,1185
454,4,150,151,0,0,0,0,0,0,0,3453,1195
455,4,151,152,0,0,0,0,0,0,0,3482,1205
456,4,152,153,0,0,0,0,0,0,0,3512,1215
457,4,153,154,0,0,0,0,0,0,0,3542,1225
458,4,154,155,0,0,0,0,0,0,0,3572,1235
459,4,155,156,0,0,0,0,0,0,0,3602,1245
460,4,156,157,0,0,0,0,0,0,0,3632,1255
461,4,157,158,0,0,0,0,0,0,0,3662,1265
462,4,158,159,0,0,0,0,0,0,0,3692,1275
463,4,159,160,0,0,0,0,0,0,0,3723,1285
464,4,160,161,0,0,0,0,0,0,0,3754,1295
465,4,161,162,0,0,0,0,0,0,0,3785,1305
466,4,162,163,0,0,0,0,0,0,0,3816,1315
467,4,163,164,0,0,0,0,0,0,0,3847,1325
468,4,164,165,0,0,0,0,0,0,0,3878,1335
469,4,165,166,0,0,0,0,0,0,0,3909,1345
470,4,166,167,0,0,0,0,0,0,0,3940,1355
471,4,167,168,0,0,0,0,0,0,0,3972,1365
472,4,168,169,0,0,0,0,0,0,0,4004,1375
473,4,169,170,0,0,0,0,0,0,0,4036,1385
474,4,170,171,0,0,0,0,0,0,0,4068,1395
475,4,171,172,0,0,0,0,0,0,0,4100,1405
476,4,172,173,0,0,0,0,0,0,0,4132,1415
477,4,173,174,0,0,0,0,0,0,0,4164,1425
478,4,174,175,0,0,0,0,0,0,0,4196,1435
479,4,175,176,0,0,0,0,0,0,0,4229,1445
480,4,176,177,0,0,0,0,0,0,0,4262,1455
481,4,177,178,0,0,0,0,0,0,0,4295,1465
482,4,178,179,0,0,0,0,0,0,0,4328,1475
483,4,179,180,0,0,0,0,0,0,0,4361,1485
484,4,180,181,0,0,0,0,0,0,0,4394,1495
485,4,181,182,0,0,0,0,0,0,0,4427,1505
486,4,182,183,0,0,0,0,0,0,0,4461,1515
487,4,183,184,0,0,0,0,0,0,0,4495,1525
488,4,184,185,0,0,0,0,0,0,0,4529,1535
489,4,185,186,0,0,0,0,0,0,0,4563,1545
490,4,186,187,0,0,0,0,0,0,0,4597,1555
491,4,187,188,0,0,0,0,0,0,0,4631,1565
492,4,188,189,0,0,0,0,0,0,0,4665,1575
493,4,189,190,0,0,0,0,0,0,0,4699,1585
494,4,190,191,0,0,0,0,0,0,0,4734,1595
495,4,191,192,0,0,0,0,0,0,0,4769,1605
496,4,192,193,0,0,0,0,0,0,0,4804,1615
497,4,193,194,0,0,0,0,0,0,0,4839,1625
498,4,194,195,0,0,0,0,0,0,0,4874,1635
499,4,195,196,0,0,0,0,0,0,0,4909,1645
500,4,196,197,0,0,0,0,0,0,0,4944,1655
501,4,197,198,0,0,0,0,0,0,0,4979,1665
502,4,198,199,0,0,0,0,0,0,0,5015,1675
503,4,199,200,0,0,0,0,0,0,0,5051,1685
504,4,200,201,0,0,0,0,0,0,0,5087,1700
505,4,201,202,0,0,0,0,0,0,0,5123,1715
506,4,202,203,0,0,0,0,0,0,0,5159,1730
