npcid,talk,side,position,rotation,scale,size,sound,cd
9030004,此次来到王都，定是要在仙缘大会拔得头筹，还少炎氏以颜色！,1,(-147.6,-668,1000),(0,169.98,0),(320,320,320),1,9030004.ogg,60
9030005,我有预感，此次仙缘大会，我黑白学宫弟子定能够大放异彩。,1,(-147.6,-668,1000),(0,179.4,0),(320,320,320),1,9030005.ogg,60
9030006,地府遇袭，轮回崩溃……三界动荡之时，定有强者诞生。,1,(-147.6,-668,1000),(0,178.4,0),(320,320,320),1,9030006.ogg,60
9030007,一环接一环，环环其相扣，小友切莫忘记须常来我处。/接取环式任务，周游三界大夏，经验奖励可不少哦~,1,(-147.6,-668,1000),(0,178.98,0),(320,320,320),1,9030007.ogg,60
9030008,纪宁师弟虽与九莲分道扬镳，可我现在又能否奢望与他结为道侣。,1,(-97.9,-668,1000),(0,178.98,0),(320,320,320),1,9030008.ogg,60
9030009,我乃三界中一逍遥之人，生自上古世界，也得道于上古。,1,(-147.6,-668,1000),(0,179.4,0),(320,320,320),1,9030009.ogg,60
9030010,小友每日皆可从我处领取试炼任务，以修汝身。/接取试炼任务，探索狱山荒泽，让那些神魔大妖瞧瞧咱们的厉害吧！,1,(-147.6,-668,1000),(0,178.38,0),(320,320,320),1,9030010.ogg,60
9030011,宝物由我们天宝山看管，客官你就放一百个心吧。,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,9030011.ogg,60
9030012,义结金兰自是好事一桩，不如就由我来做个见证吧！,1,(-147.6,-668,1000),(0,178.88,0),(320,320,320),1,9030012.ogg,60
9030013,百年恩爱双心结,千里姻缘一线牵。,1,(-147.6,-668,1000),(0,180,0),(320,320,320),1,9030013.ogg,60
9030014,来我这可以领取周末任务喲！,1,(-147.6,-668,1000),(0,178.38,0),(320,320,320),1,9030010.ogg,60
9040001,这斜月大世界中的诸多奥妙，你日后方能慢慢体会。,1,(-147.6,-668,1000),(0,179.4,0),(320,320,320),1,9040001.ogg,60
9040002,沉稳为阴，锋芒为阳！阴阳交替，方能走的更远。,1,(-147.6,-668,1000),(0,178.11,0),(320,320,320),1,9040002.ogg,60
9040003,你我有幸拜入道祖门下，更应把握机遇，一飞冲天。,1,(-147.6,-668,1000),(0,169.98,0),(320,320,320),1,9040003.ogg,60
9040004,能跟随你与宁儿在这方寸山修行，实乃我之大幸。,1,(-147.6,-668,1000),(0,172.4,0),(320,320,320),1,9040004.ogg,60
9040005,哼哼，等我领悟了乾坤大道，怕是连你也比不过我！,1,(-147.6,-668,1000),(0,180.4,0),(320,320,320),1,9040005.ogg,60
9040006,虽有功德金光百丈，却也难辨自身命理。,1,(-147.6,-668,1000),(0,179.12,0),(320,320,320),1,9040006.ogg,60
9040007,若是上古之时，我摘星府第一战神的名号那可是无人不知无人不晓！,1,(-147.6,-668,1000),(0,179.4,0),(320,320,320),1,9040007.ogg,60
9040008,奉夏皇之命，于此接收镖车！,1,(-147.6,-668,1000),(0,174.11,0),(320,320,320),1,9040008.ogg,60
9040009,押运镖车可得量力而为，若是被人劫了，我可不负责啊。\我这里有各类镖车，任君选择。,1,(-147.6,-668,1000),(0,174.11,0),(320,320,320),1,9040009.ogg,60
9050001,摘星府第一战神的枪法，就在今日重现世间！,1,(-147.6,-668,1000),(0,174.11,0),(320,320,320),1,9050001.ogg,60
9050002,有我百墓山七女仙之一的紫草压阵，你与纪宁二人可说是在劫难逃！,1,(-147.6,-668,1000),(0,171.12,0),(320,320,320),1,9050002.ogg,60
9050003,今世你我生于大夏，家园故土，岂能让这无间门肆意妄为！,1,(-147.6,-668,1000),(0,169.98,0),(320,320,320),1,9050003.ogg,60
9050004,我统御这大夏世界亿万年，怎能败在这无间门手中！,1,(-147.6,-668,1000),(0,178.4,0),(320,320,320),1,9050004.ogg,60
9050005,我以傀儡一道傲视三界！紫草小娃娃惨死你等之手，我怎能将你们放过！,1,(-147.6,-668,1000),(0,178.88,0),(320,320,320),1,9050005.ogg,60
9050006,今日投靠无间门，非我少炎不仁，实乃大夏不义！,1,(-147.6,-668,1000),(0,174.11,0),(320,320,320),1,9050006.ogg,60
9050007,不论是战局还是人心，一切尽在我掌控之中。
,1,(-114.6,-663,1000),(0,179.4,0),(180,180,180),0.479999989271164,9050007.ogg,60
9060001,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060002,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060003,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060004,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060005,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060006,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060007,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060008,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060009,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060010,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060011,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060012,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060013,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060014,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060015,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060016,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060017,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060018,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060019,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060020,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060021,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060022,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060023,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060024,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060025,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060026,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060027,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060028,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060029,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060030,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060031,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060032,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060033,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060034,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060035,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060036,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060037,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060038,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060039,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060040,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060041,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060042,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060043,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060044,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060045,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060046,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060047,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060048,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060049,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060050,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060051,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060052,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060053,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060054,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060055,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060056,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060057,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060058,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060059,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060060,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060061,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060062,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060063,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060064,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060065,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060066,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060067,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060068,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060069,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060070,盗匪藏匿宝藏的巢穴就在前方，还请平定匪乱，取回巨额财宝！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060071,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060072,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060073,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060074,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060075,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060076,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060077,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060078,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060079,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060080,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060081,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060082,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060083,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060084,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060085,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060086,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060087,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060088,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060089,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060090,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060091,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060092,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060093,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060094,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060095,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060096,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060097,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060098,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060099,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9060100,群妖肆虐，暴行不止，进入副本除暴安良，即可获取丰厚奖励！,1,(-147.6,-668,1000),(0,178,0),(320,320,320),1,,
9070001,每逢周末，小友皆可在我处开启副本，参与极速挑战。,1,(-108,-668,1000),(0,178.38,0),(300,300,300),1,,
9070002,闯过第一副本者，可于我处进入第二副本！,1,(-108,-668,1000),(0,178.38,0),(300,300,300),1,,
9070003,闯过第二副本者，可于我处进入第三副本！,1,(-108,-668,1000),(0,178.38,0),(300,300,300),1,,
9070004,闯过第三副本者，可于我处进入第四副本！,1,(-108,-668,1000),(0,178.38,0),(300,300,300),1,,
9070005,闯过第四副本者，可于我处进入第五副本！,1,(-108,-668,1000),(0,178.38,0),(300,300,300),1,,
