id,professional,ride_modelid,fashion_typeid,ride_bone,fashion_bone,fashion_position,fashion_rotation,fashion_scale,ride_position,ride_rotation,ride_scale,pose,height,jump_height
17,2,5,0,Bip001/Bip001 Pelvis/Bip001 Spine/jialouluo_ride,,(0.9075525,-0.1428085,0),(88.23708,-90.00034,-0.0003329895),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.1,(0,1.7,-0.11)
18,3,5,0,Bip001/Bip001 Pelvis/Bip001 Spine/jialouluo_ride,,(0.965,0.05,-0.002),(79.5,90,180),(1,1,1),(0,1.1,0),(0,0,0),(1,1,1),1,3.1,(0,1.7,-0.27)
19,1,6,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ShiFo_Bone005,,(0.731,0.226,-0.115),(70.92,91.44,179.79),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.37,0.54)
20,2,6,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ShiFo_Bone005,,(0.776,0.195,0.007),(70.925,91.448,179.79),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.03,0.45)
21,3,6,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/ShiFo_Bone005,,(0.682,0.167,-0.036),(72.35107,88.011,177.112),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.37,0.54)
22,1,7,0,Bip001/Bip001 Pelvis/Bip001 Spine/wuShi_ride,,(0.822,-0.08,0.001),(83.45,101.91,-168.22),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.1,(0,0.89,0.35)
23,2,7,0,Bip001/Bip001 Pelvis/Bip001 Spine/wuShi_ride,,(0.884,-0.153,-0.0001),(83.45,101.91,-168.22),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.1,(0,0.8,0.43)
24,3,7,0,Bip001/Bip001 Pelvis/Bip001 Spine/wuShi_ride,,(0.764,-0.017,0.0028),(83.45,101.91,-168.22),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.1,(0,0.8,0.25)
25,1,8,0,Bone001/ride,,(1.321,1.204,0.124),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),2,2.8,(0,1.0,-0.2)
26,2,8,0,Bone001/ride,,(1.321,1.204,0.124),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),2,2.8,(0,1.0,-0.2)
27,3,8,0,Bone001/ride,,(1.321,1.204,0.124),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),2,2.8,(0,1.0,-0.2)
28,1,9,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.104,-0.08,0.037),(87.89,137.96,-132.06),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,0.68,-0.75)
29,2,9,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.104,-0.08,0.037),(87.89,137.96,-132.06),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,0.63,-0.73)
30,3,9,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.104,-0.08,0.037),(87.89,137.96,-132.06),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,0.68,-0.7)
31,1,10,0,Bip001/Bip001 Pelvis/Bip001 Spine/liehuo_ride,,(0.942,-0.389,0.009),(86.78,-133.91,-43.62),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.55,-0.14)
32,2,10,0,Bip001/Bip001 Pelvis/Bip001 Spine/liehuo_ride,,(0.942,-0.389,0.009),(86.78,-133.91,-43.62),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.53,-0.11)
33,3,10,0,Bip001/Bip001 Pelvis/Bip001 Spine/liehuo_ride,,(0.942,-0.389,0.009),(86.78,-133.91,-43.62),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.4,(0,1.53,-0.21)
48,1,11,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.347,-0.34,-0.01),(89.12799,89.99421,179.9944),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.65,0.15)
49,2,11,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.347,-0.34,-0.02),(89.12799,89.99421,179.9944),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.37,0.19)
50,3,11,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.347,-0.34,-0.03),(89.12799,89.99421,179.9944),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.65,0.15)
51,1,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/djtm_ride,,(0.917,-0.317,-0.005),(82.32,109,-160.84),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.0,0.4)
52,2,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/djtm_ride,,(0.917,-0.317,-0.005),(82.32,109,-160.84),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.0,0.4)
53,3,12,0,Bip001/Bip001 Pelvis/Bip001 Spine/djtm_ride,,(0.917,-0.317,-0.005),(82.32,109,-160.84),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.7,(0,2.0,0.4)
54,1,13,0,Bone001,,(1.428,0.154,0.087),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),3,2.2,(0,1.55,0.3)
55,2,13,0,Bone001,,(1.355,0.042,0.002),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),3,2.2,(0,1.25,0.3)
56,3,13,0,Bone001,,(1.479,0.08,0.043),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),3,2.2,(0,1.55,0.3)
57,1,14,0,Bone002/ride,,(1.27,-0.249,0.07),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.8,(0,1.7,0.74)
58,2,14,0,Bone002/ride,,(1.27,-0.249,0.07),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.8,(0,1.69,0.75)
59,3,14,0,Bone002/ride,,(1.27,-0.249,0.07),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.8,(0,1.69,0.74)
60,1,15,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.169,-0.112,0.07),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.95,-0.04)
61,2,15,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.169,-0.112,0.07),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.98,-0.04)
62,3,15,0,Bip001/Bip001 Pelvis/Bip001 Spine/ride,,(1.169,-0.112,-0.006),(90,-90,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.5,(0,1.8,0)
63,1,16,0,Bip001/Bip001 Pelvis/Bip001 Spine/zaieshoumo_ride,,(0.904,-0.228,-0.002),(89.9,-88.79,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.2,(0,2.1,0.2)
64,2,16,0,Bip001/Bip001 Pelvis/Bip001 Spine/zaieshoumo_ride,,(0.904,-0.228,-0.002),(89.9,-88.79,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.2,(0,1.83,0.27)
65,3,16,0,Bip001/Bip001 Pelvis/Bip001 Spine/zaieshoumo_ride,,(0.904,-0.228,-0.002),(89.9,-88.79,0),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,2.2,(0,1.97,0.27)
66,1,17,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/wdl_ride,,(0.855,-0.037,0.066),(72.21,88.94,179.65),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.2,(0,2.98,0.83)
67,2,17,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/wdl_ride,,(0.855,-0.037,0.066),(72.21,88.94,179.65),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.2,(0,2.98,0.83)
68,3,17,0,Bip001/Bip001 Pelvis/Bip001 Spine/Bip001 Spine1/wdl_ride,,(0.855,-0.037,0.066),(72.21,88.94,179.65),(1,1,1),(0,0,0),(0,0,0),(1,1,1),1,3.2,(0,2.98,0.83)
