id,equip_id,stone_id,stone_number,locked_state,percent,object_id,number,bind,object_2,number_2,bind_2
274,144161130,193402003,0,1,0,182353001,0,1,193403001,0,1
275,144151130,193402003,0,1,0,182353001,0,1,193403001,0,1
276,142152330,195402001,6,1,500,182353001,1,1,192403002,2,1
277,142155330,195402001,3,1,500,182353001,1,1,192403002,1,1
278,142155130,195402001,3,1,500,182353001,1,1,192403002,1,1
279,144152130,193402003,0,1,0,182353001,0,1,193403001,0,1
280,143156330,195402001,3,1,10,182353001,1,1,193403001,1,1
281,145162230,193402003,0,1,0,182353001,0,1,193403001,0,1
282,145155130,193402003,0,1,0,182353001,0,1,193403001,0,1
283,143160230,195402001,3,1,10,182353001,1,1,193403001,1,1
284,142152230,195402001,6,1,500,182353001,1,1,192403002,2,1
285,143157330,195402001,3,1,10,182353001,1,1,193403001,1,1
286,144151230,193402003,0,1,0,182353001,0,1,193403001,0,1
287,142153130,195402001,3,1,500,182353001,1,1,192403002,1,1
288,144162330,193402003,0,1,0,182353001,0,1,193403001,0,1
289,144158130,193402003,0,1,0,182353001,0,1,193403001,0,1
290,143156130,195402001,3,1,10,182353001,1,1,193403001,1,1
291,144158330,193402003,0,1,0,182353001,0,1,193403001,0,1
292,143155330,195402001,3,1,10,182353001,1,1,193403001,1,1
293,144159230,193402003,0,1,0,182353001,0,1,193403001,0,1
294,145155230,193402003,0,1,0,182353001,0,1,193403001,0,1
295,142161130,195402001,6,1,500,182353001,1,1,192403002,2,1
296,145153130,193402003,0,1,0,182353001,0,1,193403001,0,1
297,142158230,195402001,3,1,500,182353001,1,1,192403002,1,1
298,145152330,193402003,0,1,0,182353001,0,1,193403001,0,1
299,142157130,195402001,3,1,500,182353001,1,1,192403002,1,1
300,142154330,195402001,3,1,500,182353001,1,1,192403002,1,1
301,142153230,195402001,3,1,500,182353001,1,1,192403002,1,1
302,145152130,193402003,0,1,0,182353001,0,1,193403001,0,1
303,144162230,193402003,0,1,0,182353001,0,1,193403001,0,1
304,143161330,195402001,6,1,10,182353001,1,1,193403001,2,1
305,143162230,195402001,3,1,10,182353001,1,1,193403001,1,1
306,144157330,193402003,0,1,0,182353001,0,1,193403001,0,1
307,145161130,193402003,0,1,0,182353001,0,1,193403001,0,1
308,143160130,195402001,3,1,10,182353001,1,1,193403001,1,1
309,145161230,193402003,0,1,0,182353001,0,1,193403001,0,1
310,143151130,195402001,3,1,10,182353001,1,1,193403001,1,1
311,144154330,193402003,0,1,0,182353001,0,1,193403001,0,1
312,144155330,193402003,0,1,0,182353001,0,1,193403001,0,1
313,145162330,193402003,0,1,0,182353001,0,1,193403001,0,1
314,145160230,193402003,0,1,0,182353001,0,1,193403001,0,1
315,145158130,193402003,0,1,0,182353001,0,1,193403001,0,1
316,144156130,193402003,0,1,0,182353001,0,1,193403001,0,1
317,144162130,193402003,0,1,0,182353001,0,1,193403001,0,1
318,145156330,193402003,0,1,0,182353001,0,1,193403001,0,1
319,145162130,193402003,0,1,0,182353001,0,1,193403001,0,1
320,143158330,195402001,3,1,10,182353001,1,1,193403001,1,1
321,143162130,195402001,3,1,10,182353001,1,1,193403001,1,1
322,142152130,195402001,6,1,500,182353001,1,1,192403002,2,1
323,144159330,193402003,0,1,0,182353001,0,1,193403001,0,1
324,144161330,193402003,0,1,0,182353001,0,1,193403001,0,1
325,143161130,195402001,6,1,10,182353001,1,1,193403001,2,1
326,144156230,193402003,0,1,0,182353001,0,1,193403001,0,1
327,142160230,195402001,3,1,500,182353001,1,1,192403002,1,1
328,144158230,193402003,0,1,0,182353001,0,1,193403001,0,1
329,144157230,193402003,0,1,0,182353001,0,1,193403001,0,1
330,145157130,193402003,0,1,0,182353001,0,1,193403001,0,1
331,142162240,195402001,8,1,10000,182353001,1,1,192403002,2,1
332,142155340,195402001,8,1,10000,182353001,1,1,192403002,2,1
333,143151240,195402001,8,1,50,182353001,1,1,193403001,2,1
334,145157340,193402003,0,1,0,182353001,0,1,193403001,0,1
335,142160140,195402001,8,1,10000,182353001,1,1,192403002,2,1
336,142161240,195402001,16,1,10000,182353001,2,1,192403002,4,1
337,144154240,193402003,0,1,0,182353001,0,1,193403001,0,1
338,142161340,195402001,16,1,10000,182353001,2,1,192403002,4,1
339,142162340,195402001,8,1,10000,182353001,1,1,192403002,2,1
340,142158140,195402001,8,1,10000,182353001,1,1,192403002,2,1
341,142158340,195402001,8,1,10000,182353001,1,1,192403002,2,1
342,142153340,195402001,8,1,10000,182353001,1,1,192403002,2,1
343,145156140,193402003,0,1,0,182353001,0,1,193403001,0,1
344,143158240,195402001,8,1,50,182353001,1,1,193403001,2,1
345,144156340,193402003,0,1,0,182353001,0,1,193403001,0,1
346,145151340,193402003,0,1,0,182353001,0,1,193403001,0,1
347,143156340,195402001,8,1,50,182353001,1,1,193403001,2,1
348,142162140,195402001,8,1,10000,182353001,1,1,192403002,2,1
349,144155140,193402003,0,1,0,182353001,0,1,193403001,0,1
350,145159340,193402003,0,1,0,182353001,0,1,193403001,0,1
351,145160240,193402003,0,1,0,182353001,0,1,193403001,0,1
352,145159240,193402003,0,1,0,182353001,0,1,193403001,0,1
353,145156240,193402003,0,1,0,182353001,0,1,193403001,0,1
354,143157240,195402001,8,1,50,182353001,1,1,193403001,2,1
355,143159140,195402001,8,1,50,182353001,1,1,193403001,2,1
356,144157140,193402003,0,1,0,182353001,0,1,193403001,0,1
357,143152140,195402001,16,1,50,182353001,1,1,193403001,4,1
358,145154340,193402003,0,1,0,182353001,0,1,193403001,0,1
359,143157140,195402001,8,1,50,182353001,1,1,193403001,2,1
360,145161340,193402003,0,1,0,182353001,0,1,193403001,0,1
361,143158140,195402001,8,1,50,182353001,1,1,193403001,2,1
362,145160140,192402004,0,1,0,182353001,0,1,193403001,0,1
363,143161240,195402001,16,1,50,182353001,1,1,193403001,4,1
364,143162340,195402001,8,1,50,182353001,1,1,193403001,2,1
365,144161240,192402004,0,1,0,182353001,0,1,193403001,0,1
366,143153340,195402001,8,1,50,182353001,1,1,193403001,2,1
367,143155340,195402001,8,1,50,182353001,1,1,193403001,2,1
368,145154240,192402004,0,1,0,182353001,0,1,193403001,0,1
369,142156340,195402001,8,1,10000,182353001,1,1,192403002,2,1
370,142159340,195402001,8,1,10000,182353001,1,1,192403002,2,1
371,142159140,195402001,8,1,10000,182353001,1,1,192403002,2,1
372,142161140,195402001,16,1,10000,182353001,2,1,192403002,4,1
373,143160340,195402001,8,1,50,182353001,1,1,193403001,2,1
374,145159140,192402004,0,1,0,182353001,0,1,193403001,0,1
375,142156240,195402001,8,1,10000,182353001,1,1,192403002,2,1
376,142157240,195402001,8,1,10000,182353001,1,1,192403002,2,1
377,143159240,195402001,8,1,50,182353001,1,1,193403001,2,1
378,142157340,195402001,8,1,10000,182353001,1,1,192403002,2,1
379,145153240,192402004,0,1,0,182353001,0,1,193403001,0,1
380,142154240,195402001,8,1,10000,182353001,1,1,192403002,2,1
381,144160140,192402004,0,1,0,182353001,0,1,193403001,0,1
382,143151340,195402001,8,1,50,182353001,1,1,193403001,2,1
383,142153140,195402001,8,1,10000,182353001,1,1,192403002,2,1
384,143154240,195402001,8,1,50,182353001,1,1,193403001,2,1
385,144153340,192402004,0,1,0,182353001,0,1,193403001,0,1
386,144159340,192402004,0,1,0,182353001,0,1,193403001,0,1
387,143159340,195402001,8,1,50,182353001,1,1,193403001,2,1
388,142151240,195402001,8,1,10000,182353001,1,1,192403002,2,1
389,144152240,192402004,0,1,0,182353001,0,1,193403001,0,1
390,143153140,195402001,8,1,50,182353001,1,1,193403001,2,1
391,144160340,192402004,0,1,0,182353001,0,1,193403001,0,1
392,142151340,195402001,8,1,10000,182353001,1,1,192403002,2,1
393,143156240,195402001,8,1,50,182353001,1,1,193403001,2,1
394,144156140,192402004,0,1,0,182353001,0,1,193403001,0,1
395,145153140,192402004,0,1,0,182353001,0,1,193403001,0,1
396,144152340,192402004,0,1,0,182353001,0,1,193403001,0,1
397,142154140,195402001,8,1,10000,182353001,1,1,192403002,2,1
398,142159240,195402001,8,1,10000,182353001,1,1,192403002,2,1
399,145152140,193402003,0,1,0,182353001,0,1,193403001,0,1
400,144153240,193402003,0,1,0,182353001,0,1,193403001,0,1
401,143155240,195402001,8,1,50,182353001,1,1,193403001,2,1
402,145158340,193402003,0,1,0,182353001,0,1,193403001,0,1
403,142152140,195402001,16,1,10000,182353001,2,1,192403002,4,1
404,145151140,193402003,0,1,0,182353001,0,1,193403001,0,1
405,143152340,195402001,16,1,50,182353001,1,1,193403001,4,1
406,145155340,193402003,0,1,0,182353001,0,1,193403001,0,1
407,143155140,195402001,8,1,50,182353001,1,1,193403001,2,1
408,144155240,193402003,0,1,0,182353001,0,1,193403001,0,1
409,145153340,193402003,0,1,0,182353001,0,1,193403001,0,1
410,144160240,193402003,0,1,0,182353001,0,1,193403001,0,1
411,145152240,193402003,0,1,0,182353001,0,1,193403001,0,1
412,145160340,193402003,0,1,0,182353001,0,1,193403001,0,1
413,145151240,193402003,0,1,0,182353001,0,1,193403001,0,1
414,142160340,195402001,8,1,10000,182353001,1,1,192403002,2,1
415,143154140,195402001,8,1,50,182353001,1,1,193403001,2,1
416,144154140,193402003,0,1,0,182353001,0,1,193403001,0,1
417,143158340,195402001,8,1,50,182353001,1,1,193403001,2,1
418,144151340,193402003,0,1,0,182353001,0,1,193403001,0,1
419,142156140,195402001,8,1,10000,182353001,1,1,192403002,2,1
420,144154340,193402003,0,1,0,182353001,0,1,193403001,0,1
421,143153240,195402001,8,1,50,182353001,1,1,193403001,2,1
422,144161140,193402003,0,1,0,182353001,0,1,193403001,0,1
423,144151140,193402003,0,1,0,182353001,0,1,193403001,0,1
424,142152340,195402001,16,1,10000,182353001,2,1,192403002,4,1
425,144158240,193402003,0,1,0,182353001,0,1,193403001,0,1
426,142155140,195402001,8,1,10000,182353001,1,1,192403002,2,1
427,145162240,193402003,0,1,0,182353001,0,1,193403001,0,1
428,145155140,193402003,0,1,0,182353001,0,1,193403001,0,1
429,144162140,193402003,0,1,0,182353001,0,1,193403001,0,1
430,143160240,195402001,8,1,50,182353001,1,1,193403001,2,1
431,142152240,195402001,16,1,10000,182353001,2,1,192403002,4,1
432,143157340,195402001,8,1,50,182353001,1,1,193403001,2,1
433,144151240,193402003,0,1,0,182353001,0,1,193403001,0,1
