id,kind,classify,typeid,name_3,name_2,name,limit_1,limit_2,health,describe,titleid,achievement,rank
110,1,7,7007,个人成长,玄兵淬炼,淬炼宗师(7),1,500,0,{0}/{1}个玄兵淬炼达到{2},-1,50,7
111,1,7,7008,个人成长,玄兵淬炼,淬炼宗师(8),2,500,0,{0}/{1}个玄兵淬炼达到{2},-1,50,8
112,1,7,7009,个人成长,玄兵淬炼,淬炼宗师(9),1,600,0,{0}/{1}个玄兵淬炼达到{2},-1,50,9
113,1,7,7010,个人成长,玄兵淬炼,淬炼宗师(10),2,600,0,{0}/{1}个玄兵淬炼达到{2},-1,50,10
114,1,7,7011,个人成长,玄兵淬炼,淬炼宗师(11),1,700,0,{0}/{1}个玄兵淬炼达到{2},-1,50,11
115,1,7,7012,个人成长,玄兵淬炼,淬炼宗师(12),2,700,0,{0}/{1}个玄兵淬炼达到{2},-1,50,12
116,1,8,8001,个人成长,玄兵注灵,玄兵育魂(1),1,105,0,{0}/{1}个玄兵注灵达到{2},-1,40,1
117,1,8,8002,个人成长,玄兵注灵,玄兵育魂(2),2,105,0,{0}/{1}个玄兵注灵达到{2},-1,50,2
118,1,8,8003,个人成长,玄兵注灵,玄兵育魂(3),1,108,0,{0}/{1}个玄兵注灵达到{2},-1,50,3
119,1,8,8004,个人成长,玄兵注灵,玄兵育魂(4),2,108,0,{0}/{1}个玄兵注灵达到{2},-1,50,4
120,1,8,8005,个人成长,玄兵注灵,玄兵育魂(5),1,200,0,{0}/{1}个玄兵注灵达到{2},-1,50,5
121,1,8,8006,个人成长,玄兵注灵,玄兵育魂(6),2,200,0,{0}/{1}个玄兵注灵达到{2},-1,50,6
122,1,8,8007,个人成长,玄兵注灵,玄兵育魂(7),1,203,0,{0}/{1}个玄兵注灵达到{2},-1,50,7
123,1,8,8008,个人成长,玄兵注灵,玄兵育魂(8),2,203,0,{0}/{1}个玄兵注灵达到{2},-1,50,8
124,1,8,8009,个人成长,玄兵注灵,玄兵育魂(9),1,206,0,{0}/{1}个玄兵注灵达到{2},-1,50,9
125,1,8,8010,个人成长,玄兵注灵,玄兵育魂(10),2,206,0,{0}/{1}个玄兵注灵达到{2},-1,50,10
126,1,8,8011,个人成长,玄兵注灵,玄兵育魂(11),1,208,0,{0}/{1}个玄兵注灵达到{2},-1,50,11
127,1,8,8012,个人成长,玄兵注灵,玄兵育魂(12),2,208,0,{0}/{1}个玄兵注灵达到{2},-1,50,12
128,1,8,8013,个人成长,玄兵注灵,玄兵育魂(13),1,210,0,{0}/{1}个玄兵注灵达到{2},-1,50,13
129,1,8,8014,个人成长,玄兵注灵,玄兵育魂(14),2,210,0,{0}/{1}个玄兵注灵达到{2},-1,50,14
130,1,9,9001,个人成长,激活羽翼,羽翼进化(1),1,-1,0,激活{0}/{1}个羽翼,-1,50,1
131,1,9,9002,个人成长,激活羽翼,羽翼进化(2),2,-1,0,激活{0}/{1}个羽翼,-1,50,2
132,1,9,9003,个人成长,激活羽翼,羽翼进化(3),3,-1,0,激活{0}/{1}个羽翼,-1,50,3
133,1,9,9004,个人成长,激活羽翼,羽翼进化(4),4,-1,0,激活{0}/{1}个羽翼,-1,50,4
134,1,9,9005,个人成长,激活羽翼,羽翼进化(5),5,-1,0,激活{0}/{1}个羽翼,-1,50,5
135,1,9,9006,个人成长,激活羽翼,羽翼进化(6),6,-1,0,激活{0}/{1}个羽翼,-1,50,6
136,1,10,10001,个人成长,羽翼培养,九天湮风(1),1,5,0,{0}/{1}个羽翼达到{2}级,-1,50,1
137,1,10,10002,个人成长,羽翼培养,九天湮风(2),2,10,0,{0}/{1}个羽翼达到{2}级,-1,50,2
138,1,10,10003,个人成长,羽翼培养,九天湮风(3),3,15,0,{0}/{1}个羽翼达到{2}级,-1,50,3
139,1,10,10004,个人成长,羽翼培养,九天湮风(4),4,15,0,{0}/{1}个羽翼达到{2}级,-1,50,4
140,1,10,10005,个人成长,羽翼培养,九天湮风(5),3,20,0,{0}/{1}个羽翼达到{2}级,-1,50,5
141,1,10,10006,个人成长,羽翼培养,九天湮风(6),4,20,0,{0}/{1}个羽翼达到{2}级,-1,50,6
142,1,10,10007,个人成长,羽翼培养,九天湮风(7),4,25,0,{0}/{1}个羽翼达到{2}级,-1,50,7
143,1,10,10008,个人成长,羽翼培养,九天湮风(8),4,30,0,{0}/{1}个羽翼达到{2}级,-1,50,8
144,1,10,10009,个人成长,羽翼培养,九天湮风(9),5,15,0,{0}/{1}个羽翼达到{2}级,-1,50,9
145,1,10,10010,个人成长,羽翼培养,九天湮风(10),5,20,0,{0}/{1}个羽翼达到{2}级,-1,50,10
146,1,10,10011,个人成长,羽翼培养,九天湮风(11),5,25,0,{0}/{1}个羽翼达到{2}级,-1,50,11
147,1,10,10012,个人成长,羽翼培养,九天湮风(12),5,30,0,{0}/{1}个羽翼达到{2}级,-1,50,12
148,1,10,10013,个人成长,羽翼培养,九天湮风(13),6,20,0,{0}/{1}个羽翼达到{2}级,-1,50,13
149,1,10,10014,个人成长,羽翼培养,九天湮风(14),6,25,0,{0}/{1}个羽翼达到{2}级,-1,50,14
150,1,10,10015,个人成长,羽翼培养,九天湮风(15),6,30,0,{0}/{1}个羽翼达到{2}级,-1,50,15
151,2,11,121,灵兽培养,坐骑培养,疾若流星(1),21,-1,1000,坐骑达到{0}/{1},-1,30,1
152,2,11,11002,灵兽培养,坐骑培养,疾若流星(2),31,-1,0,坐骑达到{0}/{1},221552057,40,2
153,2,11,122,灵兽培养,坐骑培养,疾若流星(3),41,-1,1000,坐骑达到{0}/{1},-1,50,3
154,2,11,11004,灵兽培养,坐骑培养,疾若流星(4),51,-1,0,坐骑达到{0}/{1},-1,50,4
155,2,11,123,灵兽培养,坐骑培养,疾若流星(5),61,-1,1000,坐骑达到{0}/{1},221552011,50,5
156,2,11,11006,灵兽培养,坐骑培养,疾若流星(6),71,-1,0,坐骑达到{0}/{1},-1,50,6
157,2,11,124,灵兽培养,坐骑培养,疾若流星(7),81,-1,1000,坐骑达到{0}/{1},-1,50,7
158,2,11,11008,灵兽培养,坐骑培养,疾若流星(8),91,-1,0,坐骑达到{0}/{1},-1,50,8
159,2,11,125,灵兽培养,坐骑培养,疾若流星(9),101,-1,1000,坐骑达到{0}/{1},-1,50,9
160,2,11,11010,灵兽培养,坐骑培养,疾若流星(10),111,-1,0,坐骑达到{0}/{1},-1,50,10
161,2,11,11011,灵兽培养,坐骑培养,疾若流星(11),121,-1,0,坐骑达到{0}/{1},-1,50,11
162,2,13,13001,灵兽培养,伙伴成长,同修化神(1),1,5,0,{0}/{1}个伙伴达到{2}成长,-1,10,1
163,2,13,91,灵兽培养,伙伴成长,同修化神(2),1,10,1000,{0}/{1}个伙伴达到{2}成长,-1,50,2
164,2,13,13003,灵兽培养,伙伴成长,同修化神(3),1,20,0,{0}/{1}个伙伴达到{2}成长,-1,40,3
165,2,13,13004,灵兽培养,伙伴成长,同修化神(4),1,30,0,{0}/{1}个伙伴达到{2}成长,-1,50,4
166,2,13,92,灵兽培养,伙伴成长,同修化神(5),1,50,1000,{0}/{1}个伙伴达到{2}成长,221552009,50,5
167,2,13,13006,灵兽培养,伙伴成长,同修化神(6),1,80,0,{0}/{1}个伙伴达到{2}成长,-1,50,6
168,2,13,93,灵兽培养,伙伴成长,同修化神(7),1,100,1000,{0}/{1}个伙伴达到{2}成长,-1,50,7
169,2,13,13008,灵兽培养,伙伴成长,同修化神(8),1,120,0,{0}/{1}个伙伴达到{2}成长,-1,50,8
170,2,13,13009,灵兽培养,伙伴成长,同修化神(9),1,140,0,{0}/{1}个伙伴达到{2}成长,-1,50,9
171,2,13,13010,灵兽培养,伙伴成长,同修化神(10),1,150,0,{0}/{1}个伙伴达到{2}成长,-1,50,10
172,2,13,13011,灵兽培养,伙伴成长,同修化神(11),1,160,0,{0}/{1}个伙伴达到{2}成长,-1,50,11
173,2,13,13012,灵兽培养,伙伴成长,同修化神(12),1,170,0,{0}/{1}个伙伴达到{2}成长,-1,50,12
174,2,13,13013,灵兽培养,伙伴成长,同修化神(13),1,180,0,{0}/{1}个伙伴达到{2}成长,-1,50,13
175,2,13,13014,灵兽培养,伙伴成长,同修化神(14),1,190,0,{0}/{1}个伙伴达到{2}成长,-1,50,14
176,2,13,94,灵兽培养,伙伴成长,同修化神(15),1,200,1000,{0}/{1}个伙伴达到{2}成长,-1,50,15
177,2,14,101,灵兽培养,伙伴灵修,灵修之才(1),1,1,1000,1个伙伴{0}/{1}个魂全部达到{2}级,221552015,10,1
178,2,14,14002,灵兽培养,伙伴灵修,灵修之才(2),2,1,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,10,2
179,2,14,14003,灵兽培养,伙伴灵修,灵修之才(3),3,1,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,10,3
180,2,14,14004,灵兽培养,伙伴灵修,灵修之才(4),1,4,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,4
181,2,14,14005,灵兽培养,伙伴灵修,灵修之才(5),2,4,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,5
182,2,14,14006,灵兽培养,伙伴灵修,灵修之才(6),3,4,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,6
183,2,14,102,灵兽培养,伙伴灵修,灵修之才(7),1,8,1000,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,7
184,2,14,14008,灵兽培养,伙伴灵修,灵修之才(8),2,8,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,8
185,2,14,14009,灵兽培养,伙伴灵修,灵修之才(9),3,8,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,9
186,2,14,14010,灵兽培养,伙伴灵修,灵修之才(10),1,12,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,10
187,2,14,14011,灵兽培养,伙伴灵修,灵修之才(11),2,12,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,11
188,2,14,14012,灵兽培养,伙伴灵修,灵修之才(12),3,12,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,40,12
189,2,14,14013,灵兽培养,伙伴灵修,灵修之才(13),1,16,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,13
190,2,14,103,灵兽培养,伙伴灵修,灵修之才(14),2,16,1000,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,14
191,2,14,14015,灵兽培养,伙伴灵修,灵修之才(15),3,16,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,15
192,2,14,14016,灵兽培养,伙伴灵修,灵修之才(16),1,20,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,16
193,2,14,14017,灵兽培养,伙伴灵修,灵修之才(17),2,20,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,17
194,2,14,14018,灵兽培养,伙伴灵修,灵修之才(18),3,20,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,18
195,2,14,14019,灵兽培养,伙伴灵修,灵修之才(19),1,24,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,19
196,2,14,104,灵兽培养,伙伴灵修,灵修之才(20),2,24,1000,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,20
197,2,14,14021,灵兽培养,伙伴灵修,灵修之才(21),3,24,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,21
198,2,14,14022,灵兽培养,伙伴灵修,灵修之才(22),1,28,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,22
199,2,14,14023,灵兽培养,伙伴灵修,灵修之才(23),2,28,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,23
200,2,14,14024,灵兽培养,伙伴灵修,灵修之才(24),3,28,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,24
201,2,14,14025,灵兽培养,伙伴灵修,灵修之才(25),1,32,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,25
202,2,14,14026,灵兽培养,伙伴灵修,灵修之才(26),2,32,0,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,26
203,2,14,105,灵兽培养,伙伴灵修,灵修之才(27),3,32,1000,1个伙伴{0}/{1}个魂全部达到{2}级,-1,50,27
204,2,15,111,灵兽培养,伙伴资质,激发潜能(1),1,30,1000,{0}/{1}个伙伴资质达到{2},-1,10,1
205,2,15,112,灵兽培养,伙伴资质,激发潜能(2),1,40,1000,{0}/{1}个伙伴资质达到{2},-1,40,2
206,2,15,15003,灵兽培养,伙伴资质,激发潜能(3),1,50,0,{0}/{1}个伙伴资质达到{2},-1,50,3
207,2,15,113,灵兽培养,伙伴资质,激发潜能(4),1,60,1000,{0}/{1}个伙伴资质达到{2},221552010,50,4
208,2,15,15005,灵兽培养,伙伴资质,激发潜能(5),1,70,0,{0}/{1}个伙伴资质达到{2},-1,50,5
209,2,15,15006,灵兽培养,伙伴资质,激发潜能(6),1,75,0,{0}/{1}个伙伴资质达到{2},-1,50,6
210,2,15,114,灵兽培养,伙伴资质,激发潜能(7),1,80,1000,{0}/{1}个伙伴资质达到{2},-1,50,7
211,2,15,15008,灵兽培养,伙伴资质,激发潜能(8),1,85,0,{0}/{1}个伙伴资质达到{2},-1,50,8
212,2,15,15009,灵兽培养,伙伴资质,激发潜能(9),1,90,0,{0}/{1}个伙伴资质达到{2},-1,50,9
213,2,15,15010,灵兽培养,伙伴资质,激发潜能(10),1,95,0,{0}/{1}个伙伴资质达到{2},-1,50,10
214,2,15,115,灵兽培养,伙伴资质,激发潜能(11),1,100,1000,{0}/{1}个伙伴资质达到{2},-1,50,11
215,3,16,16001,装备打造,装备强化,百炼成钢(1),1,4,0,{0}/{1}件装备强化到{2},-1,10,1
216,3,16,51,装备打造,装备强化,百炼成钢(2),1,8,1000,{0}/{1}件装备强化到{2},-1,20,2
217,3,16,16003,装备打造,装备强化,百炼成钢(3),1,16,0,{0}/{1}件装备强化到{2},-1,50,3
218,3,16,16004,装备打造,装备强化,百炼成钢(4),1,24,0,{0}/{1}件装备强化到{2},-1,50,4
219,3,16,16005,装备打造,装备强化,百炼成钢(5),2,4,0,{0}/{1}件装备强化到{2},-1,40,5
220,3,16,16006,装备打造,装备强化,百炼成钢(6),2,8,0,{0}/{1}件装备强化到{2},-1,40,6
221,3,16,52,装备打造,装备强化,百炼成钢(7),2,12,1000,{0}/{1}件装备强化到{2},-1,40,7
222,3,16,16008,装备打造,装备强化,百炼成钢(8),2,24,0,{0}/{1}件装备强化到{2},-1,50,8
223,3,16,16009,装备打造,装备强化,百炼成钢(9),4,4,0,{0}/{1}件装备强化到{2},-1,50,9
224,3,16,16010,装备打造,装备强化,百炼成钢(10),4,8,0,{0}/{1}件装备强化到{2},-1,50,10
225,3,16,16011,装备打造,装备强化,百炼成钢(11),4,12,0,{0}/{1}件装备强化到{2},-1,50,11
226,3,16,16012,装备打造,装备强化,百炼成钢(12),4,24,0,{0}/{1}件装备强化到{2},-1,50,12
227,3,16,53,装备打造,装备强化,百炼成钢(13),5,16,1000,{0}/{1}件装备强化到{2},221552005,50,13
228,3,16,16014,装备打造,装备强化,百炼成钢(14),6,4,0,{0}/{1}件装备强化到{2},-1,50,14
229,3,16,16015,装备打造,装备强化,百炼成钢(15),6,8,0,{0}/{1}件装备强化到{2},-1,50,15
230,3,16,16016,装备打造,装备强化,百炼成钢(16),6,12,0,{0}/{1}件装备强化到{2},-1,50,16
231,3,16,16017,装备打造,装备强化,百炼成钢(17),6,24,0,{0}/{1}件装备强化到{2},-1,50,17
232,3,16,16018,装备打造,装备强化,百炼成钢(18),8,8,0,{0}/{1}件装备强化到{2},-1,50,18
