id,bag_id,objectid,bind,percent,mix,max,step,profession
1108,10018,144158340,2,468.09009855,1,1,1,0
1109,10018,144159340,2,547.47379947,1,1,1,0
111,10004,144151230,2,27,1,1,1,0
1110,10018,144159240,2,547.47379947,1,1,1,0
1111,10018,144159140,2,547.47379947,1,1,1,0
1112,10018,144160140,2,547.47379947,1,1,1,0
1113,10018,144160340,2,547.47379947,1,1,1,0
1114,10018,144160240,2,547.47379947,1,1,1,0
1115,10018,144161240,2,218.98951979,1,1,1,0
1116,10018,144161140,2,218.98951979,1,1,1,0
1117,10018,144161340,2,218.98951979,1,1,1,0
1118,10018,144162140,2,410.6053496,1,1,1,0
1119,10018,144162340,2,410.6053496,1,1,1,0
112,10004,144152330,2,10,1,1,1,0
1120,10018,144162240,2,410.6053496,1,1,1,0
1121,10018,143151240,2,938.52651337,1,1,1,0
1122,10018,143151340,2,938.52651337,1,1,1,0
1123,10018,143151140,2,938.52651337,1,1,1,0
1124,10018,143152140,2,391.05271391,1,1,1,0
1125,10018,143152340,2,391.05271391,1,1,1,0
1126,10018,143152240,2,391.05271391,1,1,1,0
1127,10018,143153340,2,782.10542781,1,1,1,0
1128,10018,143153140,2,782.10542781,1,1,1,0
1129,10018,143153240,2,782.10542781,1,1,1,0
113,10004,144152230,2,10,1,1,1,0
1130,10018,143154240,2,586.57907086,1,1,1,0
1131,10018,143154140,2,586.57907086,1,1,1,0
1132,10018,143154340,2,586.57907086,1,1,1,0
1133,10018,143155340,2,782.10542781,1,1,1,0
1134,10018,143155240,2,782.10542781,1,1,1,0
1135,10018,143155140,2,782.10542781,1,1,1,0
1136,10018,143156340,2,938.52651337,1,1,1,0
1137,10018,143156240,2,938.52651337,1,1,1,0
1138,10018,143156140,2,938.52651337,1,1,1,0
1139,10018,143157240,2,782.10542781,1,1,1,0
114,10004,144152130,2,10,1,1,1,0
1140,10018,143157140,2,782.10542781,1,1,1,0
1141,10018,143157340,2,782.10542781,1,1,1,0
1142,10018,143158240,2,668.70014078,1,1,1,0
1143,10018,143158140,2,668.70014078,1,1,1,0
1144,10018,143158340,2,668.70014078,1,1,1,0
1145,10018,143159140,2,782.10542781,1,1,1,0
1146,10018,143159240,2,782.10542781,1,1,1,0
1147,10018,143159340,2,782.10542781,1,1,1,0
1148,10018,143160340,2,782.10542781,1,1,1,0
1149,10018,143160240,2,782.10542781,1,1,1,0
115,10004,144153330,2,23,1,1,1,0
1150,10018,143160140,2,782.10542781,1,1,1,0
1151,10018,143161240,2,312.84217112,1,1,1,0
1152,10018,143161340,2,312.84217112,1,1,1,0
1153,10018,143161140,2,312.84217112,1,1,1,0
1154,10018,143162340,2,586.57907086,1,1,1,0
1155,10018,143162240,2,586.57907086,1,1,1,0
1156,10018,143162140,2,586.57907086,1,1,1,0
1157,10018,143151350,2,469.26325669,1,1,1,0
1158,10018,143151150,2,469.26325669,1,1,1,0
1159,10018,143151250,2,469.26325669,1,1,1,0
116,10004,144153130,2,23,1,1,1,0
1160,10018,143152150,2,195.52635695,1,1,1,0
1161,10018,143152250,2,195.52635695,1,1,1,0
1162,10018,143152350,2,195.52635695,1,1,1,0
1163,10018,143153350,2,391.05271391,1,1,1,0
1164,10018,143153150,2,391.05271391,1,1,1,0
1165,10018,143153250,2,391.05271391,1,1,1,0
1166,10018,143154250,2,293.28953543,1,1,1,0
1167,10018,143154350,2,293.28953543,1,1,1,0
1168,10018,143154150,2,293.28953543,1,1,1,0
1169,10018,143155250,2,391.05271391,1,1,1,0
117,10004,144153230,2,23,1,1,1,0
1170,10018,143155150,2,391.05271391,1,1,1,0
1171,10018,143155350,2,391.05271391,1,1,1,0
1172,10018,143156350,2,469.26325669,1,1,1,0
1173,10018,143156250,2,469.26325669,1,1,1,0
1174,10018,143156150,2,469.26325669,1,1,1,0
1175,10018,143157250,2,391.05271391,1,1,1,0
1176,10018,143157150,2,391.05271391,1,1,1,0
1177,10018,143157350,2,391.05271391,1,1,1,0
1178,10018,143158150,2,334.35007039,1,1,1,0
1179,10018,143158250,2,334.35007039,1,1,1,0
118,10004,144154230,2,17,1,1,1,0
1180,10018,143158350,2,334.35007039,1,1,1,0
1181,10018,143159250,2,391.05271391,1,1,1,0
1182,10018,143159350,2,391.05271391,1,1,1,0
1183,10018,143159150,2,391.05271391,1,1,1,0
1184,10018,143160350,2,391.05271391,1,1,1,0
1185,10018,143160250,2,391.05271391,1,1,1,0
1186,10018,143160150,2,391.05271391,1,1,1,0
1187,10018,143161250,2,156.42108556,1,1,1,0
1188,10018,143161350,2,156.42108556,1,1,1,0
1189,10018,143161150,2,156.42108556,1,1,1,0
119,10004,144154130,2,17,1,1,1,0
1190,10018,143162350,2,293.28953543,1,1,1,0
1191,10018,143162250,2,293.28953543,1,1,1,0
1192,10018,143162150,2,293.28953543,1,1,1,0
1193,10018,182353001,2,25000,1,1,1,0
1194,10018,173300003,1,20000,1,1,1,0
1195,10019,144151340,2,311.59080244,1,1,1,0
1196,10019,144151140,2,311.59080244,1,1,1,0
1197,10019,144151240,2,311.59080244,1,1,1,0
1198,10019,144152240,2,129.82950102,1,1,1,0
1199,10019,144152340,2,129.82950102,1,1,1,0
12,10001,144154320,2,23,1,1,1,0
120,10004,144154330,2,17,1,1,1,0
1200,10019,144152140,2,129.82950102,1,1,1,0
1201,10019,144153340,2,259.65900203,1,1,1,0
1202,10019,144153240,2,259.65900203,1,1,1,0
1203,10019,144153140,2,259.65900203,1,1,1,0
1204,10019,144154240,2,194.74425153,1,1,1,0
1205,10019,144154140,2,194.74425153,1,1,1,0
1206,10019,144154340,2,194.74425153,1,1,1,0
1207,10019,144155140,2,259.65900203,1,1,1,0
1208,10019,144155240,2,259.65900203,1,1,1,0
1209,10019,144155340,2,259.65900203,1,1,1,0
121,10004,144155130,2,23,1,1,1,0
1210,10019,144156340,2,311.59080244,1,1,1,0
1211,10019,144156140,2,311.59080244,1,1,1,0
1212,10019,144156240,2,311.59080244,1,1,1,0
1213,10019,144157140,2,259.65900203,1,1,1,0
1214,10019,144157340,2,259.65900203,1,1,1,0
1215,10019,144157240,2,259.65900203,1,1,1,0
1216,10019,144158240,2,222.00844674,1,1,1,0
1217,10019,144158140,2,222.00844674,1,1,1,0
1218,10019,144158340,2,222.00844674,1,1,1,0
1219,10019,144159340,2,259.65900203,1,1,1,0
122,10004,144155230,2,23,1,1,1,0
1220,10019,144159240,2,259.65900203,1,1,1,0
1221,10019,144159140,2,259.65900203,1,1,1,0
1222,10019,144160140,2,259.65900203,1,1,1,0
1223,10019,144160340,2,259.65900203,1,1,1,0
1224,10019,144160240,2,259.65900203,1,1,1,0
1225,10019,144161240,2,103.86360081,1,1,1,0
1226,10019,144161140,2,103.86360081,1,1,1,0
1227,10019,144161340,2,103.86360081,1,1,1,0
1228,10019,144162140,2,194.74425153,1,1,1,0
1229,10019,144162340,2,194.74425153,1,1,1,0
123,10004,144155330,2,23,1,1,1,0
1230,10019,144162240,2,194.74425153,1,1,1,0
1231,10019,143151240,2,626.93571093,1,1,1,0
1232,10019,143151340,2,626.93571093,1,1,1,0
1233,10019,143151140,2,626.93571093,1,1,1,0
1234,10019,143152140,2,261.22321289,1,1,1,0
1235,10019,143152340,2,261.22321289,1,1,1,0
1236,10019,143152240,2,261.22321289,1,1,1,0
1237,10019,143153340,2,522.44642578,1,1,1,0
1238,10019,143153140,2,522.44642578,1,1,1,0
1239,10019,143153240,2,522.44642578,1,1,1,0
124,10004,144156330,2,27,1,1,1,0
1240,10019,143154240,2,391.83481933,1,1,1,0
1241,10019,143154140,2,391.83481933,1,1,1,0
1242,10019,143154340,2,391.83481933,1,1,1,0
1243,10019,143155340,2,522.44642578,1,1,1,0
1244,10019,143155240,2,522.44642578,1,1,1,0
1245,10019,143155140,2,522.44642578,1,1,1,0
1246,10019,143156340,2,626.93571093,1,1,1,0
1247,10019,143156240,2,626.93571093,1,1,1,0
1248,10019,143156140,2,626.93571093,1,1,1,0
1249,10019,143157240,2,522.44642578,1,1,1,0
125,10004,144156130,2,27,1,1,1,0
1250,10019,143157140,2,522.44642578,1,1,1,0
1251,10019,143157340,2,522.44642578,1,1,1,0
1252,10019,143158240,2,446.69169404,1,1,1,0
1253,10019,143158140,2,446.69169404,1,1,1,0
1254,10019,143158340,2,446.69169404,1,1,1,0
1255,10019,143159140,2,522.44642578,1,1,1,0
1256,10019,143159240,2,522.44642578,1,1,1,0
1257,10019,143159340,2,522.44642578,1,1,1,0
1258,10019,143160340,2,522.44642578,1,1,1,0
1259,10019,143160240,2,522.44642578,1,1,1,0
126,10004,144156230,2,27,1,1,1,0
1260,10019,143160140,2,522.44642578,1,1,1,0
1261,10019,143161240,2,208.97857031,1,1,1,0
1262,10019,143161340,2,208.97857031,1,1,1,0
1263,10019,143161140,2,208.97857031,1,1,1,0
1264,10019,143162340,2,391.83481933,1,1,1,0
1265,10019,143162240,2,391.83481933,1,1,1,0
1266,10019,143162140,2,391.83481933,1,1,1,0
1267,10019,143151350,2,626.93571093,1,1,1,0
1268,10019,143151150,2,626.93571093,1,1,1,0
1269,10019,143151250,2,626.93571093,1,1,1,0
127,10004,144157130,2,23,1,1,1,0
1270,10019,143152150,2,261.22321289,1,1,1,0
1271,10019,143152250,2,261.22321289,1,1,1,0
1272,10019,143152350,2,261.22321289,1,1,1,0
1273,10019,143153350,2,522.44642578,1,1,1,0
1274,10019,143153150,2,522.44642578,1,1,1,0
1275,10019,143153250,2,522.44642578,1,1,1,0
1276,10019,143154250,2,391.83481933,1,1,1,0
1277,10019,143154350,2,391.83481933,1,1,1,0
1278,10019,143154150,2,391.83481933,1,1,1,0
1279,10019,143155250,2,522.44642578,1,1,1,0
128,10004,144157330,2,23,1,1,1,0
1280,10019,143155150,2,522.44642578,1,1,1,0
1281,10019,143155350,2,522.44642578,1,1,1,0
1282,10019,143156350,2,626.93571093,1,1,1,0
1283,10019,143156250,2,626.93571093,1,1,1,0
1284,10019,143156150,2,626.93571093,1,1,1,0
1285,10019,143157250,2,522.44642578,1,1,1,0
1286,10019,143157150,2,522.44642578,1,1,1,0
1287,10019,143157350,2,522.44642578,1,1,1,0
1288,10019,143158150,2,446.69169404,1,1,1,0
1289,10019,143158250,2,446.69169404,1,1,1,0
129,10004,144157230,2,23,1,1,1,0
1290,10019,143158350,2,446.69169404,1,1,1,0
1291,10019,143159250,2,522.44642578,1,1,1,0
1292,10019,143159350,2,522.44642578,1,1,1,0
1293,10019,143159150,2,522.44642578,1,1,1,0
1294,10019,143160350,2,522.44642578,1,1,1,0
1295,10019,143160250,2,522.44642578,1,1,1,0
1296,10019,143160150,2,522.44642578,1,1,1,0
1297,10019,143161250,2,208.97857031,1,1,1,0
1298,10019,143161350,2,208.97857031,1,1,1,0
1299,10019,143161150,2,208.97857031,1,1,1,0
13,10001,144155320,2,30,1,1,1,0
130,10004,144158130,2,20,1,1,1,0
1300,10019,143162350,2,391.83481933,1,1,1,0
1301,10019,143162250,2,391.83481933,1,1,1,0
1302,10019,143162150,2,391.83481933,1,1,1,0
1303,10019,182353001,2,33300,1,1,1,0
1304,10019,173300003,1,25000,1,1,1,0
1305,10020,144151250,2,867.19849836,1,1,1,0
1306,10020,144151350,2,867.19849836,1,1,1,0
1307,10020,144151150,2,867.19849836,1,1,1,0
1308,10020,144152150,2,361.33270765,1,1,1,0
1309,10020,144152250,2,361.33270765,1,1,1,0
131,10004,144158330,2,20,1,1,1,0
1310,10020,144152350,2,361.33270765,1,1,1,0
1311,10020,144153250,2,722.6654153,1,1,1,0
1312,10020,144153350,2,722.6654153,1,1,1,0
1313,10020,144153150,2,722.6654153,1,1,1,0
1314,10020,144154250,2,541.99906147,1,1,1,0
1315,10020,144154350,2,541.99906147,1,1,1,0
1316,10020,144154150,2,541.99906147,1,1,1,0
1317,10020,144155150,2,722.6654153,1,1,1,0
1318,10020,144155250,2,722.6654153,1,1,1,0
1319,10020,144155350,2,722.6654153,1,1,1,0
132,10004,144158230,2,20,1,1,1,0
1320,10020,144156350,2,867.19849836,1,1,1,0
1321,10020,144156150,2,867.19849836,1,1,1,0
1322,10020,144156250,2,867.19849836,1,1,1,0
1323,10020,144157150,2,722.6654153,1,1,1,0
1324,10020,144157350,2,722.6654153,1,1,1,0
1325,10020,144157250,2,722.6654153,1,1,1,0
1326,10020,144158250,2,617.87893008,1,1,1,0
1327,10020,144158150,2,617.87893008,1,1,1,0
1328,10020,144158350,2,617.87893008,1,1,1,0
1329,10020,144159250,2,722.6654153,1,1,1,0
133,10004,144159130,2,23,1,1,1,0
1330,10020,144159350,2,722.6654153,1,1,1,0
1331,10020,144159150,2,722.6654153,1,1,1,0
1332,10020,144160150,2,722.6654153,1,1,1,0
1333,10020,144160350,2,722.6654153,1,1,1,0
1334,10020,144160250,2,722.6654153,1,1,1,0
1335,10020,144161250,2,289.06616612,1,1,1,0
1336,10020,144161350,2,289.06616612,1,1,1,0
1337,10020,144161150,2,289.06616612,1,1,1,0
1338,10020,144162350,2,541.99906147,1,1,1,0
1339,10020,144162250,2,541.99906147,1,1,1,0
134,10004,144159230,2,23,1,1,1,0
1340,10020,144162150,2,541.99906147,1,1,1,0
1341,10020,143151350,2,780.85405913,1,1,1,0
1342,10020,143151150,2,780.85405913,1,1,1,0
1343,10020,143151250,2,780.85405913,1,1,1,0
1344,10020,143152150,2,325.35585797,1,1,1,0
1345,10020,143152250,2,325.35585797,1,1,1,0
1346,10020,143152350,2,325.35585797,1,1,1,0
1347,10020,143153350,2,650.71171594,1,1,1,0
1348,10020,143153150,2,650.71171594,1,1,1,0
1349,10020,143153250,2,650.71171594,1,1,1,0
135,10004,144159330,2,23,1,1,1,0
1350,10020,143154250,2,488.03378695,1,1,1,0
1351,10020,143154350,2,488.03378695,1,1,1,0
1352,10020,143154150,2,488.03378695,1,1,1,0
1353,10020,143155250,2,650.71171594,1,1,1,0
1354,10020,143155150,2,650.71171594,1,1,1,0
1355,10020,143155350,2,650.71171594,1,1,1,0
1356,10020,143156350,2,780.85405913,1,1,1,0
1357,10020,143156250,2,780.85405913,1,1,1,0
1358,10020,143156150,2,780.85405913,1,1,1,0
1359,10020,143157250,2,650.71171594,1,1,1,0
136,10004,144160130,2,23,1,1,1,0
1360,10020,143157150,2,650.71171594,1,1,1,0
1361,10020,143157350,2,650.71171594,1,1,1,0
1362,10020,143158150,2,556.35851713,1,1,1,0
1363,10020,143158250,2,556.35851713,1,1,1,0
1364,10020,143158350,2,556.35851713,1,1,1,0
1365,10020,143159250,2,650.71171594,1,1,1,0
1366,10020,143159350,2,650.71171594,1,1,1,0
1367,10020,143159150,2,650.71171594,1,1,1,0
1368,10020,143160350,2,650.71171594,1,1,1,0
1369,10020,143160250,2,650.71171594,1,1,1,0
137,10004,144160330,2,23,1,1,1,0
1370,10020,143160150,2,650.71171594,1,1,1,0
1371,10020,143161250,2,260.28468638,1,1,1,0
1372,10020,143161350,2,260.28468638,1,1,1,0
1373,10020,143161150,2,260.28468638,1,1,1,0
1374,10020,143162350,2,488.03378695,1,1,1,0
1375,10020,143162250,2,488.03378695,1,1,1,0
1376,10020,143162150,2,488.03378695,1,1,1,0
1377,10020,143151260,2,195.21351478,1,1,1,0
1378,10020,143151360,2,195.21351478,1,1,1,0
1379,10020,143151160,2,195.21351478,1,1,1,0
138,10004,144160230,2,23,1,1,1,0
1380,10020,143152160,2,81.338964492,1,1,1,0
1381,10020,143152260,2,81.338964492,1,1,1,0
1382,10020,143152360,2,81.338964492,1,1,1,0
1383,10020,143153360,2,162.67792898,1,1,1,0
1384,10020,143153160,2,162.67792898,1,1,1,0
1385,10020,143153260,2,162.67792898,1,1,1,0
1386,10020,143154260,2,122.00844674,1,1,1,0
1387,10020,143154360,2,122.00844674,1,1,1,0
1388,10020,143154160,2,122.00844674,1,1,1,0
1389,10020,143155360,2,162.67792898,1,1,1,0
139,10004,144161230,2,10,1,1,1,0
1390,10020,143155260,2,162.67792898,1,1,1,0
1391,10020,143155160,2,162.67792898,1,1,1,0
1392,10020,143156360,2,195.21351478,1,1,1,0
1393,10020,143156260,2,195.21351478,1,1,1,0
1394,10020,143156160,2,195.21351478,1,1,1,0
1395,10020,143157260,2,162.67792898,1,1,1,0
1396,10020,143157160,2,162.67792898,1,1,1,0
1397,10020,143157360,2,162.67792898,1,1,1,0
1398,10020,143158160,2,139.08962928,1,1,1,0
1399,10020,143158260,2,139.08962928,1,1,1,0
14,10001,144155120,2,30,1,1,1,0
140,10004,144161130,2,10,1,1,1,0
1400,10020,143158360,2,139.08962928,1,1,1,0
1401,10020,143159160,2,162.67792898,1,1,1,0
1402,10020,143159260,2,162.67792898,1,1,1,0
1403,10020,143159360,2,162.67792898,1,1,1,0
1404,10020,143160160,2,162.67792898,1,1,1,0
1405,10020,143160260,2,162.67792898,1,1,1,0
1406,10020,143160360,2,162.67792898,1,1,1,0
1407,10020,143161260,2,65.071171594,1,1,1,0
1408,10020,143161360,2,65.071171594,1,1,1,0
1409,10020,143161160,2,65.071171594,1,1,1,0
141,10004,144161330,2,10,1,1,1,0
1410,10020,143162260,2,122.00844674,1,1,1,0
1411,10020,143162160,2,122.00844674,1,1,1,0
1412,10020,143162360,2,122.00844674,1,1,1,0
1413,10020,182353001,2,20800,1,1,1,0
1414,10020,173300003,1,30100,1,1,1,0
1415,10021,144151250,2,611.91928672,1,1,1,0
1416,10021,144151350,2,611.91928672,1,1,1,0
1417,10021,144151150,2,611.91928672,1,1,1,0
1418,10021,144152150,2,254.96636947,1,1,1,0
1419,10021,144152250,2,254.96636947,1,1,1,0
142,10004,144162330,2,17,1,1,1,0
1420,10021,144152350,2,254.96636947,1,1,1,0
1421,10021,144153250,2,509.93273893,1,1,1,0
1422,10021,144153350,2,509.93273893,1,1,1,0
1423,10021,144153150,2,509.93273893,1,1,1,0
1424,10021,144154250,2,382.4495542,1,1,1,0
1425,10021,144154350,2,382.4495542,1,1,1,0
1426,10021,144154150,2,382.4495542,1,1,1,0
1427,10021,144155150,2,509.93273893,1,1,1,0
1428,10021,144155250,2,509.93273893,1,1,1,0
1429,10021,144155350,2,509.93273893,1,1,1,0
143,10004,144162230,2,17,1,1,1,0
1430,10021,144156350,2,611.91928672,1,1,1,0
1431,10021,144156150,2,611.91928672,1,1,1,0
1432,10021,144156250,2,611.91928672,1,1,1,0
1433,10021,144157150,2,509.93273893,1,1,1,0
1434,10021,144157350,2,509.93273893,1,1,1,0
1435,10021,144157250,2,509.93273893,1,1,1,0
1436,10021,144158250,2,435.99249179,1,1,1,0
1437,10021,144158150,2,435.99249179,1,1,1,0
1438,10021,144158350,2,435.99249179,1,1,1,0
1439,10021,144159250,2,509.93273893,1,1,1,0
144,10004,144162130,2,17,1,1,1,0
1440,10021,144159350,2,509.93273893,1,1,1,0
1441,10021,144159150,2,509.93273893,1,1,1,0
1442,10021,144160150,2,509.93273893,1,1,1,0
1443,10021,144160350,2,509.93273893,1,1,1,0
1444,10021,144160250,2,509.93273893,1,1,1,0
1445,10021,144161250,2,203.97309557,1,1,1,0
1446,10021,144161350,2,203.97309557,1,1,1,0
1447,10021,144161150,2,203.97309557,1,1,1,0
1448,10021,144162350,2,382.4495542,1,1,1,0
1449,10021,144162250,2,382.4495542,1,1,1,0
145,10005,144151340,2,7,1,1,1,0
1450,10021,144162150,2,382.4495542,1,1,1,0
1451,10021,143151350,2,236.50868137,1,1,1,0
1452,10021,143151150,2,236.50868137,1,1,1,0
1453,10021,143151250,2,236.50868137,1,1,1,0
1454,10021,143152150,2,98.545283904,1,1,1,0
1455,10021,143152250,2,98.545283904,1,1,1,0
1456,10021,143152350,2,98.545283904,1,1,1,0
1457,10021,143153350,2,197.09056781,1,1,1,0
1458,10021,143153150,2,197.09056781,1,1,1,0
1459,10021,143153250,2,197.09056781,1,1,1,0
146,10005,144151140,2,7,1,1,1,0
1460,10021,143154250,2,147.81792586,1,1,1,0
1461,10021,143154350,2,147.81792586,1,1,1,0
1462,10021,143154150,2,147.81792586,1,1,1,0
1463,10021,143155250,2,197.09056781,1,1,1,0
1464,10021,143155150,2,197.09056781,1,1,1,0
1465,10021,143155350,2,197.09056781,1,1,1,0
1466,10021,143156350,2,236.50868137,1,1,1,0
1467,10021,143156250,2,236.50868137,1,1,1,0
1468,10021,143156150,2,236.50868137,1,1,1,0
1469,10021,143157250,2,197.09056781,1,1,1,0
147,10005,144151240,2,7,1,1,1,0
1470,10021,143157150,2,197.09056781,1,1,1,0
1471,10021,143157350,2,197.09056781,1,1,1,0
1472,10021,143158150,2,168.51243548,1,1,1,0
1473,10021,143158250,2,168.51243548,1,1,1,0
1474,10021,143158350,2,168.51243548,1,1,1,0
1475,10021,143159250,2,197.09056781,1,1,1,0
1476,10021,143159350,2,197.09056781,1,1,1,0
1477,10021,143159150,2,197.09056781,1,1,1,0
1478,10021,143160350,2,197.09056781,1,1,1,0
1479,10021,143160250,2,197.09056781,1,1,1,0
148,10005,144152240,2,3,1,1,1,0
1480,10021,143160150,2,197.09056781,1,1,1,0
1481,10021,143161250,2,78.836227123,1,1,1,0
1482,10021,143161350,2,78.836227123,1,1,1,0
1483,10021,143161150,2,78.836227123,1,1,1,0
1484,10021,143162350,2,147.81792586,1,1,1,0
1485,10021,143162250,2,147.81792586,1,1,1,0
1486,10021,143162150,2,147.81792586,1,1,1,0
1487,10021,143151260,2,469.26325669,1,1,1,0
1488,10021,143151360,2,469.26325669,1,1,1,0
1489,10021,143151160,2,469.26325669,1,1,1,0
149,10005,144152340,2,3,1,1,1,0
1490,10021,143152160,2,195.52635695,1,1,1,0
