id,monsterid,rank_mix,rank_max,bag_id,number,person,profession
222,503001,1,1,10816,6,6,0
223,503001,0,0,10816,2,2,0
224,503001,2,10,10816,4,4,0
225,503001,1,1,10826,1,1,0
226,503001,0,0,10824,1,1,0
227,503001,2,10,10825,1,1,0
228,503001,1,1,10805,4,4,0
229,503001,0,0,10805,1,1,0
230,503001,2,10,10805,3,3,0
231,503001,1,1,10798,2,2,0
232,503001,2,10,10798,1,1,0
233,503001,1,1,10849,1,1,0
234,503001,1,1,10850,1,1,0
235,503001,2,10,10849,1,1,0
236,503001,1,1,10242,10,10,0
237,503002,1,1,10816,6,6,0
238,503002,0,0,10816,2,2,0
239,503002,2,10,10816,4,4,0
240,503002,1,1,10826,1,1,0
241,503002,0,0,10824,1,1,0
242,503002,2,10,10825,1,1,0
243,503002,1,1,10805,4,4,0
244,503002,0,0,10805,1,1,0
245,503002,2,10,10805,3,3,0
246,503002,1,1,10798,2,2,0
247,503002,2,10,10798,1,1,0
248,503002,1,1,10849,1,1,0
249,503002,1,1,10850,1,1,0
250,503002,2,10,10849,1,1,0
251,503002,1,1,10242,10,10,0
252,503003,1,1,10816,6,6,0
253,503003,0,0,10816,2,2,0
254,503003,2,10,10816,4,4,0
255,503003,1,1,10826,1,1,0
256,503003,0,0,10824,1,1,0
257,503003,2,10,10825,1,1,0
258,503003,1,1,10805,4,4,0
259,503003,0,0,10805,1,1,0
260,503003,2,10,10805,3,3,0
261,503003,1,1,10798,2,2,0
262,503003,2,10,10798,1,1,0
263,503003,1,1,10849,1,1,0
264,503003,1,1,10850,1,1,0
265,503003,2,10,10849,1,1,0
266,503003,1,1,10242,10,10,0
267,503004,1,1,10816,6,6,0
268,503004,0,0,10816,2,2,0
269,503004,2,10,10816,4,4,0
270,503004,1,1,10826,1,1,0
271,503004,0,0,10824,1,1,0
272,503004,2,10,10825,1,1,0
273,503004,1,1,10805,4,4,0
274,503004,0,0,10805,1,1,0
275,503004,2,10,10805,3,3,0
276,503004,1,1,10798,2,2,0
277,503004,2,10,10798,1,1,0
278,503004,1,1,10849,1,1,0
279,503004,1,1,10850,1,1,0
280,503004,2,10,10849,1,1,0
281,503004,1,1,10242,10,10,0
282,503005,1,1,10816,6,6,0
283,503005,0,0,10816,2,2,0
284,503005,2,10,10816,4,4,0
285,503005,1,1,10826,1,1,0
286,503005,0,0,10824,1,1,0
287,503005,2,10,10825,1,1,0
288,503005,1,1,10805,4,4,0
289,503005,0,0,10805,1,1,0
290,503005,2,10,10805,3,3,0
291,503005,1,1,10798,2,2,0
292,503005,2,10,10798,1,1,0
293,503005,1,1,10849,1,1,0
294,503005,1,1,10850,1,1,0
295,503005,2,10,10849,1,1,0
296,503005,1,1,10242,10,10,0
297,503006,1,1,10816,6,6,0
298,503006,0,0,10816,2,2,0
299,503006,2,10,10816,4,4,0
300,503006,1,1,10826,1,1,0
301,503006,0,0,10824,1,1,0
302,503006,2,10,10825,1,1,0
303,503006,1,1,10805,4,4,0
304,503006,0,0,10805,1,1,0
305,503006,2,10,10805,3,3,0
306,503006,1,1,10798,2,2,0
307,503006,2,10,10798,1,1,0
308,503006,1,1,10849,1,1,0
309,503006,1,1,10850,1,1,0
310,503006,2,10,10849,1,1,0
311,503006,1,1,10242,10,10,0
312,504001,0,0,10742,2,1,1
313,504001,0,0,10743,2,1,2
314,504001,0,0,10744,2,1,3
315,504001,0,0,10763,3,1,0
316,504001,0,0,10764,3,1,0
317,504001,0,0,10079,10,1,0
318,504001,0,0,10680,1,1,0
319,504001,0,0,10851,1,1,0
320,504002,0,0,10745,2,1,1
321,504002,0,0,10746,2,1,2
322,504002,0,0,10747,2,1,3
323,504002,0,0,10764,6,1,0
324,504002,0,0,10080,10,1,0
325,504002,0,0,10680,1,1,0
326,504002,0,0,10851,1,1,0
327,504003,0,0,10748,2,1,1
328,504003,0,0,10749,2,1,2
329,504003,0,0,10750,2,1,3
330,504003,0,0,10764,3,1,0
331,504003,0,0,10765,3,1,0
332,504003,0,0,10081,10,1,0
333,504003,0,0,10680,1,1,0
334,504003,0,0,10851,1,1,0
335,504004,0,0,10751,2,1,1
336,504004,0,0,10752,2,1,2
337,504004,0,0,10753,2,1,3
338,504004,0,0,10765,6,1,0
339,504004,0,0,10082,10,1,0
340,504004,0,0,10680,1,1,0
341,504004,0,0,10851,1,1,0
342,504005,0,0,10754,2,1,1
343,504005,0,0,10755,2,1,2
344,504005,0,0,10756,2,1,3
345,504005,0,0,10083,10,1,0
346,504005,0,0,10765,3,1,0
347,504005,0,0,10766,3,1,0
348,504005,0,0,10680,1,1,0
349,504005,0,0,10851,1,1,0
350,504006,0,0,10757,2,1,1
351,504006,0,0,10758,2,1,2
352,504006,0,0,10759,2,1,3
353,504006,0,0,10084,10,1,0
354,504006,0,0,10766,6,1,0
355,504006,0,0,10680,1,1,0
356,504006,0,0,10851,1,1,0
357,504007,0,0,10760,2,1,1
358,504007,0,0,10761,2,1,2
359,504007,0,0,10762,2,1,3
360,504007,0,0,10085,10,1,0
361,504007,0,0,10766,3,1,0
362,504007,0,0,10767,3,1,0
363,504007,0,0,10680,1,1,0
364,504007,0,0,10851,1,1,0
365,206002,1,1,10814,2,1,0
366,206002,1,1,10822,1,1,0
367,206002,1,1,10823,1,1,0
368,206002,2,10,10814,1,1,0
369,206002,2,10,10822,1,1,0
370,206002,0,0,10814,1,1,0
371,206002,0,0,10822,1,1,0
372,206002,1,1,10783,1,1,0
373,206002,1,1,10805,1,1,0
374,206002,2,10,10848,1,1,0
375,206002,2,10,10805,1,1,0
376,206002,0,0,10805,1,1,0
377,206002,1,1,10852,1,1,0
378,206004,1,1,10814,3,3,0
379,206004,1,1,10823,2,2,0
380,206004,2,10,10814,2,2,0
381,206004,2,10,10823,1,1,0
382,206004,0,0,10814,1,1,0
383,206004,0,0,10823,1,1,0
384,206004,1,1,10783,1,1,0
385,206004,1,1,10805,1,1,0
386,206004,2,10,10848,1,1,0
387,206004,2,10,10805,1,1,0
388,206004,0,0,10805,1,1,0
389,206004,1,1,10852,1,1,0
390,206006,1,1,10815,2,2,0
391,206006,1,1,10823,1,1,0
392,206006,1,1,10824,1,1,0
393,206006,2,10,10815,1,1,0
394,206006,2,10,10823,1,1,0
395,206006,0,0,10815,1,1,0
396,206006,0,0,10823,1,1,0
397,206006,1,1,10783,1,1,0
398,206006,1,1,10784,1,1,0
399,206006,1,1,10805,1,1,0
400,206006,1,1,10806,1,1,0
401,206006,2,10,10848,1,1,0
402,206006,2,10,10789,1,1,0
403,206006,2,10,10805,1,1,0
404,206006,0,0,10805,1,1,0
405,206006,0,0,10794,1,1,0
406,206006,1,1,10852,1,1,0
407,206008,1,1,10815,3,3,0
408,206008,1,1,10824,2,2,0
409,206008,2,10,10815,2,2,0
410,206008,2,10,10824,1,1,0
411,206008,0,0,10815,1,1,0
412,206008,0,0,10824,1,1,0
413,206008,1,1,10783,1,1,0
414,206008,1,1,10784,1,1,0
415,206008,1,1,10786,1,1,0
416,206008,1,1,10805,1,1,0
417,206008,1,1,10806,1,1,0
418,206008,2,10,10848,1,1,0
419,206008,2,10,10790,1,1,0
420,206008,2,10,10805,1,1,0
421,206008,0,0,10805,1,1,0
422,206008,0,0,10794,1,1,0
423,206008,1,1,10852,1,1,0
424,206010,1,1,10816,2,2,0
425,206010,1,1,10824,1,1,0
426,206010,1,1,10825,1,1,0
427,206010,2,10,10816,1,1,0
428,206010,2,10,10824,1,1,0
429,206010,0,0,10816,1,1,0
430,206010,0,0,10824,1,1,0
431,206010,1,1,10783,1,1,0
432,206010,1,1,10784,1,1,0
433,206010,1,1,10788,1,1,0
434,206010,1,1,10796,1,1,0
435,206010,1,1,10801,2,2,0
436,206010,1,1,10802,1,1,0
437,206010,1,1,10805,2,2,0
438,206010,1,1,10806,1,1,0
439,206010,1,1,10809,1,1,0
440,206010,1,1,10780,1,1,0
441,206010,2,10,10848,1,1,0
442,206010,2,10,10791,1,1,0
443,206010,2,10,10801,1,1,0
444,206010,2,10,10805,1,1,0
445,206010,0,0,10805,1,1,0
446,206010,0,0,10794,1,1,0
447,206010,1,1,10852,1,1,0
448,206012,1,1,10816,3,3,0
449,206012,1,1,10825,2,2,0
450,206012,2,10,10816,2,2,0
451,206012,2,10,10825,1,1,0
452,206012,0,0,10816,1,1,0
453,206012,0,0,10825,1,1,0
454,206012,1,1,10783,1,1,0
455,206012,1,1,10784,1,1,0
456,206012,1,1,10790,1,1,0
457,206012,1,1,10796,1,1,0
458,206012,1,1,10801,2,2,0
459,206012,1,1,10802,1,1,0
460,206012,1,1,10805,2,2,0
461,206012,1,1,10806,1,1,0
462,206012,1,1,10809,1,1,0
463,206012,1,1,10780,1,1,0
464,206012,2,10,10848,1,1,0
465,206012,2,10,10792,1,1,0
466,206012,2,10,10801,1,1,0
467,206012,2,10,10805,1,1,0
468,206012,0,0,10805,1,1,0
469,206012,0,0,10794,1,1,0
470,206012,1,1,10852,1,1,0
471,206014,1,1,10817,2,2,0
472,206014,1,1,10825,1,1,0
473,206014,1,1,10838,1,1,0
474,206014,2,10,10817,1,1,0
475,206014,2,10,10825,1,1,0
476,206014,0,0,10817,1,1,0
477,206014,0,0,10825,1,1,0
478,206014,1,1,10783,1,1,0
479,206014,1,1,10784,1,1,0
480,206014,1,1,10792,1,1,0
481,206014,1,1,10798,1,1,0
482,206014,1,1,10801,2,2,0
483,206014,1,1,10802,1,1,0
484,206014,1,1,10805,2,2,0
485,206014,1,1,10806,1,1,0
486,206014,1,1,10810,1,1,0
487,206014,1,1,10781,1,1,0
488,206014,2,10,10848,1,1,0
489,206014,2,10,10793,1,1,0
490,206014,2,10,10801,1,1,0
491,206014,2,10,10805,1,1,0
492,206014,2,10,10809,1,1,0
493,206014,0,0,10805,1,1,0
494,206014,0,0,10795,1,1,0
495,206014,1,1,10852,1,1,0
496,206016,1,1,10817,3,3,0
497,206016,1,1,10826,1,1,0
498,206016,1,1,10839,1,1,0
499,206016,2,10,10817,2,2,0
500,206016,2,10,10826,1,1,0
501,206016,0,0,10817,1,1,0
502,206016,0,0,10826,1,1,0
503,206016,1,1,10783,1,1,0
504,206016,1,1,10784,2,2,0
505,206016,1,1,10798,1,1,0
506,206016,1,1,10801,3,3,0
507,206016,1,1,10803,1,1,0
508,206016,1,1,10805,2,2,0
509,206016,1,1,10806,1,1,0
510,206016,1,1,10810,1,1,0
511,206016,1,1,10781,1,1,0
512,206016,2,10,10848,1,1,0
513,206016,2,10,10784,1,1,0
514,206016,2,10,10801,1,1,0
515,206016,2,10,10800,1,1,0
516,206016,2,10,10805,1,1,0
517,206016,2,10,10809,1,1,0
518,206016,0,0,10805,1,1,0
519,206016,0,0,10795,1,1,0
520,206016,1,1,10852,1,1,0
521,206018,1,1,10818,2,2,0
522,206018,1,1,10826,1,1,0
523,206018,1,1,10842,1,1,0
524,206018,2,10,10818,1,1,0
525,206018,2,10,10826,1,1,0
526,206018,0,0,10818,1,1,0
527,206018,0,0,10826,1,1,0
528,206018,1,1,10783,1,1,0
529,206018,1,1,10784,1,1,0
530,206018,1,1,10786,1,1,0
531,206018,1,1,10798,1,1,0
532,206018,1,1,10799,1,1,0
533,206018,1,1,10801,3,3,0
534,206018,1,1,10803,1,1,0
535,206018,1,1,10805,2,2,0
536,206018,1,1,10806,1,1,0
537,206018,1,1,10807,1,1,0
538,206018,1,1,10811,1,1,0
539,206018,1,1,10781,1,1,0
540,206018,2,10,10848,1,1,0
541,206018,2,10,10784,1,1,0
542,206018,2,10,10785,1,1,0
543,206018,2,10,10801,1,1,0
544,206018,2,10,10800,1,1,0
545,206018,2,10,10805,1,1,0
546,206018,2,10,10810,1,1,0
547,206018,0,0,10805,1,1,0
548,206018,0,0,10796,1,1,0
549,206018,1,1,10852,1,1,0
550,206020,1,1,10818,3,3,0
551,206020,1,1,10827,1,1,0
552,206020,1,1,10843,1,1,0
553,206020,2,10,10818,2,2,0
554,206020,2,10,10827,1,1,0
555,206020,0,0,10818,1,1,0
556,206020,0,0,10827,1,1,0
557,206020,1,1,10783,1,1,0
558,206020,1,1,10784,1,1,0
559,206020,1,1,10788,1,1,0
560,206020,1,1,10798,1,1,0
561,206020,1,1,10799,1,1,0
562,206020,1,1,10801,4,4,0
563,206020,1,1,10804,1,1,0
564,206020,1,1,10805,2,2,0
565,206020,1,1,10806,1,1,0
566,206020,1,1,10807,1,1,0
567,206020,1,1,10811,1,1,0
568,206020,1,1,10781,1,1,0
569,206020,2,10,10848,1,1,0
570,206020,2,10,10784,1,1,0
571,206020,2,10,10786,1,1,0
572,206020,2,10,10801,1,1,0
573,206020,2,10,10800,1,1,0
574,206020,2,10,10805,1,1,0
575,206020,2,10,10810,1,1,0
576,206020,0,0,10805,1,1,0
577,206020,0,0,10796,1,1,0
578,206020,1,1,10852,1,1,0
579,206022,1,1,10819,2,2,0
580,206022,1,1,10828,1,1,0
581,206022,1,1,10847,1,1,0
582,206022,2,10,10819,1,1,0
583,206022,2,10,10828,1,1,0
584,206022,0,0,10819,1,1,0
585,206022,0,0,10828,1,1,0
586,206022,1,1,10783,1,1,0
587,206022,1,1,10784,1,1,0
588,206022,1,1,10790,1,1,0
589,206022,1,1,10798,2,2,0
590,206022,1,1,10801,4,4,0
591,206022,1,1,10804,1,1,0
592,206022,1,1,10805,2,2,0
593,206022,1,1,10806,1,1,0
594,206022,1,1,10808,1,1,0
595,206022,1,1,10812,1,1,0
596,206022,1,1,10782,1,1,0
597,206022,2,10,10848,1,1,0
598,206022,2,10,10784,1,1,0
599,206022,2,10,10787,1,1,0
600,206022,2,10,10801,1,1,0
601,206022,2,10,10800,1,1,0
602,206022,2,10,10805,1,1,0
603,206022,2,10,10810,1,1,0
604,206022,0,0,10805,1,1,0
605,206022,0,0,10797,1,1,0
606,206022,1,1,10852,1,1,0
607,301006,0,0,10086,2,1,0
608,301011,0,0,10086,3,1,0
609,301016,0,0,10086,4,1,0
610,301021,0,0,10086,5,1,0
611,301106,0,0,10086,3,1,0
612,301111,0,0,10086,4,1,0
613,301116,0,0,10086,5,1,0
614,301121,0,0,10086,6,1,0
615,301206,0,0,10086,6,1,0
616,301211,0,0,10086,8,1,0
617,301216,0,0,10086,9,1,0
618,301221,0,0,10086,10,1,0
619,301306,0,0,10086,8,1,0
620,301311,0,0,10086,9,1,0
621,301316,0,0,10086,10,1,0
622,301321,0,0,10086,12,1,0
623,302001,0,0,10087,4,1,0
624,302002,0,0,10087,4,1,0
625,302003,0,0,10087,4,1,0
626,302004,0,0,10087,4,1,0
627,302005,0,0,10087,4,1,0
628,302101,0,0,10088,4,1,0
629,302102,0,0,10088,4,1,0
630,302103,0,0,10088,4,1,0
631,302104,0,0,10088,4,1,0
632,302105,0,0,10088,4,1,0
633,302201,0,0,10089,4,1,0
634,302202,0,0,10089,4,1,0
635,302203,0,0,10089,4,1,0
636,302204,0,0,10089,4,1,0
637,302205,0,0,10089,4,1,0
638,302301,0,0,10090,4,1,0
639,302302,0,0,10090,4,1,0
640,302303,0,0,10090,4,1,0
641,302304,0,0,10090,4,1,0
642,302305,0,0,10090,4,1,0
643,304403,0,0,10091,1,1,0
644,304405,0,0,10091,1,1,0
645,304407,0,0,10091,2,1,0
646,304003,0,0,10769,3,1,0
647,304005,0,0,10769,3,1,0
648,304007,0,0,10769,3,1,0
649,304009,0,0,10770,1,1,0
650,304011,0,0,10771,2,1,0
651,304103,0,0,10769,3,1,0
652,304105,0,0,10769,4,1,0
653,304107,0,0,10769,4,1,0
654,304107,0,0,10768,1,1,0
655,304109,0,0,10771,2,1,0
656,304111,0,0,10771,2,1,0
657,304111,0,0,10770,1,1,0
658,304203,0,0,10769,4,1,0
659,304205,0,0,10769,5,1,0
660,304207,0,0,10769,5,1,0
661,304207,0,0,10768,1,1,0
662,304209,0,0,10771,3,1,0
663,304209,0,0,10770,1,1,0
664,304211,0,0,10771,3,1,0
665,304211,0,0,10770,1,1,0
666,304303,0,0,10769,6,1,0
667,304305,0,0,10769,6,1,0
668,304307,0,0,10769,6,1,0
669,304309,0,0,10771,4,1,0
670,304309,0,0,10770,1,1,0
671,304311,0,0,10771,4,1,0
672,304311,0,0,10770,1,1,0
673,305402,0,0,10167,2,1,0
674,305402,0,0,10177,2,1,0
675,305402,0,0,10187,2,1,0
676,305404,0,0,10167,2,1,0
677,305404,0,0,10178,2,1,0
678,305404,0,0,10188,2,1,0
679,305406,0,0,10168,2,1,0
680,305406,0,0,10178,2,1,0
681,305406,0,0,10188,2,1,0
682,305002,0,0,10167,2,1,0
683,305002,0,0,10177,2,1,0
684,305002,0,0,10187,2,1,0
685,305004,0,0,10167,2,1,0
686,305004,0,0,10178,2,1,0
687,305004,0,0,10188,2,1,0
688,305006,0,0,10168,2,1,0
689,305006,0,0,10178,2,1,0
690,305006,0,0,10188,2,1,0
691,305008,0,0,10168,2,1,0
692,305008,0,0,10178,2,1,0
693,305008,0,0,10189,2,1,0
694,305010,0,0,10169,2,1,0
695,305010,0,0,10179,2,1,0
696,305010,0,0,10189,2,1,0
697,305102,0,0,10169,2,1,0
698,305102,0,0,10179,2,1,0
699,305102,0,0,10189,2,1,0
700,305104,0,0,10169,2,1,0
701,305104,0,0,10179,2,1,0
702,305104,0,0,10189,2,1,0
703,305106,0,0,10169,2,1,0
704,305106,0,0,10179,2,1,0
705,305106,0,0,10189,2,1,0
706,305108,0,0,10169,2,1,0
707,305108,0,0,10179,2,1,0
708,305108,0,0,10189,2,1,0
709,305110,0,0,10229,2,1,0
710,305110,0,0,10184,2,1,0
711,305110,0,0,10194,2,1,0
712,305206,0,0,10095,1,1,0
713,305206,0,0,10096,1,1,0
714,305206,0,0,10097,1,1,0
715,305208,0,0,10095,1,1,0
716,305208,0,0,10096,1,1,0
717,305208,0,0,10097,1,1,0
718,305210,0,0,10095,1,1,0
719,305210,0,0,10096,1,1,0
720,305210,0,0,10097,1,1,0
721,305304,0,0,10095,1,1,0
722,305304,0,0,10096,1,1,0
723,305304,0,0,10097,1,1,0
724,305306,0,0,10095,1,1,0
725,305306,0,0,10096,1,1,0
726,305306,0,0,10097,1,1,0
727,305308,0,0,10095,1,1,0
728,305308,0,0,10096,1,1,0
729,305308,0,0,10097,1,1,0
730,305310,0,0,10095,1,1,0
731,305310,0,0,10096,1,1,0
732,305310,0,0,10097,1,1,0
733,308006,0,0,10086,4,1,0
734,308011,0,0,10086,5,1,0
735,308016,0,0,10086,6,1,0
736,308021,0,0,10086,7,1,0
737,308106,0,0,10086,5,1,0
738,308111,0,0,10086,6,1,0
739,308116,0,0,10086,7,1,0
740,308121,0,0,10086,8,1,0
741,308206,0,0,10086,9,1,0
742,308211,0,0,10086,10,1,0
743,308216,0,0,10086,11,1,0
744,308221,0,0,10086,15,1,0
745,308306,0,0,10086,10,1,0
746,308311,0,0,10086,12,1,0
747,308316,0,0,10086,13,1,0
748,308321,0,0,10086,16,1,0
749,308006,0,0,10086,4,2,0
750,308011,0,0,10086,5,2,0
751,308016,0,0,10086,6,2,0
752,308021,0,0,10086,7,2,0
753,308106,0,0,10086,5,2,0
754,308111,0,0,10086,6,2,0
755,308116,0,0,10086,7,2,0
756,308121,0,0,10086,8,2,0
757,308206,0,0,10086,9,2,0
758,308211,0,0,10086,10,2,0
759,308216,0,0,10086,11,2,0
760,308221,0,0,10086,15,2,0
761,308306,0,0,10086,10,2,0
762,308311,0,0,10086,12,2,0
763,308316,0,0,10086,13,2,0
764,308321,0,0,10086,16,2,0
765,308006,0,0,10086,4,3,0
766,308011,0,0,10086,5,3,0
767,308016,0,0,10086,6,3,0
768,308021,0,0,10086,7,3,0
769,308106,0,0,10086,5,3,0
770,308111,0,0,10086,6,3,0
771,308116,0,0,10086,7,3,0
772,308121,0,0,10086,8,3,0
773,308206,0,0,10086,9,3,0
774,308211,0,0,10086,10,3,0
